device_id,virtual_client_id,num_examples,radius_m,angle_rad,x_m,y_m,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
33,2,167,463.9432407189378,6.272953963304335,463.91895804933904,-4.7466800193240095,66,42,2,0,7,21,0,18,2,9
34,2,167,518.7689813630911,0.8945761526500957,324.67128153162435,404.6106955742914,2,0,20,0,102,6,4,31,2,0
35,2,167,482.6506453581826,4.375125053869003,-159.7121880241896,-455.4598362766975,2,82,0,43,13,0,5,0,3,19
36,2,167,396.0500641632131,5.286805998777361,215.1920061248028,-332.4876746943683,3,8,102,27,2,6,0,11,1,7
37,3,167,442.6325033379362,2.7426773211159468,-407.8782569312811,171.92690462492465,1,61,13,1,62,4,0,0,25,0
38,3,167,530.7273757034001,3.065508738320726,-529.1919893077995,40.34086976593089,4,17,131,0,7,0,6,0,1,1
39,3,167,197.35125607760176,5.345133981472537,116.70575166623925,-159.1454862804008,7,0,2,1,0,59,41,18,37,2
40,3,167,326.4062597996715,6.2699677170919434,326.37774786292766,-4.3141785236437284,1,2,28,20,8,0,0,22,23,63
41,3,167,462.8203939719845,5.9117206090117875,431.2545103599872,-167.99483435674637,0,0,47,0,2,0,14,101,2,1
42,3,167,163.3278020724751,0.3638514758956482,152.63523879387105,58.12447684206333,1,3,30,0,91,13,1,10,11,7
43,3,167,271.3032554689295,3.857893913135462,-204.62762462879027,-178.13756388481943,82,25,0,18,30,1,1,8,0,2
44,3,167,394.5404658477517,5.255650337272892,203.9500186357755,-337.7374262497832,0,9,0,0,0,0,50,51,36,21
45,3,167,399.2941957890928,2.7886529801411424,-374.6819602405036,138.0191416477875,6,52,3,0,0,23,31,17,32,3
46,3,167,342.6954868921892,0.15499575149570433,338.5873173593828,52.903924803848106,0,32,8,27,0,53,21,16,0,10
47,3,167,249.32788320523036,1.6398080213030586,-17.19288494239354,248.7343925776221,0,17,50,3,11,11,13,62,0,0
48,3,167,345.16871175329607,6.175871470061512,343.1830921753757,-36.9703234821876,0,65,11,0,0,25,8,42,0,16
49,3,167,260.99446532853915,5.832425601480739,234.92539770103787,-113.70210396971207,106,0,7,0,0,46,5,0,2,1
50,4,167,512.4147341853131,4.810290372805616,50.08601665290906,-509.9610286541999,1,1,3,29,0,1,13,53,51,15
51,4,167,439.42159618694393,2.8685338169985437,-423.1412462032494,118.5024259542508,9,7,17,0,24,7,59,27,8,9
52,4,167,464.7900413267482,5.277562652447477,248.9241115721193,-392.5131452506418,8,42,1,3,0,96,1,16,0,0
53,4,167,385.15233525000343,4.982057395930648,102.60914639103636,-371.23265538666436,6,0,5,50,0,22,3,54,0,27
54,4,167,530.5746885236875,4.131226103072369,-291.2835246741672,-443.4674828613726,3,0,0,23,0,47,69,15,8,2
55,4,167,321.6262409200987,5.9827083364166365,307.21591419637815,-95.19359701617016,0,63,3,1,0,96,0,0,4,0
56,4,167,336.876853931421,4.436417616942673,-91.79276887316826,-324.1297615112335,22,3,110,16,1,0,14,1,0,0
57,4,167,424.82959356888534,3.414469970958966,-409.1106593954339,-114.4930213634768,0,1,0,5,26,1,1,27,105,1
58,4,167,433.65932740555445,3.31733339148548,-426.9798029983225,-75.81991873743726,9,1,12,0,81,0,4,27,1,32
59,4,167,187.1992605708094,5.578669761177742,142.6318724178726,-121.24236936331091,51,88,6,13,0,0,8,0,1,0
60,4,167,479.70175592926756,3.1488090120682655,-479.6892655499998,-3.461669788467922,0,0,2,118,1,7,0,19,3,17
61,4,167,443.8143499745043,5.185910990858567,202.38980997883138,-394.9804325027055,19,16,5,15,14,17,58,1,0,22
62,5,167,430.1302587074913,2.9627211075483966,-423.2675704141931,76.52844759590701,2,12,5,26,1,40,0,1,0,80
63,5,167,375.9112689849976,0.7999934120921338,261.9016797253534,269.6605130658726,14,0,14,0,36,24,29,23,17,10
64,5,167,436.81436912462726,1.9310790567759586,-153.99402455795706,408.76965821130784,100,19,5,5,0,16,18,4,0,0
65,5,167,444.05687184584593,3.341585876187733,-435.20589665252334,-88.21753200124787,0,41,53,66,0,0,0,6,0,1
66,5,167,521.1253930592115,1.979567985571703,-207.1382189600275,478.1897463739529,0,23,6,49,2,3,13,60,11,0
67,5,167,520.7471560224626,1.9104971155417736,-173.5155532125563,490.98875068459927,0,15,20,0,30,4,24,10,20,44
68,5,167,454.70173775484653,6.209823751991205,453.47870274187466,-33.327713345258005,15,0,0,2,10,0,19,0,85,36
69,5,167,503.3134101777154,0.597063216187032,416.2353011658439,282.97095774672783,0,0,46,69,0,3,11,37,0,1
70,5,167,312.8278346471957,6.254261365008327,312.6969887575348,-9.04695263739987,0,3,0,121,0,0,28,15,0,0
71,5,167,368.0283492417785,0.6968815853170758,282.22158387167974,236.2114380011877,0,37,2,0,41,56,0,0,15,16
72,5,167,120.93847648909959,2.7047799311386003,-109.58291623139579,51.16345928225911,4,0,62,5,11,75,0,8,0,2
73,5,167,433.18462453670395,0.9332705617839532,257.8354053936389,348.09455994097794,18,2,15,54,0,13,9,56,0,0
74,5,167,448.8275593995928,0.8340559361124446,301.5570105020369,332.4297632488244,0,5,46,9,33,6,0,21,47,0
75,6,167,485.0116432459541,3.4413935150410224,-463.3778539318803,-143.2384674925895,16,93,0,20,0,18,0,6,0,14
76,6,167,387.9205314772656,5.339625383666714,227.67422531893538,-314.08085880395015,0,35,0,11,0,48,0,37,35,1
77,6,167,482.20293006246277,1.0688092845431048,232.02080491725235,422.7126823817505,5,0,0,95,0,0,41,0,26,0
78,6,167,81.32713332086043,4.78352099908292,5.780085977277225,-81.12147200516205,13,7,2,0,132,11,2,0,0,0
79,6,167,219.91129097851376,4.559978394090928,-33.387199165709035,-217.36207312156787,35,1,0,0,7,0,109,13,1,1
80,6,167,473.32247054734864,4.706451518668536,-2.8103175359700825,-473.3141274464483,0,33,2,3,73,0,18,2,22,14
81,6,167,493.3182778151673,1.396117985534601,85.73446561002073,485.8112026632226,7,14,12,0,8,60,8,20,6,32
82,6,167,522.2747400291731,2.145992916681383,-284.11733160727863,438.2330954559457,0,32,65,0,14,53,0,0,3,0
83,6,167,530.5836903660695,2.0093833430662467,-225.31801000931245,480.36532644219903,2,9,0,86,18,10,8,34,0,0
84,6,167,495.0572154735567,5.696552780601844,412.28834968338754,-274.04372517498064,5,0,3,151,0,0,7,0,1,0
85,6,167,101.05014002889084,5.146080158971667,42.46360409215519,-91.69500055817191,11,75,0,1,9,14,0,0,57,0
86,6,167,416.53476519919326,2.7163714976901447,-379.4413128106612,171.829859896553,0,1,92,39,19,7,4,5,0,0
87,7,167,374.83550460292463,2.295494594932251,-248.48204181092132,280.6391462508477,3,23,42,22,10,0,31,0,6,30
88,7,167,497.7510695876567,3.365019667719345,-485.37889141290333,-110.28807300174057,27,3,5,2,2,1,22,1,100,4
89,7,167,546.5384330237597,4.125130843665766,-302.82634766008624,-454.97303429425267,4,2,0,0,4,1,133,0,23,0
90,7,167,476.2277436151597,1.5523475188887363,8.785335781113023,476.14670183043313,30,0,22,21,0,3,2,50,19,20
91,7,167,464.40227318498495,0.9928567282267872,253.70264879651884,388.9787106423841,0,0,7,36,0,0,1,0,95,28
92,7,167,534.980056763498,2.0325682341798506,-238.3524098064914,478.94862968184174,1,0,19,72,63,0,5,0,7,0
93,7,167,520.4425354053219,6.110323892359406,512.6861887036129,-89.51706301975709,38,0,28,2,0,99,0,0,0,0
94,7,167,413.0009631664054,0.6443426491629795,330.1921193745155,248.0785357086426,0,0,48,2,2,34,0,5,52,24
95,7,167,462.4736593564874,3.3191875175531025,-455.1996133817868,-81.70188232624892,11,0,110,0,5,1,0,9,0,31
96,7,167,404.9133581657208,2.996326169706289,-400.64855389556936,58.61368340609857,3,12,6,1,56,0,41,47,1,0
97,7,167,474.5577579749368,3.957671339207772,-325.1114560405546,-345.69872259727725,13,0,2,7,52,7,0,36,12,38
98,7,167,549.8039070437338,0.663157723523529,433.2742019468522,338.4638860024405,1,0,75,14,3,17,25,21,0,11
99,7,167,421.4606558707937,5.53959021131973,310.21175870591,-285.3029078148799,0,1,1,9,59,8,8,72,9,0
100,8,167,300.18614970373824,3.7006468336014144,-254.48495128875413,-159.21411382636776,3,40,5,2,17,0,12,2,1,85
101,8,167,152.34664836523982,2.7093013664620176,-138.332005009729,63.825995159576955,1,0,17,30,22,1,5,6,11,74
102,8,167,275.3879835647775,3.1964630367488636,-274.973524149035,-15.103062899102556,65,1,6,18,0,0,2,1,2,72
103,8,167,201.28823144984364,6.136110008091885,199.1151056366925,-29.49791225654124,1,8,0,34,2,23,4,0,19,76
104,8,167,429.36715569146986,0.1770332118014059,422.6563638888208,75.61582143218193,14,30,2,0,60,0,4,0,0,57
105,8,167,481.7202222938435,1.2261557081869083,162.75324783489265,453.3935959914123,0,0,1,103,6,0,3,4,1,49
106,8,167,492.88205255459764,3.08096390636755,-491.9764509981277,29.86451730264532,2,53,0,57,6,3,9,0,0,37
107,8,167,122.44727650103779,3.641393496418491,-107.46928386971122,-58.68294937247983,29,108,3,5,4,9,0,0,6,3
108,8,167,423.2285017459682,3.4718177386646465,-400.3612043746906,-137.23436421605268,0,19,4,0,57,1,16,31,39,0
109,8,167,452.16527865496397,3.008083198190912,-448.14138895772635,60.18915786220155,25,12,2,3,0,84,0,7,5,29
110,8,167,504.0063693721851,4.342182494439445,-182.3535046103153,-469.8612771064106,26,13,0,0,38,13,0,2,0,75
111,8,167,362.4127345771058,5.84665032519695,328.426435487481,-153.228804918146,53,3,0,3,0,0,1,1,104,2
112,9,167,479.9929787701995,1.7280492386568027,-75.16959252514964,474.070450490528,1,14,76,9,5,33,1,28,0,0
113,9,167,287.15494180515213,4.851663897418012,39.86431043125373,-284.374396451159,0,9,34,2,7,15,0,9,79,12
114,9,167,503.7964908652484,1.3168164609715463,126.5829647765431,487.6347580274798,1,1,14,24,16,69,4,26,12,0
115,9,167,77.82051198709341,1.7417962608890467,-13.242544085005745,76.68550783616178,44,1,0,97,2,5,1,0,17,0
116,9,167,498.74908300085406,3.154226262822562,-498.7092813379172,-6.300833406057295,1,0,0,38,0,94,25,0,7,2
117,9,167,451.05544720842494,0.03391461562941973,450.79606982341335,15.294439779098186,0,78,32,24,0,12,13,2,0,6
118,9,167,336.1605785701321,0.418716155316603,307.1202338805395,136.67880788830678,0,42,0,0,3,23,38,0,39,22
119,9,167,462.198729846986,1.4919467448214077,36.40642457525218,460.76267006107776,7,61,0,0,0,53,0,14,24,8
120,9,167,544.4364868465909,3.7184881313655316,-456.3248687956006,-296.9489894384827,5,34,39,13,1,12,1,0,0,62
121,9,167,487.8337625290491,3.0015903687615895,-483.0606396105649,68.07494636267154,69,0,0,51,0,1,28,0,1,17
122,9,167,159.02447353412242,0.8523758390877691,104.669330193778,119.72098604501501,1,37,2,0,82,5,11,1,2,26
123,9,167,405.92180494791853,4.542610573124623,-68.58615012877665,-400.0855555286755,1,0,0,10,87,3,20,32,13,1
124,9,167,392.72214991524504,0.9175607134148717,238.68044181764608,311.86909710291184,0,0,24,4,43,36,51,0,0,9
125,10,167,383.59433817812254,3.8144535232158803,-299.98684533972835,-239.06590912430352,4,1,14,65,0,5,0,70,8,0
126,10,167,199.29961694974457,2.686620278845943,-179.02549831752526,87.57972521352575,9,48,36,13,0,13,4,18,20,6
127,10,167,489.1945730528673,0.2634571744981509,472.31512584201147,127.39604470006924,4,0,2,89,3,2,19,0,48,0
128,10,167,91.86636830857358,1.3107000224737446,23.625606331627584,88.77646282472315,55,0,42,2,7,1,5,1,2,52
129,10,167,317.6141392360155,4.626210341821955,-27.337686369547438,-316.4354473610618,0,2,45,5,1,24,5,36,43,6
130,10,167,198.17571202154096,2.7880453467149926,-185.91863170976515,68.61395789789015,13,16,7,18,2,1,0,27,3,80
131,10,167,293.33697604589935,1.8368383558248853,-77.12262657469877,283.0171054653271,0,17,0,13,0,47,90,0,0,0
132,10,167,511.56884868926454,3.352382439468175,-500.24576897071415,-107.03671134782914,3,13,36,5,8,2,0,70,30,0
133,10,167,541.9292220429796,0.2654367396178076,522.9497891248038,142.16469237624486,8,0,2,119,9,0,1,21,0,7
134,10,167,280.2588722020636,0.7182160235598093,211.02956630482157,184.4222264076962,14,6,3,36,0,36,33,7,32,0
135,10,167,426.61517554812576,0.054865846869908065,425.9732250638536,23.394861330165476,45,72,0,5,6,1,8,0,16,14
136,10,167,173.8623079109163,2.6872336829201764,-156.22268181836043,76.30580448163548,1,21,7,22,0,4,89,9,0,14
137,11,167,523.1949217261263,1.643351120041765,-37.92700304996122,521.8184248947671,0,1,2,1,29,66,0,0,9,59
138,11,167,548.5789377522484,5.395934516329517,346.4528217787145,-425.3343311172418,26,47,36,2,1,2,0,6,47,0
139,11,167,199.40749488651014,1.2969710379833004,53.92301267332001,191.97827408627919,7,20,65,1,11,39,14,0,2,8
140,11,167,333.9270631852678,6.055941878711427,325.3421761525145,-75.23132289069527,3,1,13,63,0,2,2,1,2,80
141,11,167,401.09643414160416,2.869583829181718,-386.3493759032103,107.76135309242417,37,48,43,1,15,0,0,9,0,14
142,11,167,503.8803379260892,1.6155477050607419,-22.541813816297694,503.3758651131193,5,17,8,0,0,0,27,109,1,0
143,11,167,132.2078149831968,1.157911912606807,53.04878535311962,121.0980293612982,3,1,59,0,0,4,55,1,43,1
144,11,167,376.59812363934867,3.41708029421189,-362.39761236497117,-102.44079890769227,11,1,19,25,8,92,7,0,0,4
145,11,167,424.004736604649,4.095620742328892,-245.24513230631956,-345.8826993985585,71,0,4,10,12,0,31,20,18,1
146,11,167,359.71447641942336,5.149789625973441,152.3701092047724,-325.84943511785565,3,21,0,22,56,0,3,4,0,58
147,11,167,542.103656327626,2.540797429767278,-447.17389925985,306.4504495420466,0,0,13,21,0,75,30,1,26,1
148,11,167,202.1501900631251,2.1939680714013625,-117.97760991120475,164.15231616458297,13,1,8,10,2,0,65,0,52,16
149,11,167,427.0949856881615,0.7390916384227064,315.65768286191144,287.69837338820633,0,0,1,7,33,62,7,2,29,26
150,12,167,402.11438380447424,6.145053787971962,398.28424476505637,-55.36820418237047,1,2,2,4,73,0,29,46,0,10
151,12,167,59.71953091395691,5.256481255585119,30.913316924633758,-51.09588250828247,0,33,25,2,11,43,27,13,1,12
152,12,167,374.82544744764004,4.149431919821053,-200.0403143829824,-316.9826315050734,1,5,20,7,3,3,9,54,1,64
153,12,167,402.2952646373345,1.7881377999209567,-86.74870016292617,392.83093433392656,9,0,0,18,125,0,2,11,0,2
154,12,167,353.31588455617657,1.9443289530259302,-128.92734507037167,328.95266220661415,0,2,5,3,5,9,46,1,69,27
155,12,167,364.07798553100133,4.510246561176719,-73.09542260665661,-356.6648829675642,0,18,0,115,12,5,0,17,0,0
156,12,167,485.52024317733554,3.127830335861415,-485.4742647987548,6.681672925816085,6,0,0,63,46,0,0,6,35,11
157,12,167,447.5664585179893,4.346154033485115,-160.27471928711992,-417.88485154139045,19,80,4,1,0,0,10,0,13,40
158,12,167,386.08390679380824,1.4119042331237421,61.08787662822532,381.22048005612805,7,0,119,0,10,0,1,20,10,0
159,12,167,185.52299944121046,6.2634131232463455,185.4867365107927,-3.6679558665736076,3,1,4,0,6,102,31,1,14,5
160,12,167,403.5511747322784,1.0645512112886544,195.68065644585968,352.93431587296715,1,71,23,9,28,24,1,7,1,2
161,12,167,402.43485738984157,3.492772365656858,-377.87326748531206,-138.43990812751915,0,0,28,0,0,1,69,52,0,17
162,13,167,426.7719174505846,3.382761174901961,-414.4209466147328,-101.92913485062734,0,42,39,5,3,44,6,18,9,1
163,13,167,176.2690904351675,4.414354249060658,-51.760033689540066,-168.49834169895837,74,16,64,0,2,0,2,2,5,2
164,13,167,472.83800926553005,5.636812277753803,377.45407661917716,-284.7879966742872,0,0,11,56,43,5,52,0,0,0
165,13,167,356.8073637938388,5.001853908713208,101.84689947658632,-341.9630154337088,0,0,21,31,40,12,2,0,61,0
166,13,167,492.81797518905296,3.986647168342786,-327.0786113389432,-368.63144015944516,6,0,0,0,64,28,0,61,6,2
167,13,167,291.0058662753708,0.48639610896319174,257.2559398827975,136.02865728109452,11,1,14,17,0,33,19,0,72,0
168,13,167,134.67819380288756,3.3771563345695412,-130.9587777309317,-31.432696690366427,64,3,34,3,26,0,19,15,0,3
169,13,167,277.9408552749002,3.043563931738982,-276.60646993438,27.202570124602406,43,0,79,0,4,31,5,3,2,0
170,13,167,330.7368755542129,0.28255189252715196,317.622192651183,92.2118408167718,1,0,37,0,1,5,92,4,22,5
171,13,167,505.35595564335915,1.2725412185698093,148.5002619801994,483.0448365276509,28,25,6,0,39,0,29,0,16,24
172,13,167,512.2695804846903,1.7870059304089094,-109.89669420776637,500.34272223363587,3,2,1,6,27,0,0,112,16,0
173,13,167,323.5469306973342,5.863675063656309,295.4917020555177,-131.78493988312442,2,41,79,0,0,1,3,4,21,16
174,13,167,178.45550546165217,0.7761383914779828,127.3501352859727,125.0132411875567,17,10,1,6,3,0,2,3,121,4
175,14,167,238.02955642964469,4.36514428677167,-81.00342167897097,-223.822508721514,11,8,0,0,98,1,4,18,19,8
176,14,167,489.5050999646001,5.930952849271908,459.45186959441367,-168.87635245217442,1,0,56,39,23,7,0,0,6,35
177,14,167,491.3944810637074,0.07563468299589884,489.989614049974,37.13104015547951,2,25,1,0,1,7,75,20,32,4
178,14,167,512.7351539524458,5.953113087456182,485.0571662087784,-166.18328317898823,0,0,0,50,0,2,6,33,75,1
179,14,167,103.47826926519456,3.046349888550348,-103.009288718082,9.84066298147298,0,8,33,0,20,20,58,1,2,25
180,14,167,513.8569424337791,6.226351452948496,513.0272644861078,-29.188750937531637,0,0,2,25,0,124,9,7,0,0
181,14,167,117.2094200248818,0.9884171798994301,64.46664043869376,97.88820364639109,8,0,64,48,0,2,0,17,11,17
182,14,167,483.47287598519335,2.5019490810491027,-387.89442876035787,288.58955966921224,8,28,34,6,72,1,2,14,2,0
183,14,167,145.57423040736145,1.8419185953761883,-38.986653649664866,140.25654136580096,31,21,0,14,4,35,0,50,4,8
184,14,167,335.0554348937908,3.9960109846843737,-220.01660029037004,-252.69515240410692,73,33,6,0,0,21,21,3,8,2
185,14,167,316.91266672642354,2.3900448368657425,-231.54683371648352,216.37860829463784,0,58,8,7,86,0,0,8,0,0
186,14,167,481.3553947592233,1.5623700394087605,4.05599089325066,481.33830618566145,40,25,3,7,15,0,35,7,28,7
187,15,167,471.5017614130201,3.6346428597224256,-415.34271916323394,-223.16885233757762,28,10,0,0,56,0,0,2,69,2
188,15,167,545.5729882159798,2.4915145370187335,-434.29602350919293,330.2072825287416,17,1,1,54,3,0,10,4,53,24
189,15,167,475.29194595271167,0.44670535021845836,428.6540529486013,205.32446707164033,4,0,11,9,75,5,52,0,0,11
190,15,167,538.8510336655534,4.547164504193733,-88.62685250755156,-531.5126691782991,10,0,59,13,44,0,26,0,4,11
191,15,167,444.132030473283,1.689736634999263,-52.70073742751111,440.99420944828483,1,4,0,0,3,128,3,0,7,21
192,15,167,484.836426855211,4.739542518360244,13.1634065940232,-484.6576993431228,80,50,1,0,1,0,0,0,34,1
193,15,167,315.4408952658323,4.4252255726357275,-89.34324937908951,-302.52395309544596,15,5,11,0,0,6,3,107,0,20
194,15,167,372.73179401533986,4.160249863749864,-195.50143440204553,-317.3455205554923,0,2,20,31,72,2,0,0,40,0
195,15,167,533.2327766715206,1.3882606107027624,96.79440976199957,524.3739470603454,1,0,8,112,0,42,3,0,0,1
196,15,167,222.54856737415753,4.816278063269207,23.078799538838116,-221.3486703193314,45,2,8,66,3,5,1,8,0,29
197,15,167,459.71502899947825,5.147298840189475,193.69111448941638,-416.9192488430331,0,26,22,0,36,3,3,44,0,33
198,15,167,456.7195185021447,5.266217818611937,240.2105200790236,-388.44771157029083,54,52,1,4,1,0,11,6,0,38
199,15,167,328.12115505327296,2.8909580760026232,-317.8690849096413,81.38020184419081,3,0,0,93,0,1,0,7,63,0
200,16,166,315.63184436716875,3.6934672579291026,-268.77414854611663,-165.48086974611496,2,1,5,9,3,12,7,23,101,3
201,16,166,94.3218869478672,2.294699255001969,-62.47069549452187,70.66845521048954,20,0,1,60,3,30,0,21,3,28
202,16,166,322.9654192480836,3.1555204714008904,-322.934094674919,-4.4980580899822185,0,0,0,4,90,0,60,0,5,7
203,16,166,520.0017289324702,5.54684421320646,385.2852794305512,-349.22349798786496,5,11,9,36,91,1,10,0,0,3
204,16,166,240.54352884875206,0.3042386112416968,229.49664327763043,72.05886479337887,0,16,0,115,12,12,1,0,10,0
205,16,166,374.8131351810234,1.2157628836474934,130.29318781385558,351.43786294810565,0,0,0,0,1,33,110,2,20,0
206,16,166,27.189961972719313,4.222570958325521,-12.791934031475941,-23.992925119965886,24,0,82,3,0,0,0,3,1,53
207,16,166,337.40646018493874,2.0807020583163696,-164.68639687730078,294.48516101512286,16,0,63,19,2,6,2,45,0,13
208,16,166,184.3760036169153,3.1704543509148975,-184.29921656570414,-5.320665655014129,0,16,7,88,1,1,52,0,1,0
209,16,166,431.28862020778746,4.438813501980837,-116.52369038453456,-415.24944732041035,5,26,0,5,43,22,5,16,12,32
210,16,166,515.9071967579426,0.9210150647325754,312.13017778709184,410.7736454316866,6,1,3,101,7,15,2,4,0,27
211,16,166,528.1235984642576,1.262339670820833,160.3322486377092,503.1978788723301,0,18,4,33,3,75,0,0,31,2
212,17,166,204.93282197249428,1.8291552855127098,-52.35917211730276,198.13121565467844,28,6,86,0,0,0,9,0,29,8
213,17,166,462.0587270552541,4.37710092807046,-152.03635608274092,-436.3292491651274,1,1,0,8,95,0,2,25,1,33
214,17,166,452.30287686025963,1.267071144019375,135.27336534076957,431.6005202098925,0,59,20,3,10,4,45,4,0,21
215,17,166,535.4635076978701,0.46195059571228464,479.3388091849124,238.65346024161715,13,0,0,43,59,0,31,13,0,7
216,17,166,173.36402250976164,3.077097597291967,-173.0035839170855,11.173372481444423,49,10,34,3,5,0,54,2,6,3
217,17,166,452.7588570783861,0.5928028650980628,375.5082409322396,252.9508720184644,48,7,5,1,6,39,0,53,1,6
218,17,166,430.25317250087494,5.550035310795923,319.70825582336045,-287.93128278367453,17,16,20,26,0,0,2,0,0,85
219,17,166,510.5548451629031,5.273497031688743,271.67883042408033,-432.26943336155495,0,2,47,52,25,0,4,2,0,34
220,17,166,397.83276820166617,3.751909192056509,-326.01068271458803,-228.00865380719404,51,1,39,4,0,1,59,9,1,1
221,17,166,306.3734823435835,0.2630900110840357,295.8314722938734,79.67716538490357,0,25,29,0,0,69,13,0,0,30
222,17,166,344.1128776705216,3.4722911826444824,-325.4673826682561,-111.73475465477294,0,1,70,25,7,33,0,14,16,0
223,17,166,389.6884005060269,0.1670921152751622,384.2610394831058,64.8112877846804,40,19,0,0,0,42,41,5,19,0
224,17,166,450.00240059880355,5.597281626599864,348.23300618674637,-285.01918171734957,1,2,20,42,2,51,34,6,4,4
225,18,166,25.980997426466867,2.0346182988489887,-11.62310696502852,23.236084260339208,33,0,19,0,25,40,15,6,0,28
226,18,166,259.64493770055356,4.4476501651609315,-67.9379652508563,-250.59913517627666,20,19,34,2,16,0,3,67,5,0
227,18,166,140.6061359978593,2.427206468007539,-106.22730672537948,92.11864516003615,17,0,55,18,6,15,11,6,33,5
228,18,166,341.43963612458083,3.805897254550807,-268.8310283402461,-210.50155181948654,0,0,57,11,73,8,2,0,14,1
229,18,166,395.8602888120731,2.723119300990756,-361.70165589127373,160.86416749509058,56,18,0,56,1,0,13,2,0,20
230,18,166,234.91750384106712,4.613775043013793,-23.12861093672302,-233.7761770734039,13,0,0,4,1,59,33,2,1,53
231,18,166,197.17137371975178,1.5200310733993183,10.005156057275,196.91736202479353,2,75,2,3,3,25,36,3,16,1
232,18,166,469.61485828552657,4.813794021046244,47.53974089738816,-467.2024059847556,12,33,0,2,1,1,28,52,24,13
