device_id,virtual_client_id,num_examples,radius_m,angle_rad,x_m,y_m,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
22,1,200,207.4522898639769,3.1611263239482317,-207.41271293086288,-4.052046947773453,24,27,20,27,14,22,16,18,20,12
23,1,200,329.5695305074107,2.470793842880754,-258.1601729750991,204.86434665002602,13,19,25,28,19,24,22,15,11,24
24,1,200,413.5419178369083,3.5761099207991176,-375.11285908265756,-174.08980659149032,26,24,22,11,20,19,22,19,22,15
25,2,200,479.06110685758097,1.386012514368108,88.0198280802894,470.9055679946107,23,23,16,19,16,14,29,16,18,26
26,2,200,294.1450875328441,0.13079865118838344,291.6325134413711,38.36417109195839,23,18,22,23,19,15,25,14,24,17
27,2,200,34.926743227516376,2.424058602647788,-26.31483696378515,22.965337969432714,27,29,25,23,21,11,14,19,14,17
28,2,200,203.24444994514093,3.955662608116106,-139.53644353568464,-147.7764776915311,19,25,15,32,18,19,17,15,25,15
29,2,200,458.3527672480624,2.663154714480116,-406.88670356419453,211.0224388699452,17,22,19,22,13,18,19,21,24,25
30,2,200,247.4723068152236,0.33109398170456106,234.03141279273453,80.44774991685505,31,16,18,20,22,24,15,19,19,16
31,2,200,78.31797689682737,0.39363799314716413,72.32820388604402,30.038915223936307,18,20,17,19,30,27,10,19,15,25
32,2,200,510.3839856417879,2.064211005845625,-241.73624069788823,449.50573159065436,14,27,16,21,19,21,18,19,20,25
33,2,200,463.9432407189378,6.272953963304335,463.91895804933904,-4.7466800193240095,27,22,23,10,11,22,20,25,18,22
34,2,200,518.7689813630911,0.8945761526500957,324.67128153162435,404.6106955742914,24,28,21,22,21,19,15,14,19,17
35,2,200,482.6506453581826,4.375125053869003,-159.7121880241896,-455.4598362766975,16,26,18,27,24,18,14,24,18,15
36,2,200,396.0500641632131,5.286805998777361,215.1920061248028,-332.4876746943683,22,27,13,16,20,20,16,23,23,20
37,3,200,442.6325033379362,2.7426773211159468,-407.8782569312811,171.92690462492465,18,30,18,23,11,21,20,26,18,15
38,3,200,530.7273757034001,3.065508738320726,-529.1919893077995,40.34086976593089,14,24,22,19,19,15,21,23,24,19
39,3,200,197.35125607760176,5.345133981472537,116.70575166623925,-159.1454862804008,23,23,14,19,16,21,27,22,16,19
40,3,200,326.4062597996715,6.2699677170919434,326.37774786292766,-4.3141785236437284,17,18,18,16,16,20,18,24,21,32
41,3,200,462.8203939719845,5.9117206090117875,431.2545103599872,-167.99483435674637,18,26,25,20,19,10,29,21,17,15
42,3,200,163.3278020724751,0.3638514758956482,152.63523879387105,58.12447684206333,13,19,20,30,24,16,18,19,22,19
43,3,200,271.3032554689295,3.857893913135462,-204.62762462879027,-178.13756388481943,24,24,16,18,20,17,21,27,12,21
44,3,200,394.5404658477517,5.255650337272892,203.9500186357755,-337.7374262497832,22,26,21,22,17,20,14,24,16,18
45,3,200,399.2941957890928,2.7886529801411424,-374.6819602405036,138.0191416477875,20,27,15,21,20,18,18,23,20,18
46,3,200,342.6954868921892,0.15499575149570433,338.5873173593828,52.903924803848106,25,17,22,23,19,17,29,22,11,15
47,3,200,249.32788320523036,1.6398080213030586,-17.19288494239354,248.7343925776221,22,23,22,25,20,15,19,12,22,20
48,3,200,345.16871175329607,6.175871470061512,343.1830921753757,-36.9703234821876,22,26,24,22,15,9,21,20,21,20
49,3,200,260.99446532853915,5.832425601480739,234.92539770103787,-113.70210396971207,14,18,18,24,23,20,21,19,13,30
50,4,200,512.4147341853131,4.810290372805616,50.08601665290906,-509.9610286541999,22,25,20,14,17,20,19,23,22,18
51,4,200,439.42159618694393,2.8685338169985437,-423.1412462032494,118.5024259542508,14,30,16,17,16,15,24,23,25,20
52,4,200,464.7900413267482,5.277562652447477,248.9241115721193,-392.5131452506418,17,19,19,24,25,22,23,13,18,20
53,4,200,385.15233525000343,4.982057395930648,102.60914639103636,-371.23265538666436,28,23,24,15,19,24,25,12,14,16
54,4,200,530.5746885236875,4.131226103072369,-291.2835246741672,-443.4674828613726,20,20,18,22,22,27,13,21,15,22
55,4,200,321.6262409200987,5.9827083364166365,307.21591419637815,-95.19359701617016,24,20,13,18,11,21,24,30,23,16
56,4,200,336.876853931421,4.436417616942673,-91.79276887316826,-324.1297615112335,16,26,30,27,16,10,22,14,15,24
57,4,200,424.82959356888534,3.414469970958966,-409.1106593954339,-114.4930213634768,21,24,20,26,21,15,17,19,11,26
58,4,200,433.65932740555445,3.31733339148548,-426.9798029983225,-75.81991873743726,23,22,22,20,25,16,23,12,19,18
59,4,200,187.1992605708094,5.578669761177742,142.6318724178726,-121.24236936331091,18,18,29,23,23,15,16,22,17,19
60,4,200,479.70175592926756,3.1488090120682655,-479.6892655499998,-3.461669788467922,20,19,21,27,17,24,17,19,21,15
61,4,200,443.8143499745043,5.185910990858567,202.38980997883138,-394.9804325027055,18,29,17,17,26,20,18,22,15,18
62,5,200,430.1302587074913,2.9627211075483966,-423.2675704141931,76.52844759590701,23,26,27,22,17,19,17,18,10,21
63,5,200,375.9112689849976,0.7999934120921338,261.9016797253534,269.6605130658726,21,23,19,16,15,16,24,26,19,21
64,5,200,436.81436912462726,1.9310790567759586,-153.99402455795706,408.76965821130784,14,16,28,25,17,18,21,22,25,14
65,5,200,444.05687184584593,3.341585876187733,-435.20589665252334,-88.21753200124787,19,27,19,32,19,16,16,22,15,15
66,5,200,521.1253930592115,1.979567985571703,-207.1382189600275,478.1897463739529,23,21,23,23,19,19,22,17,13,20
67,5,200,520.7471560224626,1.9104971155417736,-173.5155532125563,490.98875068459927,17,25,20,22,22,16,19,23,14,22
68,5,200,454.70173775484653,6.209823751991205,453.47870274187466,-33.327713345258005,17,27,19,22,18,23,20,21,15,18
69,5,200,503.3134101777154,0.597063216187032,416.2353011658439,282.97095774672783,21,24,17,21,23,21,18,13,23,19
70,5,200,312.8278346471957,6.254261365008327,312.6969887575348,-9.04695263739987,18,23,14,24,19,15,15,21,28,23
71,5,200,368.0283492417785,0.6968815853170758,282.22158387167974,236.2114380011877,18,19,20,22,22,17,20,18,25,19
72,5,200,120.93847648909959,2.7047799311386003,-109.58291623139579,51.16345928225911,19,24,19,15,14,17,25,25,25,17
73,5,200,433.18462453670395,0.9332705617839532,257.8354053936389,348.09455994097794,24,23,21,25,13,13,25,20,18,18
74,5,200,448.8275593995928,0.8340559361124446,301.5570105020369,332.4297632488244,21,14,17,21,18,29,20,23,18,19
75,6,200,485.0116432459541,3.4413935150410224,-463.3778539318803,-143.2384674925895,26,25,20,20,20,17,20,19,16,17
76,6,200,387.9205314772656,5.339625383666714,227.67422531893538,-314.08085880395015,14,18,18,24,28,18,13,26,25,16
77,6,200,482.20293006246277,1.0688092845431048,232.02080491725235,422.7126823817505,18,29,22,15,24,21,18,20,17,16
78,6,200,81.32713332086043,4.78352099908292,5.780085977277225,-81.12147200516205,15,22,23,25,22,6,28,14,20,25
79,6,200,219.91129097851376,4.559978394090928,-33.387199165709035,-217.36207312156787,18,25,20,14,17,21,20,20,19,26
80,6,200,473.32247054734864,4.706451518668536,-2.8103175359700825,-473.3141274464483,23,19,22,24,18,23,16,22,18,15
81,6,200,493.3182778151673,1.396117985534601,85.73446561002073,485.8112026632226,14,24,14,22,18,14,27,20,22,25
82,6,200,522.2747400291731,2.145992916681383,-284.11733160727863,438.2330954559457,18,19,24,16,20,24,17,26,16,20
83,6,200,530.5836903660695,2.0093833430662467,-225.31801000931245,480.36532644219903,20,14,18,17,27,21,9,25,23,26
84,6,200,495.0572154735567,5.696552780601844,412.28834968338754,-274.04372517498064,16,21,26,24,21,19,20,20,14,19
85,6,200,101.05014002889084,5.146080158971667,42.46360409215519,-91.69500055817191,16,26,18,21,17,17,19,25,20,21
86,6,200,416.53476519919326,2.7163714976901447,-379.4413128106612,171.829859896553,17,28,23,21,17,18,15,18,23,20
87,7,200,374.83550460292463,2.295494594932251,-248.48204181092132,280.6391462508477,18,14,27,25,15,24,19,12,21,25
88,7,200,497.7510695876567,3.365019667719345,-485.37889141290333,-110.28807300174057,23,23,13,30,18,24,18,18,13,20
89,7,200,546.5384330237597,4.125130843665766,-302.82634766008624,-454.97303429425267,20,26,19,19,31,15,16,20,17,17
90,7,200,476.2277436151597,1.5523475188887363,8.785335781113023,476.14670183043313,16,22,30,22,22,17,19,15,17,20
91,7,200,464.40227318498495,0.9928567282267872,253.70264879651884,388.9787106423841,24,14,14,17,28,20,32,22,13,16
92,7,200,534.980056763498,2.0325682341798506,-238.3524098064914,478.94862968184174,15,34,18,21,18,23,17,19,15,20
93,7,200,520.4425354053219,6.110323892359406,512.6861887036129,-89.51706301975709,19,21,22,18,26,19,27,13,15,20
94,7,200,413.0009631664054,0.6443426491629795,330.1921193745155,248.0785357086426,28,24,16,28,19,17,13,18,21,16
95,7,200,462.4736593564874,3.3191875175531025,-455.1996133817868,-81.70188232624892,22,24,17,20,28,20,20,11,16,22
96,7,200,404.9133581657208,2.996326169706289,-400.64855389556936,58.61368340609857,18,16,25,20,17,14,24,35,14,17
97,7,200,474.5577579749368,3.957671339207772,-325.1114560405546,-345.69872259727725,21,18,22,22,19,22,20,20,20,16
98,7,200,549.8039070437338,0.663157723523529,433.2742019468522,338.4638860024405,16,29,21,20,21,19,17,24,18,15
99,7,200,421.4606558707937,5.53959021131973,310.21175870591,-285.3029078148799,13,23,23,9,27,19,17,25,25,19
100,8,200,300.18614970373824,3.7006468336014144,-254.48495128875413,-159.21411382636776,20,15,15,21,23,19,25,21,20,21
101,8,200,152.34664836523982,2.7093013664620176,-138.332005009729,63.825995159576955,24,16,18,19,19,27,19,17,21,20
102,8,200,275.3879835647775,3.1964630367488636,-274.973524149035,-15.103062899102556,23,21,21,18,12,25,18,23,24,15
103,8,200,201.28823144984364,6.136110008091885,199.1151056366925,-29.49791225654124,23,16,14,18,25,19,23,15,23,24
104,8,200,429.36715569146986,0.1770332118014059,422.6563638888208,75.61582143218193,19,28,21,21,21,15,15,16,24,20
105,8,200,481.7202222938435,1.2261557081869083,162.75324783489265,453.3935959914123,19,19,30,21,18,19,22,14,17,21
106,8,200,492.88205255459764,3.08096390636755,-491.9764509981277,29.86451730264532,11,27,16,17,24,22,17,26,18,22
107,8,200,122.44727650103779,3.641393496418491,-107.46928386971122,-58.68294937247983,20,28,24,18,18,18,22,17,18,17
108,8,200,423.2285017459682,3.4718177386646465,-400.3612043746906,-137.23436421605268,19,21,17,21,15,21,26,15,18,27
109,8,200,452.16527865496397,3.008083198190912,-448.14138895772635,60.18915786220155,22,25,16,16,16,15,26,25,24,15
110,8,200,504.0063693721851,4.342182494439445,-182.3535046103153,-469.8612771064106,20,25,21,18,16,15,23,18,21,23
111,8,200,362.4127345771058,5.84665032519695,328.426435487481,-153.228804918146,18,28,25,18,18,16,17,18,19,23
112,9,200,479.9929787701995,1.7280492386568027,-75.16959252514964,474.070450490528,14,25,16,25,16,23,19,21,20,21
113,9,200,287.15494180515213,4.851663897418012,39.86431043125373,-284.374396451159,17,14,21,23,23,18,12,27,23,22
114,9,200,503.7964908652484,1.3168164609715463,126.5829647765431,487.6347580274798,16,28,23,14,23,16,19,19,23,19
115,9,200,77.82051198709341,1.7417962608890467,-13.242544085005745,76.68550783616178,19,26,17,23,21,21,13,19,24,17
116,9,200,498.74908300085406,3.154226262822562,-498.7092813379172,-6.300833406057295,20,12,18,27,18,21,18,24,17,25
117,9,200,451.05544720842494,0.03391461562941973,450.79606982341335,15.294439779098186,21,21,17,21,17,18,16,27,23,19
118,9,200,336.1605785701321,0.418716155316603,307.1202338805395,136.67880788830678,26,18,22,21,16,18,13,24,22,20
119,9,200,462.198729846986,1.4919467448214077,36.40642457525218,460.76267006107776,21,20,20,21,14,16,23,16,22,27
120,9,200,544.4364868465909,3.7184881313655316,-456.3248687956006,-296.9489894384827,16,23,16,20,23,15,20,22,19,26
121,9,200,487.8337625290491,3.0015903687615895,-483.0606396105649,68.07494636267154,25,35,13,22,17,17,18,15,16,22
122,9,200,159.02447353412242,0.8523758390877691,104.669330193778,119.72098604501501,16,24,21,19,23,21,22,17,27,10
123,9,200,405.92180494791853,4.542610573124623,-68.58615012877665,-400.0855555286755,27,25,21,18,21,15,15,19,23,16
124,9,200,392.72214991524504,0.9175607134148717,238.68044181764608,311.86909710291184,19,22,19,18,18,26,23,18,14,23
125,10,200,383.59433817812254,3.8144535232158803,-299.98684533972835,-239.06590912430352,24,21,14,24,21,13,23,25,18,17
126,10,200,199.29961694974457,2.686620278845943,-179.02549831752526,87.57972521352575,20,28,24,17,18,16,18,18,29,12
127,10,200,489.1945730528673,0.2634571744981509,472.31512584201147,127.39604470006924,21,17,18,24,24,12,16,24,24,20
128,10,200,91.86636830857358,1.3107000224737446,23.625606331627584,88.77646282472315,27,23,15,17,25,16,18,14,22,23
129,10,200,317.6141392360155,4.626210341821955,-27.337686369547438,-316.4354473610618,23,27,22,12,12,14,27,22,21,20
130,10,200,198.17571202154096,2.7880453467149926,-185.91863170976515,68.61395789789015,19,24,19,22,20,16,29,12,23,16
131,10,200,293.33697604589935,1.8368383558248853,-77.12262657469877,283.0171054653271,27,23,12,18,19,20,23,24,18,16
132,10,200,511.56884868926454,3.352382439468175,-500.24576897071415,-107.03671134782914,17,31,15,13,17,16,18,26,24,23
133,10,200,541.9292220429796,0.2654367396178076,522.9497891248038,142.16469237624486,19,17,21,18,21,20,23,19,24,18
134,10,200,280.2588722020636,0.7182160235598093,211.02956630482157,184.4222264076962,22,17,26,14,15,21,13,25,23,24
135,10,200,426.61517554812576,0.054865846869908065,425.9732250638536,23.394861330165476,12,32,17,15,22,19,19,27,15,22
136,10,200,173.8623079109163,2.6872336829201764,-156.22268181836043,76.30580448163548,6,28,20,15,17,20,30,14,32,18
137,11,200,523.1949217261263,1.643351120041765,-37.92700304996122,521.8184248947671,19,22,13,21,19,12,24,21,26,23
138,11,200,548.5789377522484,5.395934516329517,346.4528217787145,-425.3343311172418,27,11,11,20,21,17,15,27,28,23
139,11,200,199.40749488651014,1.2969710379833004,53.92301267332001,191.97827408627919,20,21,18,17,18,18,17,24,25,22
140,11,200,333.9270631852678,6.055941878711427,325.3421761525145,-75.23132289069527,23,21,21,27,12,23,23,17,12,21
141,11,200,401.09643414160416,2.869583829181718,-386.3493759032103,107.76135309242417,15,24,13,21,25,23,27,12,17,23
142,11,200,503.8803379260892,1.6155477050607419,-22.541813816297694,503.3758651131193,21,23,14,16,29,21,21,21,17,17
143,11,200,132.2078149831968,1.157911912606807,53.04878535311962,121.0980293612982,24,20,18,24,20,15,13,25,11,30
144,11,200,376.59812363934867,3.41708029421189,-362.39761236497117,-102.44079890769227,18,19,26,19,24,16,17,18,19,24
145,11,200,424.004736604649,4.095620742328892,-245.24513230631956,-345.8826993985585,19,28,23,24,21,12,18,17,21,17
146,11,200,359.71447641942336,5.149789625973441,152.3701092047724,-325.84943511785565,20,10,26,27,17,19,23,16,24,18
147,11,200,542.103656327626,2.540797429767278,-447.17389925985,306.4504495420466,22,21,17,30,16,20,19,21,20,14
148,11,200,202.1501900631251,2.1939680714013625,-117.97760991120475,164.15231616458297,13,29,27,18,10,24,22,18,22,17
149,11,200,427.0949856881615,0.7390916384227064,315.65768286191144,287.69837338820633,27,21,24,21,24,11,15,21,21,15
150,12,200,402.11438380447424,6.145053787971962,398.28424476505637,-55.36820418237047,15,22,23,16,17,19,16,23,21,28
151,12,200,59.71953091395691,5.256481255585119,30.913316924633758,-51.09588250828247,15,15,22,25,20,20,20,17,25,21
152,12,200,374.82544744764004,4.149431919821053,-200.0403143829824,-316.9826315050734,21,27,19,22,22,18,13,20,21,17
153,12,200,402.2952646373345,1.7881377999209567,-86.74870016292617,392.83093433392656,18,12,21,19,22,22,20,20,26,20
154,12,200,353.31588455617657,1.9443289530259302,-128.92734507037167,328.95266220661415,21,16,20,23,17,23,20,19,18,23
155,12,200,364.07798553100133,4.510246561176719,-73.09542260665661,-356.6648829675642,7,26,20,22,26,15,15,23,21,25
156,12,200,485.52024317733554,3.127830335861415,-485.4742647987548,6.681672925816085,21,17,20,21,14,14,23,16,26,28
157,12,200,447.5664585179893,4.346154033485115,-160.27471928711992,-417.88485154139045,13,21,20,17,25,16,17,30,16,25
158,12,200,386.08390679380824,1.4119042331237421,61.08787662822532,381.22048005612805,20,20,21,22,28,14,20,18,17,20
159,12,200,185.52299944121046,6.2634131232463455,185.4867365107927,-3.6679558665736076,22,24,18,29,23,23,13,17,14,17
160,12,200,403.5511747322784,1.0645512112886544,195.68065644585968,352.93431587296715,18,16,19,20,16,26,32,19,21,13
161,12,200,402.43485738984157,3.492772365656858,-377.87326748531206,-138.43990812751915,17,21,26,19,23,8,29,23,19,15
162,13,200,426.7719174505846,3.382761174901961,-414.4209466147328,-101.92913485062734,20,29,19,16,12,21,20,20,21,22
163,13,200,176.2690904351675,4.414354249060658,-51.760033689540066,-168.49834169895837,20,16,26,22,17,17,13,24,18,27
164,13,200,472.83800926553005,5.636812277753803,377.45407661917716,-284.7879966742872,28,26,17,14,14,25,20,17,21,18
165,13,200,356.8073637938388,5.001853908713208,101.84689947658632,-341.9630154337088,18,26,18,18,23,18,17,26,18,18
166,13,200,492.81797518905296,3.986647168342786,-327.0786113389432,-368.63144015944516,19,27,20,23,18,24,18,24,10,17
167,13,200,291.0058662753708,0.48639610896319174,257.2559398827975,136.02865728109452,12,18,25,18,15,34,16,18,24,20
168,13,200,134.67819380288756,3.3771563345695412,-130.9587777309317,-31.432696690366427,15,26,18,24,13,25,16,26,20,17
169,13,200,277.9408552749002,3.043563931738982,-276.60646993438,27.202570124602406,20,19,27,18,22,25,20,23,11,15
170,13,200,330.7368755542129,0.28255189252715196,317.622192651183,92.2118408167718,13,24,23,22,26,19,19,16,21,17
171,13,200,505.35595564335915,1.2725412185698093,148.5002619801994,483.0448365276509,15,22,18,16,22,16,25,27,23,16
172,13,200,512.2695804846903,1.7870059304089094,-109.89669420776637,500.34272223363587,20,18,24,24,26,12,17,25,16,18
173,13,200,323.5469306973342,5.863675063656309,295.4917020555177,-131.78493988312442,21,26,18,13,13,24,22,19,25,19
174,13,200,178.45550546165217,0.7761383914779828,127.3501352859727,125.0132411875567,25,21,13,17,24,17,19,21,22,21
175,14,200,238.02955642964469,4.36514428677167,-81.00342167897097,-223.822508721514,24,22,14,16,22,16,23,21,17,25
176,14,200,489.5050999646001,5.930952849271908,459.45186959441367,-168.87635245217442,14,22,18,23,15,22,26,14,20,26
177,14,200,491.3944810637074,0.07563468299589884,489.989614049974,37.13104015547951,21,20,20,19,24,21,18,21,17,19
178,14,200,512.7351539524458,5.953113087456182,485.0571662087784,-166.18328317898823,14,25,14,23,26,13,24,22,19,20
179,14,200,103.47826926519456,3.046349888550348,-103.009288718082,9.84066298147298,10,23,21,24,21,15,15,27,24,20
180,14,200,513.8569424337791,6.226351452948496,513.0272644861078,-29.188750937531637,17,30,21,23,20,14,23,18,16,18
181,14,200,117.2094200248818,0.9884171798994301,64.46664043869376,97.88820364639109,20,18,22,16,15,21,30,21,16,21
182,14,200,483.47287598519335,2.5019490810491027,-387.89442876035787,288.58955966921224,23,18,20,17,22,13,29,23,19,16
183,14,200,145.57423040736145,1.8419185953761883,-38.986653649664866,140.25654136580096,12,23,28,19,19,12,26,27,17,17
184,14,200,335.0554348937908,3.9960109846843737,-220.01660029037004,-252.69515240410692,25,26,17,21,19,20,16,28,14,14
185,14,200,316.91266672642354,2.3900448368657425,-231.54683371648352,216.37860829463784,29,20,22,21,23,21,21,14,9,20
186,14,200,481.3553947592233,1.5623700394087605,4.05599089325066,481.33830618566145,12,23,19,23,14,20,16,22,21,30
187,15,200,471.5017614130201,3.6346428597224256,-415.34271916323394,-223.16885233757762,19,25,18,19,24,16,19,25,21,14
188,15,200,545.5729882159798,2.4915145370187335,-434.29602350919293,330.2072825287416,14,22,13,24,19,20,21,29,18,20
189,15,200,475.29194595271167,0.44670535021845836,428.6540529486013,205.32446707164033,11,18,21,25,21,17,24,28,20,15
190,15,200,538.8510336655534,4.547164504193733,-88.62685250755156,-531.5126691782991,24,22,22,18,18,18,20,18,25,15
191,15,200,444.132030473283,1.689736634999263,-52.70073742751111,440.99420944828483,14,21,18,20,19,19,21,25,19,24
192,15,200,484.836426855211,4.739542518360244,13.1634065940232,-484.6576993431228,17,16,18,26,16,15,23,27,26,16
193,15,200,315.4408952658323,4.4252255726357275,-89.34324937908951,-302.52395309544596,18,24,14,16,18,28,23,23,15,21
194,15,200,372.73179401533986,4.160249863749864,-195.50143440204553,-317.3455205554923,21,27,11,29,17,14,12,25,21,23
195,15,200,533.2327766715206,1.3882606107027624,96.79440976199957,524.3739470603454,16,19,21,14,16,24,29,21,22,18
196,15,200,222.54856737415753,4.816278063269207,23.078799538838116,-221.3486703193314,16,23,20,22,19,17,20,27,12,24
197,15,200,459.71502899947825,5.147298840189475,193.69111448941638,-416.9192488430331,19,18,26,13,21,24,17,22,25,15
198,15,200,456.7195185021447,5.266217818611937,240.2105200790236,-388.44771157029083,20,26,19,21,16,22,16,19,23,18
199,15,200,328.12115505327296,2.8909580760026232,-317.8690849096413,81.38020184419081,25,21,17,18,25,16,12,21,22,23
200,16,200,315.63184436716875,3.6934672579291026,-268.77414854611663,-165.48086974611496,22,21,26,16,19,16,17,21,21,21
201,16,200,94.3218869478672,2.294699255001969,-62.47069549452187,70.66845521048954,17,17,23,25,23,11,14,28,17,25
202,16,200,322.9654192480836,3.1555204714008904,-322.934094674919,-4.4980580899822185,20,21,19,18,26,10,22,19,27,18
203,16,200,520.0017289324702,5.54684421320646,385.2852794305512,-349.22349798786496,15,25,16,18,25,15,25,26,16,19
204,16,200,240.54352884875206,0.3042386112416968,229.49664327763043,72.05886479337887,27,18,27,16,25,13,24,19,18,13
205,16,200,374.8131351810234,1.2157628836474934,130.29318781385558,351.43786294810565,23,25,25,24,16,12,18,26,17,14
206,16,200,27.189961972719313,4.222570958325521,-12.791934031475941,-23.992925119965886,27,28,22,16,15,16,13,22,18,23
207,16,200,337.40646018493874,2.0807020583163696,-164.68639687730078,294.48516101512286,18,24,24,17,26,16,19,24,17,15
208,16,200,184.3760036169153,3.1704543509148975,-184.29921656570414,-5.320665655014129,15,20,17,23,18,16,17,22,26,26
209,16,200,431.28862020778746,4.438813501980837,-116.52369038453456,-415.24944732041035,16,21,11,17,26,21,26,22,22,18
210,16,200,515.9071967579426,0.9210150647325754,312.13017778709184,410.7736454316866,27,20,22,10,21,20,22,15,22,21
211,16,200,528.1235984642576,1.262339670820833,160.3322486377092,503.1978788723301,21,25,20,28,22,24,12,23,13,12
212,17,200,204.93282197249428,1.8291552855127098,-52.35917211730276,198.13121565467844,27,19,24,19,16,17,25,20,16,17
213,17,200,462.0587270552541,4.37710092807046,-152.03635608274092,-436.3292491651274,14,19,22,26,24,12,17,23,25,18
214,17,200,452.30287686025963,1.267071144019375,135.27336534076957,431.6005202098925,27,29,19,24,12,13,22,19,17,18
215,17,200,535.4635076978701,0.46195059571228464,479.3388091849124,238.65346024161715,11,22,22,27,21,17,19,24,14,23
216,17,200,173.36402250976164,3.077097597291967,-173.0035839170855,11.173372481444423,15,27,18,19,21,19,18,18,24,21
217,17,200,452.7588570783861,0.5928028650980628,375.5082409322396,252.9508720184644,19,25,21,15,22,14,19,25,21,19
218,17,200,430.25317250087494,5.550035310795923,319.70825582336045,-287.93128278367453,34,12,24,19,20,18,18,18,14,23
219,17,200,510.5548451629031,5.273497031688743,271.67883042408033,-432.26943336155495,24,21,13,15,8,18,21,33,26,21
220,17,200,397.83276820166617,3.751909192056509,-326.01068271458803,-228.00865380719404,18,25,10,21,19,17,26,24,21,19
221,17,200,306.3734823435835,0.2630900110840357,295.8314722938734,79.67716538490357,16,18,24,18,23,17,16,19,28,21
222,17,200,344.1128776705216,3.4722911826444824,-325.4673826682561,-111.73475465477294,20,23,14,14,17,15,15,25,30,27
223,17,200,389.6884005060269,0.1670921152751622,384.2610394831058,64.8112877846804,24,23,18,25,18,15,19,19,17,22
224,17,200,450.00240059880355,5.597281626599864,348.23300618674637,-285.01918171734957,23,19,16,22,24,12,16,28,17,23
225,18,200,25.980997426466867,2.0346182988489887,-11.62310696502852,23.236084260339208,22,18,22,19,18,19,13,27,21,21
226,18,200,259.64493770055356,4.4476501651609315,-67.9379652508563,-250.59913517627666,21,21,21,23,15,22,20,17,19,21
227,18,200,140.6061359978593,2.427206468007539,-106.22730672537948,92.11864516003615,17,21,26,23,16,19,23,22,15,18
228,18,200,341.43963612458083,3.805897254550807,-268.8310283402461,-210.50155181948654,16,21,23,18,13,20,21,23,18,27
229,18,200,395.8602888120731,2.723119300990756,-361.70165589127373,160.86416749509058,21,19,25,15,16,23,16,24,19,22
230,18,200,234.91750384106712,4.613775043013793,-23.12861093672302,-233.7761770734039,12,31,17,23,21,20,22,18,13,23
231,18,200,197.17137371975178,1.5200310733993183,10.005156057275,196.91736202479353,17,25,19,26,21,16,16,21,20,19
232,18,200,469.61485828552657,4.813794021046244,47.53974089738816,-467.2024059847556,24,18,21,23,20,17,19,20,21,17
