round,num_clients,num_examples,bayesian_dimension,client_id,complexity_per_weight,effective_kl_weight,local_steps,lr,posterior_mu_abs_mean,posterior_sigma_max,posterior_sigma_mean,posterior_sigma_min,posterior_snr_mean,resolved_kl_weight,rho_grad_l2_mean,rho_grad_nonzero_fraction,rho_update_l2,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
12,20,3855.5824989987987,878538.0,9.575570684821786,2.53068577149583,1.7575630225246251e-06,305.23127753303964,0.009981445766072338,0.07992064932876465,0.07759173352249554,0.04881505148442737,0.029527623686474245,1.6528867220314654,1.1382546913167101e-06,0.03601790042477251,1.0,0.009336279682160317,12.0,0.8267606502653169,0.6917661193432117,0.9540078748023219,2.2379767287038703,0.3521506742531289,0.0016883414890804284,0.0
13,20,3855.5824989987987,878538.0,9.575570684821786,2.5306990244322836,1.7575630225246251e-06,305.23127753303964,0.009977921552161054,0.07991951618320364,0.07759173352249556,0.0488150450277365,0.029527623686474245,1.6528641791830052,1.1382546913167101e-06,0.03577488745075924,1.0,0.008745663446587825,13.0,0.8226081066462281,0.6954985983179813,0.9498560817013347,2.2201711029224196,0.3486646547203226,0.0016749088307510128,0.0
14,20,3855.5824989987987,878538.0,9.575570684821786,2.5306962645234106,1.7575630225246245e-06,305.23127753303964,0.009974091835238025,0.07991927472642715,0.07759173352249556,0.04881503839209255,0.02952762368647424,1.6528599799872743,1.1382546913167101e-06,0.035754094658994866,1.0,0.008839816390051517,14.0,0.8146523550463692,0.6978794553464157,0.9419001008005956,2.2046951244790907,0.34165472929184293,0.0016632336707036075,0.0
15,20,3855.5824989987987,878538.0,9.575570684821786,2.530694010842414,1.7575630225246251e-06,305.23127753303964,0.009969956852723848,0.07991937214022324,0.07759173352249557,0.048815031731859,0.029527623686474238,1.6528630049963542,1.1382546913167101e-06,0.036004322721980515,1.0,0.008931148393060634,15.0,0.8096410684454625,0.6991269523428113,0.9368886964837695,2.1875263913938383,0.34313788962446773,0.0016502814875950875,0.0
16,20,3855.5824989987987,878538.0,9.575570684821786,2.530705333361914,1.7575630225246247e-06,305.23127753303964,0.00996551686096384,0.079919652679472,0.07759173352249557,0.04881502479943829,0.02952762368647424,1.6528697076623697,1.1382546913167103e-06,0.0364244144369357,1.0,0.008973673819573005,16.0,0.8042577951829818,0.7022266720064076,0.931506021558242,2.1961307747942227,0.3494885830599725,0.0016567726799727835,0.0
17,20,3855.5824989987987,878538.0,9.575570684821786,2.5306891242474547,1.7575630225246247e-06,305.23127753303964,0.009960772135212142,0.0799200331322425,0.07759173352249554,0.04881501767402659,0.029527623686474238,1.6528774792617134,1.1382546913167103e-06,0.03689919584247208,1.0,0.00857261481214517,17.0,0.8005911886536141,0.7018522226672006,0.9278386168232621,2.1727745730968775,0.34498103454535245,0.0016391526377948667,0.0
18,20,3855.5824989987987,878538.0,9.575570684821786,2.5306858914414527,1.7575630225246251e-06,305.23127753303964,0.009955722969614682,0.07992052655493478,0.07759173352249556,0.04881501071006278,0.029527623686474238,1.6528882101788662,1.1382546913167103e-06,0.036978845155054424,1.0,0.008631266097226687,18.0,0.7952045166093711,0.7048898678414096,0.9224517903800102,2.1638052565995634,0.35610767548861305,0.0016323861379573643,0.0
19,20,3855.5824989987987,878538.0,9.575570684821786,2.5307020026543503,1.7575630225246247e-06,305.23127753303964,0.009950369677190905,0.07992120060073442,0.07759173352249556,0.0488150035123483,0.029527623686474238,1.6529017150832839,1.1382546913167101e-06,0.037618942032407114,1.0,0.008455881211653995,19.0,0.7930734388848505,0.7060352422907489,0.9203214737823966,2.1492933325722308,0.35051255078041166,0.0016214382656638397,0.0
20,20,3855.5824989987987,878538.0,9.575570684821786,2.5306954896280525,1.7575630225246245e-06,305.23127753303964,0.009944712589814384,0.07992226516159405,0.07759173352249556,0.04881499591631663,0.029527623686474238,1.6529237418737004,1.1382546913167103e-06,0.03782780611062177,1.0,0.008878071895294064,20.0,0.787281288730365,0.7071746095314377,0.9145289345403098,2.148986782102447,0.35821363751709007,0.0016212070023669542,0.0
21,20,3855.5824989987987,878538.0,9.575570684821786,2.530680165828555,1.7575630225246251e-06,305.23127753303964,0.009938752058192264,0.07992259585077634,0.07759173352249556,0.04881498832185507,0.02952762368647424,1.6529308510328307,1.1382546913167101e-06,0.03827063870646093,1.0,0.008541754235841373,21.0,0.7849819028507923,0.7095034040849019,0.9122288235524891,2.1274373691442072,0.35666962792581447,0.001604950011176615,0.0
22,20,3855.5824989987987,878538.0,9.575570684821786,2.530695722901419,1.7575630225246247e-06,305.23127753303964,0.009932488451843476,0.0799235430918156,0.07759173352249557,0.04881498071206351,0.029527623686474238,1.6529508823319468,1.1382546913167101e-06,0.03865204575871815,1.0,0.008750170105189092,22.0,0.7796925032054539,0.7119122947537047,0.9069403192937422,2.1367940367687184,0.36714842615609566,0.0016120087307546094,0.0
23,20,3855.5824989987987,878538.0,9.575570684821786,2.530685720299512,1.7575630225246251e-06,305.23127753303964,0.009925922159075872,0.07992501812551728,0.07759173352249554,0.04881497293831681,0.02952762368647424,1.6529812397684116,1.1382546913167101e-06,0.03872199559710736,1.0,0.008979029514256583,23.0,0.7784466255871942,0.7121826191429715,0.9056938235114694,2.1306435351213793,0.3720407263557458,0.0016073687597590778,0.0
24,20,3855.5824989987987,878538.0,9.575570684821786,2.5307020787286345,1.7575630225246247e-06,305.23127753303964,0.009919053586962122,0.07992586162348479,0.07759173352249556,0.04881496514632478,0.029527623686474245,1.6529980205730386,1.1382546913167103e-06,0.03959638589907179,1.0,0.008862006519504353,24.0,0.776539349518094,0.7126071285542649,0.9037873896182442,2.1352362923530497,0.37758124403306426,0.0016108335601227504,0.0
25,20,3855.5824989987987,878538.0,9.575570684821786,2.530707136717291,1.7575630225246251e-06,305.23127753303964,0.009911883161314508,0.07992720940931382,0.07759173352249556,0.048814956745672974,0.029527623686474245,1.653024927797577,1.1382546913167101e-06,0.039726231193347235,1.0,0.009125178947256559,25.0,0.7685618306306887,0.7168001601922307,0.8958101152274183,2.1226602451239125,0.3593400586071966,0.0016013461235318057,0.0
26,20,3855.5824989987987,878538.0,9.575570684821786,2.5306999839206297,1.7575630225246245e-06,305.23127753303964,0.009904411326658489,0.07992839300036793,0.07759173352249554,0.0488149480145212,0.02952762368647424,1.653049196384211,1.1382546913167101e-06,0.040651118290359514,1.0,0.00925240187837565,26.0,0.7650092877033363,0.7170664797757308,0.8922572198568951,2.1233100261862385,0.3604140956110703,0.0016018363218043236,0.0
27,20,3855.5824989987987,878538.0,9.575570684821786,2.5307004660584385,1.7575630225246247e-06,305.23127753303964,0.009896638546205172,0.07992939505508002,0.07759173352249556,0.04881493922925467,0.029527623686474245,1.6530687258275067,1.1382546913167103e-06,0.040910043708355576,1.0,0.009124413135786833,27.0,0.7620479196968833,0.7191970364437325,0.8892958978476719,2.1229672791258047,0.3598248736282263,0.0016015777516078728,0.0
28,20,3855.5824989987987,878538.0,9.575570684821786,2.5307089168968164,1.7575630225246247e-06,305.23127753303964,0.009888565301822588,0.07993072577414849,0.0775917342560166,0.048814930198924245,0.029527623686474238,1.653095094066469,1.1382546913167103e-06,0.04157775039601468,1.0,0.00931230574048088,28.0,0.7553577626097948,0.7235342410893071,0.8826061389243477,2.1185270310738917,0.3596221197373252,0.0015982280049765955,0.0
29,20,3855.5824989987987,878538.0,9.575570684821786,2.5307007822916465,1.7575630225246245e-06,305.23127753303964,0.009880192094005804,0.07993245922222028,0.07759173352249554,0.048814921260645,0.029527623686474245,1.6531304277430667,1.1382546913167101e-06,0.04154676195794444,1.0,0.009396455958258285,29.0,0.7543119780993993,0.7223247897476971,0.8815598934498856,2.1188471040193826,0.35803772363174685,0.0015984694697007253,0.0
30,20,3855.5824989987987,878538.0,9.575570684821786,2.5306945422863314,1.7575630225246247e-06,305.23127753303964,0.009871519441845928,0.07993369609451598,0.07759173352249554,0.0488149123716709,0.02952762368647424,1.653155762078497,1.1382546913167103e-06,0.04155536941090952,1.0,0.009522957007782553,30.0,0.7526433743201674,0.724703644373248,0.879891020763855,2.1228098448571893,0.3593145463176476,0.0016014589823623766,0.0
31,20,3855.5824989987987,878538.0,9.575570684821786,2.5307041403676527,1.7575630225246245e-06,305.23127753303964,0.009862547882997898,0.07993544387576204,0.07759173352249556,0.048814903238700656,0.029527623686474245,1.6531902086162826,1.1382546913167103e-06,0.04190687286448923,1.0,0.00939113994658574,31.0,0.747081064751308,0.7276231477773328,0.8743292058619095,2.1061849626290794,0.35623116635741786,0.0015889170832189257,0.0
32,20,3855.5824989987987,878538.0,9.575570684821786,2.530708546988512,1.7575630225246245e-06,305.23127753303964,0.00985327797364715,0.07993674872952951,0.07759173352249556,0.04881489451995719,0.029527623686474238,1.6532165687035802,1.1382546913167101e-06,0.041984962395228004,1.0,0.009228769569880299,32.0,0.7448955491478797,0.727941529835803,0.8721438204750125,2.095972925086433,0.35229919698920353,0.001581213068047471,0.0
33,20,3855.5824989987987,878538.0,9.575570684821786,2.5307014531626817,1.7575630225246247e-06,305.23127753303964,0.009843710288475166,0.07993838377429603,0.07759173352249556,0.04881488500319284,0.029527623686474238,1.653250356199466,1.1382546913167101e-06,0.04226930368855575,1.0,0.009424312109458,33.0,0.7417681223214034,0.7283219863836604,0.8690160775813023,2.0989705373944942,0.3575267418088152,0.0015834744826381446,0.0
34,20,3855.5824989987987,878538.0,9.575570684821786,2.53070940620679,1.7575630225246247e-06,305.23127753303964,0.009833845420623821,0.0799395046499529,0.07759173352249554,0.048814875391638014,0.029527623686474245,1.6532722327182574,1.1382546913167103e-06,0.042783122514554885,1.0,0.00943397910558647,34.0,0.737951506588726,0.7304485382458951,0.865199881868066,2.0749817634782337,0.35958540050934257,0.0015653772246302614,0.0
35,20,3855.5824989987987,878538.0,9.575570684821786,2.53070793652803,1.7575630225246247e-06,305.23127753303964,0.009823683981658622,0.07994146497683867,0.07759173352249556,0.04881486605002686,0.02952762368647424,1.653311831554803,1.1382546913167101e-06,0.042851528809501056,1.0,0.0095649408151651,35.0,0.7366800068023011,0.73189827793352,0.8639283963963897,2.089127609501119,0.35991779190279666,0.0015760489257396876,0.0
36,20,3855.5824989987987,878538.0,9.575570684821786,2.53071090276782,1.7575630225246247e-06,305.23127753303964,0.00981322660153079,0.0799430148291156,0.07759173352249554,0.04881485664295407,0.029527623686474245,1.653345019240706,1.1382546913167103e-06,0.04301481601402613,1.0,0.0093178232309157,36.0,0.7324092480311101,0.7336443732478976,0.8596577205995906,2.082952789038861,0.351577976554025,0.0015713906085014701,0.0
37,20,3855.5824989987987,878538.0,9.575570684821786,2.530714399451317,1.7575630225246247e-06,305.23127753303964,0.009802473928538214,0.07994403870929342,0.07759173352249557,0.04881484697282391,0.02952762368647423,1.6533659263573586,1.1382546913167103e-06,0.04282472075178901,1.0,0.009064624622954626,37.0,0.7280028533037136,0.7346856227472967,0.8552515493189521,2.064093827623229,0.34643240320150515,0.0015571633081946344,0.0
38,20,3855.5824989987987,878538.0,9.575570684821786,2.5306955915810216,1.7575630225246247e-06,305.23127753303964,0.009791426629285246,0.0799452395990987,0.07759173352249556,0.048814837165202934,0.02952762368647424,1.6533908341264782,1.1382546913167105e-06,0.04309523779320773,1.0,0.009366831771249725,38.0,0.7268852886925624,0.7354385262314777,0.8541330194812824,2.0784810492913235,0.34730190568831837,0.0015680171043683363,0.0
39,20,3855.5824989987987,878538.0,9.575570684821786,2.5307079648919033,1.7575630225246247e-06,305.23127753303964,0.0097800853886414,0.07994602834128797,0.07759173352249556,0.048814827788489765,0.029527623686474245,1.653406661510156,1.1382546913167101e-06,0.04269764236389377,1.0,0.009079264277624602,39.0,0.7278202486631515,0.7353644373247898,0.8550685338850229,2.0611745353867694,0.3512197645376804,0.001554960978680502,0.0
40,20,3855.5824989987987,878538.0,9.575570684821786,2.530716109022521,1.7575630225246247e-06,305.23127753303964,0.009768450909698858,0.0799476872780008,0.07759173352249554,0.04881481821048696,0.02952762368647424,1.6534417435122686,1.1382546913167101e-06,0.04275067006875919,1.0,0.008960038809493677,40.0,0.7229067842411075,0.7371946335602724,0.8501555686913398,2.0534983815401557,0.3425584708254075,0.0015491700475910144,0.0
41,20,3855.5824989987987,878538.0,9.575570684821786,2.530721039708861,1.7575630225246245e-06,305.23127753303964,0.009756523913728927,0.07994933371688183,0.07759173352249556,0.0488148084782652,0.029527623686474245,1.6534759729920097,1.1382546913167103e-06,0.043242267597668464,1.0,0.009255455513889692,41.0,0.7213460431698498,0.7375610732879454,0.8485950652866495,2.0642736629140854,0.3496189482557085,0.0015572989768898719,0.0
42,20,3855.5824989987987,878538.0,9.575570684821786,2.5307182253884477,1.7575630225246247e-06,305.23127753303964,0.009744305140137277,0.07995007259483071,0.07759173352249556,0.0488147985680838,0.02952762368647424,1.6534909436890655,1.1382546913167101e-06,0.043463067197465025,1.0,0.009304104074512685,42.0,0.7189293499308069,0.7388386063275932,0.8461781057203691,2.0649042846769925,0.34708895273101964,0.0015577747212855023,0.0
43,20,3855.5824989987987,878538.0,9.575570684821786,2.5307151972802537,1.7575630225246247e-06,305.23127753303964,0.00973179534641814,0.0799514072838881,0.07759173352249554,0.04881478859244866,0.02952762368647424,1.6535184200719855,1.1382546913167101e-06,0.043464963663863286,1.0,0.009184041916914024,43.0,0.7179260541775347,0.7389607529034843,0.8451748037701983,2.0651053763790252,0.3431115004173221,0.0015579264259298338,0.0
44,20,3855.5824989987987,878538.0,9.575570684821786,2.530731711697639,1.7575630225246251e-06,305.23127753303964,0.009718995308107336,0.07995182275868519,0.07759173352249554,0.04881477854224261,0.029527623686474238,1.6535279025731906,1.1382546913167101e-06,0.0433773103797549,1.0,0.009171475887299616,44.0,0.7158433003780605,0.7394573488185823,0.8430927752503813,2.0582156031731076,0.34445572041344713,0.0015527287445577663,0.0
45,20,3855.5824989987987,878538.0,9.575570684821786,2.5307177579711495,1.7575630225246245e-06,305.23127753303964,0.00970590581873418,0.0799527536526559,0.07759173352249556,0.04881476855189319,0.029527623686474245,1.6535478657031173,1.1382546913167103e-06,0.04278188846110541,1.0,0.009012846886306528,45.0,0.7130454155143557,0.7414557468962756,0.8402942509760629,2.0469793743970293,0.34293560632178166,0.0015442520740990711,0.0
46,20,3855.5824989987987,878538.0,9.575570684821786,2.5307184559448284,1.7575630225246245e-06,305.23127753303964,0.009692527689772317,0.07995386554750511,0.07759173352249556,0.04881475869577791,0.02952762368647424,1.6535720547469097,1.1382546913167105e-06,0.043314896663658065,1.0,0.00904426694295316,46.0,0.7126012824270295,0.7410873047657189,0.8398500140597034,2.058929624775282,0.34118722767453874,0.0015532674062335517,0.0
47,20,3855.5824989987987,878538.0,9.575570684821786,2.5307199740918844,1.7575630225246247e-06,305.23127753303964,0.009678861750589386,0.0799550539041765,0.07759173352249557,0.04881474884174129,0.02952762368647424,1.6535963956922552,1.1382546913167105e-06,0.04316069864774781,1.0,0.009114941916415068,47.0,0.7112102898789039,0.741387665198238,0.8384592531741704,2.052016004031438,0.343284625784428,0.0015480517341526538,0.0
48,20,3855.5824989987987,878538.0,9.575570684821786,2.530727989868584,1.7575630225246247e-06,305.23127753303964,0.009664908848395626,0.07995607894013576,0.07759173352249557,0.04881473889526916,0.02952762368647423,1.6536181668976184,1.1382546913167101e-06,0.04329945103846103,1.0,0.00901275467677157,48.0,0.7084140306508995,0.7432058470164198,0.8356633605234232,2.056553031692607,0.3400105701342656,0.0015514744918333789,0.0
49,20,3855.5824989987987,878538.0,9.575570684821786,2.530712234115889,1.7575630225246243e-06,305.23127753303964,0.009650669848191335,0.07995712268591741,0.07759173352249556,0.048814729128271735,0.029527623686474245,1.6536398612494474,1.1382546913167101e-06,0.04343596576386144,1.0,0.008940876218350225,49.0,0.706872173267197,0.7434741690028032,0.8341207487736471,2.0451949577541066,0.3352995055698009,0.001542905900739262,0.0
50,20,3855.5824989987987,878538.0,9.575570684821786,2.530715830270079,1.7575630225246251e-06,305.23127753303964,0.009636145632713268,0.07995773826454622,0.07759173352249556,0.04881471900645039,0.029527623686474238,1.6536529068608579,1.1382546913167101e-06,0.043301500369992814,1.0,0.009385894808234192,50.0,0.7038169694012656,0.7444233079695635,0.8310657179457669,2.0346418096634675,0.32881966297669335,0.001534944549965005,0.0
51,20,3855.5824989987987,878538.0,9.575570684821786,2.5307399725937008,1.7575630225246247e-06,305.23127753303964,0.009621337102379892,0.07995889153603539,0.07759173352249554,0.048814708993024584,0.02952762368647424,1.6536767632189673,1.1382546913167101e-06,0.04307544120460442,1.0,0.00892711518425936,51.0,0.7042877088308565,0.7442270724869843,0.8315377450623976,2.036735326691461,0.33347419068440665,0.0015365239102912878,0.0
52,20,3855.5824989987987,878538.0,9.575570684821786,2.530726096393623,1.7575630225246251e-06,305.23127753303964,0.009606245175235567,0.07995968036326616,0.07759173352249556,0.04881469932179663,0.029527623686474238,1.6536928838064124,1.1382546913167101e-06,0.043282227324414155,1.0,0.008794842427370407,52.0,0.7009933064384016,0.7462815378454145,0.8282425003812391,2.02245307804263,0.3241073549995197,0.0015257493063189091,0.0
53,20,3855.5824989987987,878538.0,9.575570684821786,2.530718925317678,1.7575630225246251e-06,305.23127753303964,0.009590870786893649,0.07996099214335134,0.07759173352249556,0.04881468924610932,0.02952762368647424,1.653720129070605,1.1382546913167103e-06,0.043675186508072616,1.0,0.00913441474910261,53.0,0.7015197660420087,0.7459311173408091,0.828768648658549,2.028703128532517,0.3276692948312975,0.0015304643774881408,0.0
54,20,3855.5824989987987,878538.0,9.575570684821786,2.5307248381771443,1.7575630225246247e-06,305.23127753303964,0.009575214890478473,0.07996228631642148,0.07759173352249556,0.04881467929631933,0.029527623686474238,1.653746786232549,1.1382546913167103e-06,0.04330259455262949,1.0,0.008773463344164165,54.0,0.6993515708535971,0.7462975570684821,0.8266007348052147,2.0283944494881743,0.32886468925972834,0.0015302315083833417,0.0
55,20,3855.5824989987987,878538.0,9.575570684821786,2.530723976641117,1.7575630225246247e-06,305.23127753303964,0.00955927845656626,0.07996339735256221,0.07759173352249556,0.04881466959295832,0.02952762368647424,1.653770364056841,1.1382546913167103e-06,0.04306430859544071,1.0,0.008834323000604263,55.0,0.6982854302127812,0.7473027633159791,0.8255346270973176,2.02725910075023,0.3269430405062332,0.001529374995286373,0.0
56,20,3855.5824989987987,878538.0,9.575570684821786,2.530727225836088,1.7575630225246251e-06,305.23127753303964,0.009543062473124966,0.07996495754634547,0.07759173352249554,0.048814659682268335,0.02952762368647424,1.6538034698517683,1.1382546913167101e-06,0.04323114679430809,1.0,0.008902947598392505,56.0,0.6942470127747199,0.7485442531037245,0.821496272369724,2.0201994851438245,0.32685373050103267,0.0015240491839084518,0.0
57,20,3855.5824989987987,878538.0,9.575570684821786,2.5307278816381267,1.7575630225246247e-06,305.23127753303964,0.009526567945453007,0.07996638555357537,0.07759173352249556,0.04881465009074406,0.02952762368647424,1.653832890981561,1.1382546913167103e-06,0.04290799585031788,1.0,0.00869355061531407,57.0,0.6922202857942235,0.7500720865038045,0.8194696046911778,2.015946560614178,0.3270798439944732,0.0015208407551338201,0.0
58,20,3855.5824989987987,878538.0,9.575570684821786,2.530747389600933,1.7575630225246245e-06,305.23127753303964,0.009509795896116972,0.0799670517164253,0.07759173352249556,0.04881464011207673,0.02952762368647424,1.6538464335800738,1.1382546913167105e-06,0.04364587300851942,1.0,0.008851387265216502,58.0,0.693004551858566,0.7493572286744091,0.8202548914503576,2.01036428175845,0.3260875607712786,0.001516629454419715,0.0
59,20,3855.5824989987987,878538.0,9.575570684821786,2.530746101496437,1.7575630225246247e-06,305.23127753303964,0.009492747364888199,0.07996800870343117,0.07759173352249556,0.04881463014154468,0.02952762368647424,1.6538672349383934,1.1382546913167101e-06,0.04308224552206125,1.0,0.008877940639267471,59.0,0.6916894780820102,0.7508590308370044,0.8189397243904467,2.002739068707432,0.31791855193559687,0.0015108769533360381,0.0
60,20,3855.5824989987987,878538.0,9.575570684821786,2.5307365680383227,1.7575630225246245e-06,305.23127753303964,0.00947542340867832,0.07996959482614183,0.07759173352249556,0.04881461986454445,0.02952762368647423,1.6538999824598823,1.1382546913167101e-06,0.043709687243828454,1.0,0.009124607814961837,60.0,0.6917470514284919,0.7489527432919502,0.8189968706109452,2.0008993115003166,0.31922342272194326,0.001509489030761702,0.0
61,20,3855.5824989987987,878538.0,9.575570684821786,2.530734778989635,1.7575630225246251e-06,305.23127753303964,0.00945782510147375,0.07997036536956025,0.07759173352249554,0.048814609863297276,0.02952762368647424,1.6539159645188326,1.1382546913167101e-06,0.04341450439724294,1.0,0.008796509159276171,61.0,0.6911550564057642,0.7501121345614739,0.8184046583041448,2.003477767522184,0.32375306165529116,0.001511434231631601,0.0
62,20,3855.5824989987987,878538.0,9.575570684821786,2.5307411267433997,1.7575630225246247e-06,305.23127753303964,0.009439953534269102,0.07997189251711975,0.07759173547641296,0.04881460007779486,0.029527623686474245,1.6539478978582314,1.1382546913167105e-06,0.043185865665606275,1.0,0.008753142951519043,62.0,0.6879158459167994,0.7516359631557868,0.8151658511234311,1.9936935638403697,0.31962388707283834,0.001504052976589155,0.0
63,20,3855.5824989987987,878538.0,9.575570684821786,2.530744181688173,1.7575630225246247e-06,305.23127753303964,0.009421809814999543,0.07997299519394563,0.07759173352249557,0.04881459020648634,0.029527623686474238,1.6539716261967348,1.1382546913167101e-06,0.04347970969908237,1.0,0.008967287378151263,63.0,0.6863566451250034,0.7520584701641969,0.813606765618295,1.9978993718380984,0.31920380406581467,0.0015072258604027341,0.0
64,20,3855.5824989987987,878538.0,9.575570684821786,2.53072550322254,1.7575630225246247e-06,305.23127753303964,0.009403395068472119,0.07997380462299138,0.07759173743033076,0.04881458025255067,0.029527623686474238,1.6539886367066787,1.1382546913167103e-06,0.04348145596946288,1.0,0.008780536564859548,64.0,0.687664110232051,0.7509391269523429,0.8149134067894164,1.9957818453911935,0.32452114409665267,0.0015056283872437505,0.0
65,20,3855.5824989987987,878538.0,9.575570684821786,2.530742595954874,1.7575630225246251e-06,305.23127753303964,0.009384710436296026,0.07997573050986592,0.07759173352249556,0.048814570309693,0.029527623686474238,1.6540291628812775,1.1382546913167103e-06,0.04346661249677178,1.0,0.008809529648116595,65.0,0.6850091890845345,0.7530436523828594,0.8122593258911185,1.9962377625526173,0.3150350431014825,0.0015059723335633629,0.0
66,20,3855.5824989987987,878538.0,9.575570684821786,2.5307362443730046,1.7575630225246251e-06,305.23127753303964,0.009365757076811808,0.07997704704225052,0.07759173352249554,0.048814560188868525,0.02952762368647424,1.6540571201728997,1.1382546913167103e-06,0.04351215734411568,1.0,0.008847528576411396,66.0,0.6853434626107239,0.7519042851421706,0.8125931406272355,1.988889286114324,0.31901193071512185,0.0015004286040450113,0.0
