scenario,condition_name,realization,physical_client_id,num_examples,local_classes,assigned_labels,label_entropy,label_0_count,label_1_count,label_2_count,label_3_count,label_4_count,label_5_count,label_6_count,label_7_count,label_8_count,label_9_count
default,default,1,19,6,1,7,-0.0,0,0,0,0,0,0,0,6,0,0
default,default,1,20,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,1,21,13,1,4,-0.0,0,0,0,0,13,0,0,0,0,0
default,default,1,22,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,1,23,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,1,24,13,1,9,-0.0,0,0,0,0,0,0,0,0,0,13
default,default,1,25,12,1,7,-0.0,0,0,0,0,0,0,0,12,0,0
default,default,1,26,11,1,6,-0.0,0,0,0,0,0,0,11,0,0,0
default,default,1,27,7,1,7,-0.0,0,0,0,0,0,0,0,7,0,0
default,default,1,28,7,1,7,-0.0,0,0,0,0,0,0,0,7,0,0
default,default,1,29,6,1,4,-0.0,0,0,0,0,6,0,0,0,0,0
default,default,1,30,6,1,0,-0.0,6,0,0,0,0,0,0,0,0,0
default,default,1,31,19,1,5,-0.0,0,0,0,0,0,19,0,0,0,0
default,default,1,32,12,1,9,-0.0,0,0,0,0,0,0,0,0,0,12
default,default,1,33,16,1,0,-0.0,16,0,0,0,0,0,0,0,0,0
default,default,1,34,9,1,9,-0.0,0,0,0,0,0,0,0,0,0,9
default,default,1,35,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,1,36,11,1,5,-0.0,0,0,0,0,0,11,0,0,0,0
default,default,1,37,9,1,1,-0.0,0,9,0,0,0,0,0,0,0,0
default,default,1,38,4,1,1,-0.0,0,4,0,0,0,0,0,0,0,0
default,default,1,39,4,1,2,-0.0,0,0,4,0,0,0,0,0,0,0
default,default,2,0,8,1,1,-0.0,0,8,0,0,0,0,0,0,0,0
default,default,2,1,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,2,2,10,1,3,-0.0,0,0,0,10,0,0,0,0,0,0
default,default,2,3,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,2,4,7,1,5,-0.0,0,0,0,0,0,7,0,0,0,0
default,default,2,5,12,1,1,-0.0,0,12,0,0,0,0,0,0,0,0
default,default,2,6,10,1,3,-0.0,0,0,0,10,0,0,0,0,0,0
default,default,2,7,13,1,9,-0.0,0,0,0,0,0,0,0,0,0,13
default,default,2,8,4,1,8,-0.0,0,0,0,0,0,0,0,0,4,0
default,default,2,9,12,1,1,-0.0,0,12,0,0,0,0,0,0,0,0
default,default,2,10,8,1,7,-0.0,0,0,0,0,0,0,0,8,0,0
default,default,2,11,11,1,2,-0.0,0,0,11,0,0,0,0,0,0,0
default,default,2,12,13,1,9,-0.0,0,0,0,0,0,0,0,0,0,13
default,default,2,13,11,1,8,-0.0,0,0,0,0,0,0,0,0,11,0
default,default,2,14,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,2,15,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,2,16,12,1,7,-0.0,0,0,0,0,0,0,0,12,0,0
default,default,2,17,14,1,4,-0.0,0,0,0,0,14,0,0,0,0,0
default,default,2,18,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,2,19,13,1,6,-0.0,0,0,0,0,0,0,13,0,0,0
default,default,2,20,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,2,21,12,1,6,-0.0,0,0,0,0,0,0,12,0,0,0
default,default,2,22,11,1,4,-0.0,0,0,0,0,11,0,0,0,0,0
default,default,2,23,14,1,2,-0.0,0,0,14,0,0,0,0,0,0,0
default,default,2,24,7,1,6,-0.0,0,0,0,0,0,0,7,0,0,0
default,default,2,25,11,1,6,-0.0,0,0,0,0,0,0,11,0,0,0
default,default,2,26,13,1,1,-0.0,0,13,0,0,0,0,0,0,0,0
default,default,2,27,14,1,7,-0.0,0,0,0,0,0,0,0,14,0,0
default,default,2,28,12,1,7,-0.0,0,0,0,0,0,0,0,12,0,0
default,default,2,29,7,1,9,-0.0,0,0,0,0,0,0,0,0,0,7
default,default,2,30,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,2,31,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,2,32,9,1,0,-0.0,9,0,0,0,0,0,0,0,0,0
default,default,2,33,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,2,34,17,1,6,-0.0,0,0,0,0,0,0,17,0,0,0
default,default,2,35,7,1,5,-0.0,0,0,0,0,0,7,0,0,0,0
default,default,2,36,10,1,5,-0.0,0,0,0,0,0,10,0,0,0,0
default,default,2,37,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,2,38,9,1,9,-0.0,0,0,0,0,0,0,0,0,0,9
default,default,2,39,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,3,0,11,1,0,-0.0,11,0,0,0,0,0,0,0,0,0
default,default,3,1,14,1,8,-0.0,0,0,0,0,0,0,0,0,14,0
default,default,3,2,7,1,2,-0.0,0,0,7,0,0,0,0,0,0,0
default,default,3,3,7,1,7,-0.0,0,0,0,0,0,0,0,7,0,0
default,default,3,4,10,1,4,-0.0,0,0,0,0,10,0,0,0,0,0
default,default,3,5,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,3,6,14,1,2,-0.0,0,0,14,0,0,0,0,0,0,0
default,default,3,7,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,3,8,9,1,1,-0.0,0,9,0,0,0,0,0,0,0,0
default,default,3,9,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,3,10,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,3,11,11,1,5,-0.0,0,0,0,0,0,11,0,0,0,0
default,default,3,12,14,1,3,-0.0,0,0,0,14,0,0,0,0,0,0
default,default,3,13,13,1,0,-0.0,13,0,0,0,0,0,0,0,0,0
default,default,3,14,7,1,7,-0.0,0,0,0,0,0,0,0,7,0,0
default,default,3,15,5,1,1,-0.0,0,5,0,0,0,0,0,0,0,0
default,default,3,16,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,3,17,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,3,18,12,1,9,-0.0,0,0,0,0,0,0,0,0,0,12
default,default,3,19,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,3,20,7,1,5,-0.0,0,0,0,0,0,7,0,0,0,0
default,default,3,21,7,1,8,-0.0,0,0,0,0,0,0,0,0,7,0
default,default,3,22,6,1,4,-0.0,0,0,0,0,6,0,0,0,0,0
default,default,3,23,9,1,9,-0.0,0,0,0,0,0,0,0,0,0,9
default,default,3,24,9,1,9,-0.0,0,0,0,0,0,0,0,0,0,9
default,default,3,25,16,1,4,-0.0,0,0,0,0,16,0,0,0,0,0
default,default,3,26,10,1,7,-0.0,0,0,0,0,0,0,0,10,0,0
default,default,3,27,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,3,28,11,1,0,-0.0,11,0,0,0,0,0,0,0,0,0
default,default,3,29,16,1,7,-0.0,0,0,0,0,0,0,0,16,0,0
default,default,3,30,10,1,1,-0.0,0,10,0,0,0,0,0,0,0,0
default,default,3,31,10,1,6,-0.0,0,0,0,0,0,0,10,0,0,0
default,default,3,32,16,1,7,-0.0,0,0,0,0,0,0,0,16,0,0
default,default,3,33,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,3,34,7,1,9,-0.0,0,0,0,0,0,0,0,0,0,7
default,default,3,35,6,1,3,-0.0,0,0,0,6,0,0,0,0,0,0
default,default,3,36,7,1,1,-0.0,0,7,0,0,0,0,0,0,0,0
default,default,3,37,6,1,2,-0.0,0,0,6,0,0,0,0,0,0,0
default,default,3,38,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,3,39,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,4,0,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,4,1,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,4,2,6,1,8,-0.0,0,0,0,0,0,0,0,0,6,0
default,default,4,3,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,4,4,16,1,3,-0.0,0,0,0,16,0,0,0,0,0,0
default,default,4,5,10,1,4,-0.0,0,0,0,0,10,0,0,0,0,0
default,default,4,6,7,1,2,-0.0,0,0,7,0,0,0,0,0,0,0
default,default,4,7,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,4,8,6,1,3,-0.0,0,0,0,6,0,0,0,0,0,0
default,default,4,9,2,1,0,-0.0,2,0,0,0,0,0,0,0,0,0
default,default,4,10,7,1,0,-0.0,7,0,0,0,0,0,0,0,0,0
default,default,4,11,8,1,9,-0.0,0,0,0,0,0,0,0,0,0,8
default,default,4,12,7,1,3,-0.0,0,0,0,7,0,0,0,0,0,0
default,default,4,13,11,1,8,-0.0,0,0,0,0,0,0,0,0,11,0
default,default,4,14,8,1,7,-0.0,0,0,0,0,0,0,0,8,0,0
default,default,4,15,6,1,4,-0.0,0,0,0,0,6,0,0,0,0,0
default,default,4,16,9,1,0,-0.0,9,0,0,0,0,0,0,0,0,0
default,default,4,17,12,1,6,-0.0,0,0,0,0,0,0,12,0,0,0
default,default,4,18,10,1,7,-0.0,0,0,0,0,0,0,0,10,0,0
default,default,4,19,7,1,1,-0.0,0,7,0,0,0,0,0,0,0,0
default,default,4,20,6,1,6,-0.0,0,0,0,0,0,0,6,0,0,0
default,default,4,21,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,4,22,10,1,6,-0.0,0,0,0,0,0,0,10,0,0,0
default,default,4,23,8,1,4,-0.0,0,0,0,0,8,0,0,0,0,0
default,default,4,24,12,1,7,-0.0,0,0,0,0,0,0,0,12,0,0
default,default,4,25,14,1,0,-0.0,14,0,0,0,0,0,0,0,0,0
default,default,4,26,16,1,9,-0.0,0,0,0,0,0,0,0,0,0,16
default,default,4,27,8,1,1,-0.0,0,8,0,0,0,0,0,0,0,0
default,default,4,28,7,1,3,-0.0,0,0,0,7,0,0,0,0,0,0
default,default,4,29,11,1,7,-0.0,0,0,0,0,0,0,0,11,0,0
default,default,4,30,6,1,9,-0.0,0,0,0,0,0,0,0,0,0,6
default,default,4,31,8,1,2,-0.0,0,0,8,0,0,0,0,0,0,0
default,default,4,32,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,4,33,11,1,2,-0.0,0,0,11,0,0,0,0,0,0,0
default,default,4,34,5,1,0,-0.0,5,0,0,0,0,0,0,0,0,0
default,default,4,35,16,1,5,-0.0,0,0,0,0,0,16,0,0,0,0
default,default,4,36,15,1,6,-0.0,0,0,0,0,0,0,15,0,0,0
default,default,4,37,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,4,38,7,1,0,-0.0,7,0,0,0,0,0,0,0,0,0
default,default,4,39,14,1,8,-0.0,0,0,0,0,0,0,0,0,14,0
default,default,5,0,16,1,9,-0.0,0,0,0,0,0,0,0,0,0,16
default,default,5,1,14,1,1,-0.0,0,14,0,0,0,0,0,0,0,0
default,default,5,2,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,5,3,12,1,1,-0.0,0,12,0,0,0,0,0,0,0,0
default,default,5,4,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,5,5,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,5,6,5,1,7,-0.0,0,0,0,0,0,0,0,5,0,0
default,default,5,7,14,1,4,-0.0,0,0,0,0,14,0,0,0,0,0
default,default,5,8,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,5,9,15,1,3,-0.0,0,0,0,15,0,0,0,0,0,0
default,default,5,10,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,5,11,5,1,0,-0.0,5,0,0,0,0,0,0,0,0,0
default,default,5,12,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,5,13,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,5,14,13,1,0,-0.0,13,0,0,0,0,0,0,0,0,0
default,default,5,15,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,5,16,4,1,8,-0.0,0,0,0,0,0,0,0,0,4,0
default,default,5,17,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,5,18,14,1,3,-0.0,0,0,0,14,0,0,0,0,0,0
default,default,5,19,10,1,9,-0.0,0,0,0,0,0,0,0,0,0,10
default,default,5,20,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,5,21,9,1,1,-0.0,0,9,0,0,0,0,0,0,0,0
default,default,5,22,10,1,5,-0.0,0,0,0,0,0,10,0,0,0,0
default,default,5,23,8,1,9,-0.0,0,0,0,0,0,0,0,0,0,8
default,default,5,24,6,1,9,-0.0,0,0,0,0,0,0,0,0,0,6
default,default,5,25,10,1,1,-0.0,0,10,0,0,0,0,0,0,0,0
default,default,5,26,7,1,3,-0.0,0,0,0,7,0,0,0,0,0,0
default,default,5,27,9,1,3,-0.0,0,0,0,9,0,0,0,0,0,0
default,default,5,28,4,1,5,-0.0,0,0,0,0,0,4,0,0,0,0
default,default,5,29,8,1,5,-0.0,0,0,0,0,0,8,0,0,0,0
default,default,5,30,17,1,7,-0.0,0,0,0,0,0,0,0,17,0,0
default,default,5,31,12,1,3,-0.0,0,0,0,12,0,0,0,0,0,0
default,default,5,32,9,1,0,-0.0,9,0,0,0,0,0,0,0,0,0
default,default,5,33,6,1,0,-0.0,6,0,0,0,0,0,0,0,0,0
default,default,5,34,6,1,5,-0.0,0,0,0,0,0,6,0,0,0,0
default,default,5,35,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,5,36,14,1,3,-0.0,0,0,0,14,0,0,0,0,0,0
default,default,5,37,10,1,9,-0.0,0,0,0,0,0,0,0,0,0,10
default,default,5,38,13,1,8,-0.0,0,0,0,0,0,0,0,0,13,0
default,default,5,39,9,1,2,-0.0,0,0,9,0,0,0,0,0,0,0
default,default,6,0,19,1,2,-0.0,0,0,19,0,0,0,0,0,0,0
default,default,6,1,11,1,5,-0.0,0,0,0,0,0,11,0,0,0,0
default,default,6,2,7,1,6,-0.0,0,0,0,0,0,0,7,0,0,0
default,default,6,3,9,1,2,-0.0,0,0,9,0,0,0,0,0,0,0
default,default,6,4,12,1,4,-0.0,0,0,0,0,12,0,0,0,0,0
default,default,6,5,10,1,3,-0.0,0,0,0,10,0,0,0,0,0,0
default,default,6,6,8,1,6,-0.0,0,0,0,0,0,0,8,0,0,0
default,default,6,7,6,1,1,-0.0,0,6,0,0,0,0,0,0,0,0
default,default,6,8,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,6,9,11,1,2,-0.0,0,0,11,0,0,0,0,0,0,0
default,default,6,10,13,1,8,-0.0,0,0,0,0,0,0,0,0,13,0
default,default,6,11,9,1,1,-0.0,0,9,0,0,0,0,0,0,0,0
default,default,6,12,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,6,13,12,1,3,-0.0,0,0,0,12,0,0,0,0,0,0
default,default,6,14,9,1,2,-0.0,0,0,9,0,0,0,0,0,0,0
default,default,6,15,8,1,1,-0.0,0,8,0,0,0,0,0,0,0,0
default,default,6,16,10,1,9,-0.0,0,0,0,0,0,0,0,0,0,10
default,default,6,17,9,1,0,-0.0,9,0,0,0,0,0,0,0,0,0
default,default,6,18,10,1,1,-0.0,0,10,0,0,0,0,0,0,0,0
default,default,6,19,13,1,0,-0.0,13,0,0,0,0,0,0,0,0,0
default,default,6,20,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,6,21,7,1,7,-0.0,0,0,0,0,0,0,0,7,0,0
default,default,6,22,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,6,23,10,1,0,-0.0,10,0,0,0,0,0,0,0,0,0
default,default,6,24,6,1,8,-0.0,0,0,0,0,0,0,0,0,6,0
default,default,6,25,13,1,8,-0.0,0,0,0,0,0,0,0,0,13,0
default,default,6,26,5,1,8,-0.0,0,0,0,0,0,0,0,0,5,0
default,default,6,27,9,1,2,-0.0,0,0,9,0,0,0,0,0,0,0
default,default,6,28,8,1,2,-0.0,0,0,8,0,0,0,0,0,0,0
default,default,6,29,11,1,4,-0.0,0,0,0,0,11,0,0,0,0,0
default,default,6,30,12,1,0,-0.0,12,0,0,0,0,0,0,0,0,0
default,default,6,31,7,1,0,-0.0,7,0,0,0,0,0,0,0,0,0
default,default,6,32,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,6,33,7,1,1,-0.0,0,7,0,0,0,0,0,0,0,0
default,default,6,34,12,1,2,-0.0,0,0,12,0,0,0,0,0,0,0
default,default,6,35,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,6,36,8,1,7,-0.0,0,0,0,0,0,0,0,8,0,0
default,default,6,37,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,6,38,5,1,1,-0.0,0,5,0,0,0,0,0,0,0,0
default,default,6,39,7,1,1,-0.0,0,7,0,0,0,0,0,0,0,0
default,default,7,0,12,1,1,-0.0,0,12,0,0,0,0,0,0,0,0
default,default,7,1,11,1,8,-0.0,0,0,0,0,0,0,0,0,11,0
default,default,7,2,14,1,5,-0.0,0,0,0,0,0,14,0,0,0,0
default,default,7,3,13,1,6,-0.0,0,0,0,0,0,0,13,0,0,0
default,default,7,4,9,1,4,-0.0,0,0,0,0,9,0,0,0,0,0
default,default,7,5,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,7,6,14,1,5,-0.0,0,0,0,0,0,14,0,0,0,0
default,default,7,7,6,1,3,-0.0,0,0,0,6,0,0,0,0,0,0
default,default,7,8,14,1,5,-0.0,0,0,0,0,0,14,0,0,0,0
default,default,7,9,12,1,9,-0.0,0,0,0,0,0,0,0,0,0,12
default,default,7,10,11,1,3,-0.0,0,0,0,11,0,0,0,0,0,0
default,default,7,11,14,1,1,-0.0,0,14,0,0,0,0,0,0,0,0
default,default,7,12,9,1,7,-0.0,0,0,0,0,0,0,0,9,0,0
default,default,7,13,9,1,6,-0.0,0,0,0,0,0,0,9,0,0,0
default,default,7,14,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,7,15,6,1,2,-0.0,0,0,6,0,0,0,0,0,0,0
default,default,7,16,13,1,4,-0.0,0,0,0,0,13,0,0,0,0,0
default,default,7,17,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,7,18,7,1,8,-0.0,0,0,0,0,0,0,0,0,7,0
default,default,7,19,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,7,20,8,1,9,-0.0,0,0,0,0,0,0,0,0,0,8
default,default,7,21,11,1,9,-0.0,0,0,0,0,0,0,0,0,0,11
default,default,7,22,13,1,2,-0.0,0,0,13,0,0,0,0,0,0,0
default,default,7,23,5,1,4,-0.0,0,0,0,0,5,0,0,0,0,0
default,default,7,24,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,7,25,4,1,1,-0.0,0,4,0,0,0,0,0,0,0,0
default,default,7,26,7,1,6,-0.0,0,0,0,0,0,0,7,0,0,0
default,default,7,27,14,1,6,-0.0,0,0,0,0,0,0,14,0,0,0
default,default,7,28,8,1,0,-0.0,8,0,0,0,0,0,0,0,0,0
default,default,7,29,17,1,0,-0.0,17,0,0,0,0,0,0,0,0,0
default,default,7,30,6,1,2,-0.0,0,0,6,0,0,0,0,0,0,0
default,default,7,31,8,1,3,-0.0,0,0,0,8,0,0,0,0,0,0
default,default,7,32,10,1,7,-0.0,0,0,0,0,0,0,0,10,0,0
default,default,7,33,10,1,3,-0.0,0,0,0,10,0,0,0,0,0,0
default,default,7,34,17,1,7,-0.0,0,0,0,0,0,0,0,17,0,0
default,default,7,35,5,1,7,-0.0,0,0,0,0,0,0,0,5,0,0
default,default,7,36,10,1,0,-0.0,10,0,0,0,0,0,0,0,0,0
default,default,7,37,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,7,38,13,1,8,-0.0,0,0,0,0,0,0,0,0,13,0
default,default,7,39,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,8,0,10,1,6,-0.0,0,0,0,0,0,0,10,0,0,0
default,default,8,1,13,1,5,-0.0,0,0,0,0,0,13,0,0,0,0
default,default,8,2,6,1,9,-0.0,0,0,0,0,0,0,0,0,0,6
default,default,8,3,11,1,8,-0.0,0,0,0,0,0,0,0,0,11,0
default,default,8,4,13,1,4,-0.0,0,0,0,0,13,0,0,0,0,0
default,default,8,5,11,1,3,-0.0,0,0,0,11,0,0,0,0,0,0
default,default,8,6,16,1,4,-0.0,0,0,0,0,16,0,0,0,0,0
default,default,8,7,10,1,2,-0.0,0,0,10,0,0,0,0,0,0,0
default,default,8,8,10,1,9,-0.0,0,0,0,0,0,0,0,0,0,10
default,default,8,9,11,1,8,-0.0,0,0,0,0,0,0,0,0,11,0
default,default,8,10,5,1,0,-0.0,5,0,0,0,0,0,0,0,0,0
default,default,8,11,9,1,2,-0.0,0,0,9,0,0,0,0,0,0,0
default,default,8,12,5,1,6,-0.0,0,0,0,0,0,0,5,0,0,0
default,default,8,13,8,1,4,-0.0,0,0,0,0,8,0,0,0,0,0
default,default,8,14,6,1,9,-0.0,0,0,0,0,0,0,0,0,0,6
default,default,8,15,11,1,1,-0.0,0,11,0,0,0,0,0,0,0,0
default,default,8,16,6,1,9,-0.0,0,0,0,0,0,0,0,0,0,6
default,default,8,17,12,1,1,-0.0,0,12,0,0,0,0,0,0,0,0
default,default,8,18,13,1,7,-0.0,0,0,0,0,0,0,0,13,0,0
default,default,8,19,13,1,1,-0.0,0,13,0,0,0,0,0,0,0,0
default,default,8,20,5,1,9,-0.0,0,0,0,0,0,0,0,0,0,5
default,default,8,21,9,1,8,-0.0,0,0,0,0,0,0,0,0,9,0
default,default,8,22,12,1,9,-0.0,0,0,0,0,0,0,0,0,0,12
default,default,8,23,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,8,24,13,1,6,-0.0,0,0,0,0,0,0,13,0,0,0
default,default,8,25,12,1,7,-0.0,0,0,0,0,0,0,0,12,0,0
default,default,8,26,13,1,6,-0.0,0,0,0,0,0,0,13,0,0,0
default,default,8,27,9,1,1,-0.0,0,9,0,0,0,0,0,0,0,0
default,default,8,28,14,1,3,-0.0,0,0,0,14,0,0,0,0,0,0
default,default,8,29,10,1,9,-0.0,0,0,0,0,0,0,0,0,0,10
default,default,8,30,9,1,5,-0.0,0,0,0,0,0,9,0,0,0,0
default,default,8,31,5,1,6,-0.0,0,0,0,0,0,0,5,0,0,0
default,default,8,32,8,1,7,-0.0,0,0,0,0,0,0,0,8,0,0
