device_id,distance_m,distance_km,theta_rad,x_km,y_km,active_le_550m,active_le_300m,active_le_50m
48,291.295065918017,0.29129506591801696,1.2400355396495675,0.094601763773686,0.27550557475138243,1,1,0
49,325.1710520567188,0.3251710520567188,2.337814304924415,-0.2256658880683569,0.23411774827636017,1,0,0
50,536.2772639428243,0.5362772639428244,3.629628907412842,-0.4736697606030179,-0.2514562819105568,1,0,0
51,302.6293808081656,0.3026293808081656,1.9978997010128212,-0.12536002160006815,0.27544401811033065,1,0,0
52,288.86700177568724,0.28886700177568725,1.7390201388804836,-0.04836543522408759,0.2847892719019793,1,1,0
53,198.8517572267982,0.1988517572267982,2.7783059149224236,-0.1858734859795157,0.07066164845238382,1,1,0
54,449.8814172601177,0.4498814172601177,0.4709110160773477,0.400914223573069,0.20411044787755322,1,0,0
55,113.40179130002684,0.11340179130002684,1.3578595189608522,0.023965346345179057,0.11084055415149482,1,1,0
56,536.7208811558604,0.5367208811558604,1.824709076701083,-0.1348206183304951,0.5195119874860503,1,0,0
57,537.5857004473918,0.5375857004473917,4.016075454571232,-0.3448041057544238,-0.4124421340993242,1,0,0
58,530.2645718132595,0.5302645718132595,2.435324260660445,-0.40341944155707343,0.3441413522000494,1,0,0
59,243.9475368275215,0.24394753682752152,2.8722407538375334,-0.23515165775061703,0.06491608877121016,1,1,0
60,150.89008501419866,0.15089008501419865,2.602442421133073,-0.12948561239959433,0.07746801880191666,1,1,0
61,250.59725218677562,0.25059725218677564,0.6195905359123642,0.2040153081063387,0.14552228991408198,1,1,0
62,58.41914138644671,0.05841914138644671,3.4799464406976353,-0.055106915025055235,-0.01939133818876337,1,1,0
63,338.86801424510094,0.33886801424510093,0.8253745126518816,0.2298480136470702,0.2490008467875444,1,0,0
64,476.13090034287626,0.47613090034287625,3.76568300018682,-0.38637785432194993,-0.2782315365857795,1,0,0
65,445.5016899944424,0.4455016899944424,0.16597089319556235,0.4393797924292349,0.07360131651503728,1,0,0
66,105.73903806360894,0.10573903806360894,1.7796432701401212,-0.021923090095404534,0.10344139544343993,1,1,0
67,536.873705620564,0.536873705620564,1.0420414150348223,0.27083060016367483,0.46355599640360573,1,0,0
68,154.96433529465008,0.1549643352946501,1.5744772992910383,-0.0005704181679480574,0.15496328544667093,1,1,0
69,473.00327440578457,0.47300327440578455,3.1013705787365975,-0.47262071001805867,0.019020043654524997,1,0,0
70,325.55154560605513,0.32555154560605515,5.757195701770017,0.2815459341548001,-0.16344936771793386,1,0,0
71,407.14504312737705,0.40714504312737704,4.083406836112668,-0.2395323850329952,-0.32922837463316956,1,0,0
72,67.32337875518334,0.06732337875518334,6.053045596595713,0.06554836654402453,-0.015357375115040884,1,1,0
73,516.3027174978251,0.5163027174978252,3.5046865578288595,-0.48264104183065887,-0.18337426437822532,1,0,0
74,546.9725547921,0.5469725547921,5.699125597176596,0.4563014311665145,-0.30160898463273195,1,0,0
75,482.40269845118513,0.4824026984511851,2.063532353984085,-0.22819490913624027,0.42501699603343873,1,0,0
76,401.868502463548,0.401868502463548,4.620897758769785,-0.03671616715984705,-0.40018772637524114,1,0,0
77,323.4363921973395,0.3234363921973395,4.158788309269763,-0.17004781342893643,-0.2751269542332573,1,0,0
78,255.57236708918865,0.2555723670891886,1.0055034847711202,0.13690069258478682,0.21581342680513804,1,1,0
79,512.6330025287953,0.5126330025287953,2.6977383976499465,-0.4629605395638986,0.22013662595849803,1,0,0
80,268.32391170643575,0.26832391170643577,3.836751513385167,-0.20605987407112555,-0.17186346293274501,1,1,0
81,141.66788771370562,0.14166788771370561,5.572782765386381,0.10739834410623757,-0.09238715328713883,1,1,0
82,510.9806011279417,0.5109806011279417,6.188156880931814,0.5086751567667996,-0.04848463279580971,1,0,0
83,98.50040640737585,0.09850040640737585,4.110449978314541,-0.05577504135791804,-0.08118789826039804,1,1,0
84,198.3847760762372,0.1983847760762372,0.2108980796063481,0.19398922544736663,0.041529505043397,1,1,0
85,536.0220163593397,0.5360220163593397,0.5636349587146351,0.45310942225489986,0.2863764192208623,1,0,0
86,441.4182835497445,0.4414182835497445,0.8981265643420133,0.27503731020821304,0.3452601613934539,1,0,0
87,426.7637578355285,0.4267637578355285,2.5376585249934798,-0.3512726023857456,0.24235276729397473,1,0,0
88,515.1729062779349,0.5151729062779349,4.4369485009057845,-0.1401120076271763,-0.49575371776874855,1,0,0
89,435.612454851576,0.435612454851576,0.36821632094122936,0.40641373012881327,0.15679952418486637,1,0,0
90,360.38820647857034,0.36038820647857034,1.2020537651595646,0.1298993350290238,0.3361633860607935,1,0,0
91,538.7348495088039,0.5387348495088039,5.241819041042802,0.2720834626565393,-0.46497938386997456,1,0,0
92,390.89051382959906,0.39089051382959905,4.5822178475784145,-0.05073908560642413,-0.38758346068142785,1,0,0
93,389.4506260271329,0.3894506260271329,5.198702908484731,0.1820176777138236,-0.34429835188770846,1,0,0
94,259.0724442813075,0.25907244428130755,0.05395649248623358,0.25869541656211414,0.0139718587040323,1,1,0
95,391.4253234892484,0.3914253234892484,3.765929128305434,-0.31758339331615887,-0.22881121510637695,1,0,0
96,293.28595980490707,0.29328595980490707,1.9529523830854962,-0.10937274533876121,0.27212911787559235,1,1,0
97,261.88849942527537,0.26188849942527537,2.6663665317981686,-0.23286844747505225,0.11982433935466238,1,1,0
98,458.5718359830122,0.4585718359830122,1.1449878192537795,0.18941641167836354,0.41762369633884927,1,0,0
99,393.8907498468739,0.3938907498468739,1.7646116843066872,-0.07586501611687127,0.3865157463086329,1,0,0
100,344.32003963602426,0.34432003963602426,4.720857625741066,0.0029158894508748063,-0.3443076927454041,1,0,0
101,427.9542469950408,0.4279542469950408,2.1974738523941024,-0.2509767041032919,0.34663457923083935,1,0,0
102,56.13537522348881,0.056135375223488805,5.737363117521356,0.04797894807997787,-0.029141051673209545,1,1,0
103,307.5873048065489,0.3075873048065489,4.526952941221872,-0.056711444612398354,-0.302314012457464,1,0,0
104,501.6759685455445,0.5016759685455445,1.7236064150933335,-0.07636314576358653,0.49583005897706467,1,0,0
105,541.0930900594115,0.5410930900594114,4.00093980796358,-0.3532970385488117,-0.40983281306245084,1,0,0
106,428.5662705201741,0.4285662705201741,5.120568788097346,0.17011480928451742,-0.39335734375967013,1,0,0
107,434.9119684650666,0.4349119684650666,6.145267430454135,0.4307822164461307,-0.05979215925117655,1,0,0
108,497.26183906317004,0.49726183906317006,4.321155931130418,-0.18962015308629265,-0.4596885185992978,1,0,0
109,529.288765730108,0.5292887657301081,0.23379437119838073,0.5148891243561972,0.12262050052014059,1,0,0
110,428.6805462085873,0.4286805462085873,5.64615458454868,0.34460148374578414,-0.25498397615908497,1,0,0
111,130.69799111958596,0.13069799111958597,4.117131425965505,-0.07328524279444497,-0.10821847379839833,1,1,0
112,309.9082424545618,0.3099082424545618,3.1747852811526402,-0.309737537343956,-0.010284780084031726,1,0,0
113,508.01581524788656,0.5080158152478865,5.792700729600057,0.44812313844298235,-0.2393025727692589,1,0,0
114,278.18514676365015,0.27818514676365014,5.788023464042475,0.2447728344428069,-0.1321863661606136,1,1,0
115,403.3419212613561,0.4033419212613561,0.20900288055875293,0.3945645104955717,0.0836872302337214,1,0,0
116,413.07099492036946,0.41307099492036947,3.9280372342577343,-0.29177949865627784,-0.29239078475286306,1,0,0
117,471.67484586291243,0.4716748458629124,5.859630669793115,0.42999470105097437,-0.19386004562024986,1,0,0
118,533.9009962041853,0.5339009962041853,4.42652145930814,-0.1505546736349475,-0.512233895788336,1,0,0
119,427.18185770393507,0.4271818577039351,0.7182661334729435,0.32164567563004925,0.28111990128746517,1,0,0
120,379.2940425876413,0.37929404258764127,2.7444784423927486,-0.3497777353425635,0.14669528486322597,1,0,0
121,94.75464931253045,0.09475464931253044,3.7739870937205815,-0.07643047611136794,-0.056007373512156775,1,1,0
122,210.8581570265769,0.2108581570265769,4.024362520926423,-0.133897851851659,-0.16288808321714557,1,1,0
123,497.52918556496564,0.49752918556496567,4.126795921731872,-0.2749812590444084,-0.41463308799864246,1,0,0
124,451.3146610577515,0.4513146610577515,1.5735940824150978,-0.0012626664822117213,0.4513128947404758,1,0,0
125,501.74635090847846,0.5017463509084784,3.3873843649288573,-0.48666635748592535,-0.12208708834825828,1,0,0
126,536.3090727791104,0.5363090727791103,2.2951581543909456,-0.3553893023249533,0.40165391238997283,1,0,0
127,71.51222123040507,0.07151222123040507,3.6835124269771,-0.06126595566614473,-0.03688469142639514,1,1,0
128,238.34193666225872,0.23834193666225872,4.229185390851412,-0.11073804180889789,-0.21105441210324632,1,1,0
129,514.2319173495729,0.5142319173495729,1.9651501308960215,-0.19757390471599817,0.47476206356057093,1,0,0
130,492.3996840246304,0.4923996840246304,2.2128614112842206,-0.29487382765549686,0.39434359965815624,1,0,0
131,268.1971954982835,0.2681971954982835,0.36917561873579424,0.25012744639637546,0.09677807723019115,1,1,0
132,464.720254034771,0.464720254034771,5.613393276079401,0.36431781246461953,-0.2885090051127286,1,0,0
133,369.44207743056865,0.36944207743056867,4.523178888172653,-0.06948582720681787,-0.3628486852581921,1,0,0
134,389.2250450922666,0.38922504509226663,1.2675957601718486,0.11621337613674569,0.371470842643102,1,0,0
135,343.58070218264055,0.34358070218264053,0.8668223572324751,0.22238331449262436,0.26190334161211243,1,0,0
136,465.405070796877,0.465405070796877,0.6855950692627472,0.36024326995032013,0.2946636495717564,1,0,0
137,395.8088621849336,0.3958088621849336,1.9427490114099226,-0.1438509057061161,0.36874323358085076,1,0,0
138,481.68082471471513,0.48168082471471513,2.887212097950234,-0.4661800284739811,0.12121302714579106,1,0,0
139,366.2823607200852,0.3662823607200852,2.0462879594816763,-0.1676751264449676,0.3256498422329462,1,0,0
140,249.19147945196983,0.24919147945196982,2.337555064021486,-0.17289020689846846,0.17945854616057233,1,1,0
141,479.6079733688594,0.4796079733688594,5.547603767029883,0.3556008497403523,-0.32182579726138166,1,0,0
142,276.4934624160541,0.2764934624160541,1.0989700990345812,0.1256700765878422,0.24628371161979795,1,1,0
143,402.3952101621698,0.4023952101621698,6.264557084339466,0.4023253944621071,-0.007495474125543975,1,0,0
144,500.6995361825367,0.5006995361825367,1.2183021579549718,0.17286135396338664,0.46991379830704283,1,0,0
145,505.8168182973525,0.5058168182973525,4.209466371098479,-0.2437977976482136,-0.44318538732040524,1,0,0
146,114.86529920569896,0.11486529920569896,2.35660191377397,-0.08125511702045292,0.08118893347992232,1,1,0
147,537.4585494458278,0.5374585494458277,4.078003323058604,-0.31854244471492327,-0.4328884420811594,1,0,0
148,196.89327366613765,0.19689327366613765,4.646363345498879,-0.012990560121660711,-0.19646426281309814,1,1,0
149,430.28025383072026,0.43028025383072027,0.2389415319290464,0.4180555750172529,0.10183630508626633,1,0,0
150,355.8380580216218,0.35583805802162183,4.607898980437535,-0.037113896627656615,-0.35389727635814144,1,0,0
151,366.0600123722586,0.3660600123722586,4.845176745475706,0.04846556846994432,-0.36283745855529204,1,0,0
152,446.3798171866256,0.44637981718662556,2.7224753860600397,-0.4077449868981025,0.18165617757464647,1,0,0
153,189.02814498402947,0.18902814498402948,5.398227373604596,0.11971569356772899,-0.14628667851072727,1,1,0
154,203.05767860943,0.20305767860943003,0.7164209391713076,0.1531381589643367,0.133345885243093,1,1,0
155,432.2288816269192,0.4322288816269192,1.5197330393133721,0.022061437339583108,0.43166549444560537,1,0,0
156,328.0007125833893,0.3280007125833893,2.3534589856469816,-0.23129621137411627,0.23256510929026156,1,0,0
157,541.9888825324937,0.5419888825324937,0.8016440144426368,0.3769675896304672,0.3894192922249961,1,0,0
158,144.6523533427066,0.1446523533427066,1.7894588980858561,-0.031378601093986234,0.14120795558667268,1,1,0
159,115.67611732020335,0.11567611732020334,0.7654515579321535,0.08341052740328518,0.08014766394963274,1,1,0
160,203.1431905364208,0.2031431905364208,0.07512215495588873,0.20257025719043678,0.015246204875865524,1,1,0
161,389.11712646474234,0.38911712646474234,3.6335022334322766,-0.34298050209316727,-0.18378387658360343,1,0,0
162,235.2230970024639,0.2352230970024639,5.351744139184096,0.14035246891223774,-0.18876199255589005,1,1,0
163,469.9633106093703,0.4699633106093703,1.267329906324652,0.1404391466821899,0.4484889735524139,1,0,0
164,331.01245203849754,0.33101245203849755,5.127952652493676,0.13363161096204113,-0.302839620849433,1,0,0
165,488.4944713015554,0.4884944713015554,0.5014483663037681,0.42835457741795496,0.234817385423804,1,0,0
166,539.3152085221698,0.5393152085221697,0.2723086967964916,0.5194428056206758,0.14505194184233533,1,0,0
167,322.77083159127915,0.3227708315912792,4.290727758594218,-0.1321025914506104,-0.2944994313375817,1,0,0
168,351.6905954254749,0.3516905954254749,1.999601734296853,-0.14622755519772837,0.3198496162442912,1,0,0
169,445.0963602459829,0.4450963602459829,2.543844657091517,-0.36791892039605983,0.25049239093996367,1,0,0
170,301.84908239152907,0.3018490823915291,3.098127327485466,-0.30156399541758827,0.013115838074211364,1,0,0
171,178.50343261191608,0.1785034326119161,4.050049544170113,-0.10977306157643045,-0.140759903404251,1,1,0
172,468.9304867774609,0.4689304867774609,1.0559312880451885,0.23090952580745758,0.4081379574613485,1,0,0
173,346.39968117601063,0.3463996811760106,2.7125352705795436,-0.3150014235657851,0.14410705142487185,1,0,0
174,455.9879300281053,0.45598793002810534,2.551327176430949,-0.37883155694902293,0.253794491254037,1,0,0
175,413.4839823266972,0.4134839823266972,3.0716112614961997,-0.41247189823254654,0.028912571818919673,1,0,0
176,549.8018125503365,0.5498018125503366,6.259632862174667,0.5496493272103609,-0.012947979797366282,1,0,0
177,385.7023433139455,0.3857023433139455,3.2403640964883684,-0.38382245531533316,-0.03803446376088093,1,0,0
178,265.4001757042898,0.26540017570428975,6.132944927595815,0.26241047656179134,-0.039723985883612284,1,1,0
179,367.57938755808675,0.3675793875580867,4.602627845858625,-0.04026496808076105,-0.3653674020804722,1,0,0
180,410.41028285604665,0.41041028285604664,5.367446059348298,0.2500237947290091,-0.3254607539217079,1,0,0
181,297.46952090027565,0.2974695209002757,3.1776401944289767,-0.2972762721317349,-0.010720722554857424,1,1,0
182,474.03403248305193,0.4740340324830519,5.472447553009579,0.3265923355041081,-0.3435778082794569,1,0,0
183,423.674831970666,0.42367483197066597,5.969900450736227,0.403053035676127,-0.1305703399613815,1,0,0
184,441.17722273899795,0.44117722273899795,2.756219762137471,-0.4088205464498893,0.16584059413819435,1,0,0
185,181.9744797906882,0.1819744797906882,3.2815380599554134,-0.180195426834436,-0.0253834482103399,1,1,0
186,536.316744806625,0.5363167448066251,0.46729557395317567,0.47881813206528484,0.24159645520058037,1,0,0
187,368.8582941729132,0.3688582941729132,2.0986832497354952,-0.18579725581810902,0.3186468592511333,1,0,0
188,120.0487782378905,0.12004877823789051,3.9255107713822888,-0.08501284922794045,-0.08476157515382592,1,1,0
189,152.51638469137382,0.15251638469137382,4.646081206116421,-0.010105612948041853,-0.15218122152969957,1,1,0
190,503.221013848747,0.5032210138487471,4.863396142833169,0.07570150451210154,-0.4974943929267597,1,0,0
191,238.76269195168345,0.23876269195168345,2.709200453522092,-0.21678838521390378,0.10005208195916042,1,1,0
192,499.7480184615639,0.4997480184615639,2.4414081701192405,-0.3821689672171724,0.32201702199172544,1,0,0
193,501.25602144979473,0.5012560214497948,5.237467692530057,0.25127017714482197,-0.43372905957208685,1,0,0
194,487.4331895929446,0.48743318959294457,5.6767436326113945,0.4005147238934849,-0.2778112133469004,1,0,0
195,426.71818881262055,0.4267181888126206,3.590003965355338,-0.3845315443966844,-0.18499703788824304,1,0,0
196,427.5315572632095,0.4275315572632095,0.5279690476753648,0.36931544209120026,0.21538183927361734,1,0,0
197,285.26697025943685,0.28526697025943687,3.8963012294567716,-0.2078087783956444,-0.19542967006754217,1,1,0
198,112.37076387742313,0.11237076387742313,3.523580825959436,-0.10427168004202732,-0.04188800921037743,1,1,0
199,463.6519248277099,0.4636519248277099,6.274492206791094,0.46363440585136295,-0.004030521962977151,1,0,0
200,67.16517205598645,0.06716517205598645,0.47936959533433304,0.05959470706397622,0.030977915153688536,1,1,0
201,80.35504980266471,0.08035504980266471,5.086541908187103,0.02936850034081497,-0.07479589037186654,1,1,0
202,440.0082976577331,0.44000829765773314,2.7217867166799947,-0.40180152107952,0.17934001133556426,1,0,0
203,536.4586566505645,0.5364586566505646,0.9897986360228954,0.2944397299665881,0.44843409294179565,1,0,0
204,261.69170006429476,0.26169170006429476,2.1559773948916354,-0.14454549739591,0.2181493641180505,1,1,0
205,46.45985108469802,0.04645985108469802,3.8874406720808796,-0.03412535091756758,-0.0315274196147605,1,1,1
206,510.6559381402098,0.5106559381402098,3.26371447325344,-0.506852773634984,-0.062207338927022814,1,0,0
207,403.5793067206742,0.4035793067206742,5.93919518914947,0.3799362230028871,-0.13610555926721182,1,0,0
208,315.4424058870473,0.3154424058870473,2.2766993982063775,-0.20463422491254607,0.24005987883494861,1,0,0
209,262.5956648095235,0.2625956648095235,5.60729729862005,0.20486446198747837,-0.16427731246686697,1,1,0
210,450.1519390366973,0.4501519390366973,3.111778819126358,-0.4499518917654265,0.013418767276185257,1,0,0
211,495.25282115024555,0.49525282115024555,0.900390635176352,0.30770252204685505,0.3880650909103804,1,0,0
212,546.4679332991218,0.5464679332991218,1.1994124257058414,0.19831612791016046,0.5092130355115964,1,0,0
213,295.2567111161737,0.2952567111161737,1.4904505331906373,0.023697119641784437,0.2943042167211041,1,1,0
214,533.4672112936264,0.5334672112936264,0.8302015412016297,0.3599447432325949,0.39373474236422157,1,0,0
215,348.1044639862607,0.3481044639862607,6.273895422321012,0.3480894430454065,-0.0032338038747838707,1,0,0
216,77.52118132538118,0.07752118132538117,3.6426620419172084,-0.06799145352060815,-0.037238364655790265,1,1,0
217,221.5316565751984,0.2215316565751984,3.542892877086329,-0.20393182704495336,-0.08653372049703446,1,1,0
218,309.15302831319707,0.3091530283131971,5.906203170537316,0.28744423844395106,-0.11380423850014301,1,0,0
219,164.2086079141735,0.16420860791417352,3.6009874632136465,-0.14718362472799093,-0.07281103985688368,1,1,0
220,392.0285121011307,0.39202851210113066,0.6705444113840103,0.3071478620973066,0.243611463419274,1,0,0
221,146.08810843961842,0.14608810843961842,4.995192997506121,0.0407657952837684,-0.14028501474622154,1,1,0
222,127.47823922760868,0.12747823922760868,5.7001906862998535,0.1064211003964037,-0.07018013156862839,1,1,0
223,430.97057635504444,0.43097057635504443,3.985929588545917,-0.2862623318262053,-0.3221638015997805,1,0,0
224,137.06587913211308,0.13706587913211307,0.494708003328893,0.12063269176777076,0.06507540932734149,1,1,0
225,488.8774198026004,0.4888774198026004,3.5493657350824948,-0.44879251146121946,-0.1938721569725245,1,0,0
226,41.2393822830646,0.0412393822830646,5.692007626901426,0.03424043588436463,-0.022984325126865424,1,1,1
227,106.27526115629932,0.10627526115629932,3.871199365759369,-0.07922147108550286,-0.07084059325618651,1,1,0
228,374.43143500748073,0.3744314350074807,5.8324717149416765,0.33703939581485587,-0.1631053193201195,1,0,0
229,517.5408127768256,0.5175408127768256,4.100810529396247,-0.2971515022553115,-0.4237327903255882,1,0,0
230,203.31836928826903,0.20331836928826902,1.9093057455655977,-0.06751826290586481,0.19178019570387203,1,1,0
231,137.15234592395964,0.13715234592395964,2.25893902820846,-0.08710595564314273,0.10594016463995296,1,1,0
232,285.682089676768,0.285682089676768,1.9182503830567765,-0.09727621098791733,0.2686104896274885,1,1,0
233,237.44952850602283,0.23744952850602283,4.095013691169955,-0.13745881163537044,-0.1936165119289269,1,1,0
234,466.0378717616146,0.4660378717616146,1.6120782319784468,-0.019233467215648996,0.4656408182869707,1,0,0
235,154.71639980170914,0.15471639980170915,3.6083981130003138,-0.13816336955942193,-0.0696279231313767,1,1,0
236,431.9979699806624,0.43199796998066237,1.030319168671321,0.22228248003738932,0.3704223874657698,1,0,0
237,102.27022297256352,0.10227022297256351,2.0783662996614414,-0.04970895473905468,0.08937683327131517,1,1,0
238,505.88487548015854,0.5058848754801586,0.965003204218953,0.28805805305492016,0.4158630367197647,1,0,0
239,338.86038943352384,0.3388603894335238,0.02687552167764568,0.33873801844305995,0.009105953454119048,1,0,0
240,233.528301544681,0.233528301544681,0.2941475646628356,0.22349817495799854,0.06770549027063709,1,1,0
241,375.83720309266585,0.37583720309266583,3.4636238828256145,-0.35651710506693973,-0.11895022918517803,1,0,0
242,323.82810423817574,0.32382810423817576,0.18069239536067375,0.31855602004849454,0.0581953880075903,1,0,0
243,346.1596323101462,0.3461596323101462,6.118423631679017,0.3414717560349163,-0.056776147029595055,1,0,0
244,426.97510967014955,0.42697510967014957,2.3542261542724425,-0.3013221368970978,0.3025106842635527,1,0,0
245,443.16877777836703,0.44316877777836705,5.604884735495136,0.34506901870318835,-0.27807541769957,1,0,0
246,190.4089931093109,0.1904089931093109,4.097481736667505,-0.10984366527087218,-0.15553119898194764,1,1,0
247,392.803087221155,0.39280308722115503,1.3997912847122458,0.06684440812251355,0.38707375322181325,1,0,0
248,509.7825405409613,0.5097825405409613,5.166213567971374,0.22349181791499,-0.4581808005203293,1,0,0
249,440.5479069189256,0.4405479069189256,1.5740555937351788,-0.001435860686479701,0.44054556699022107,1,0,0
250,433.5639786110121,0.4335639786110121,0.9368485629304968,0.25681297772379397,0.3493205090195081,1,0,0
251,437.13238655667004,0.43713238655667,4.041175819674349,-0.27186855658004583,-0.3423042671656496,1,0,0
252,173.42738802208208,0.17342738802208207,3.2488583684906467,-0.17243062229393794,-0.018567159488923714,1,1,0
253,387.9921607819812,0.38799216078198123,0.0945729178574998,0.38625834555515615,0.03663887712886936,1,0,0
254,502.7355020407009,0.5027355020407009,3.9417736147618823,-0.3501939296592964,-0.3607037519099231,1,0,0
255,477.35116278157807,0.4773511627815781,3.018095067632964,-0.47371558969298566,0.05880197862956223,1,0,0
256,445.21906852543475,0.44521906852543475,5.054217791838111,0.14924217514598634,-0.4194601198401947,1,0,0
257,452.5422966489805,0.4525422966489805,5.038969527856009,0.14517837152023144,-0.42862311031845624,1,0,0
258,158.41153649950675,0.15841153649950676,3.2456154502729384,-0.15755524385959613,-0.016448709021614966,1,1,0
259,409.0085214220961,0.40900852142209615,0.20010744862299906,0.4008468485830672,0.08130052015155184,1,0,0
260,495.84581832156334,0.4958458183215633,2.3970689007801997,-0.36465032092699307,0.3359958615739511,1,0,0
261,479.73429386646853,0.47973429386646854,5.831314331462011,0.43158418642076235,-0.20947573306492528,1,0,0
262,520.0260764471747,0.5200260764471747,5.842776175540391,0.47040379570191326,-0.2216921044473065,1,0,0
263,515.7974907616433,0.5157974907616433,2.839898633739913,-0.4925012399679595,0.15326310745260852,1,0,0
264,164.86976017529096,0.16486976017529095,5.64529646020207,0.13244890339404905,-0.09818006829276409,1,1,0
