schema_version,run_id,round,physical_client_id,virtual_client_id,selected,selected_count,selection_policy,selection_score,selection_probability,selection_reason,num_examples,label_entropy,dominant_label,kl_to_global_label_distribution,distance_m,angle_rad,channel_gain,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,outage
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,11,0,1,15,random,,0.05,random_uniform,2,0.6931471805599453,2,1.5913406603425941,184.56611946256038,0.8994710010681625,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,30,2,1,15,random,,0.05,random_uniform,2,0.6931471805599453,2,1.6262933525338354,247.4723068152236,0.33109398170456106,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,41,3,1,15,random,,0.05,random_uniform,4,0.5623351446188083,0,1.756608808640784,462.8203939719845,5.9117206090117875,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,73,5,1,15,random,,0.05,random_uniform,163,0.5806591790624623,3,1.7081390410628632,433.18462453670395,0.9332705617839532,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,83,6,1,15,random,,0.05,random_uniform,165,0.7163703465940834,1,1.5113752911057265,530.5836903660695,2.0093833430662467,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,128,10,1,15,random,,0.05,random_uniform,63,0.9152182792868668,7,1.361330606993555,91.86636830857358,1.3107000224737446,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,143,11,1,15,random,,0.05,random_uniform,59,0.5821360471219024,8,1.7374773776084904,132.2078149831968,1.157911912606807,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,158,12,1,15,random,,0.05,random_uniform,100,0.9581847713458628,8,1.3628065184402316,386.08390679380824,1.4119042331237421,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,173,13,1,15,random,,0.05,random_uniform,119,0.7679964346078391,4,1.5533998077393687,323.5469306973342,5.863675063656309,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,195,15,1,15,random,,0.05,random_uniform,25,1.3119690925702856,2,0.9861324927876863,533.2327766715206,1.3882606107027624,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,238,19,1,15,random,,0.05,random_uniform,18,0.9404479886553264,6,1.3716040057455146,461.53317502431446,3.939706840466583,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,264,21,1,15,random,,0.05,random_uniform,197,0.6375936626726958,2,1.698074512420698,84.75662840573435,2.8667719852171194,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,267,21,1,15,random,,0.05,random_uniform,306,0.49629795412582844,5,1.8891532045272958,150.43278096868144,5.4986340060965535,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,277,22,1,15,random,,0.05,random_uniform,896,1.0079628307563315,5,1.347582353346925,499.13702723040376,0.1704494029325066,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,278,22,1,15,random,,0.05,random_uniform,61,0.3945326819623348,5,1.9802377464173406,259.0496696070433,5.205400833556147,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,6,0,1,15,random,,0.05,random_uniform,230,1.0431642721063052,3,1.257328427832494,382.07816949014125,1.4575165068128029,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,16,1,1,15,random,,0.05,random_uniform,369,0.1490487639578261,8,2.177886214364074,457.77769010845736,0.4702079771507635,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,18,1,1,15,random,,0.05,random_uniform,406,0.93387416116756,4,1.3882321409892098,192.73869487670333,4.079410567499369,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,34,2,1,15,random,,0.05,random_uniform,89,0.9392429968990706,4,1.3654484544000312,518.7689813630911,0.8945761526500957,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,87,7,1,15,random,,0.05,random_uniform,39,0.4377023180952629,4,1.8840029267722176,374.83550460292463,2.295494594932251,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,100,8,1,15,random,,0.05,random_uniform,10,0.6001660731596457,2,1.7117035045711888,300.18614970373824,3.7006468336014144,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,149,11,1,15,random,,0.05,random_uniform,333,0.21239478849365837,7,2.0487084209067463,427.0949856881615,0.7390916384227064,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,204,16,1,15,random,,0.05,random_uniform,2,0.6931471805599453,1,1.5580197962672118,240.54352884875206,0.3042386112416968,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,215,17,1,15,random,,0.05,random_uniform,42,1.521719365805568,4,0.7932357448939426,535.4635076978701,0.46195059571228464,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,217,17,1,15,random,,0.05,random_uniform,189,0.3250829733914482,8,1.9958124018703602,452.7588570783861,0.5928028650980628,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,236,18,1,15,random,,0.05,random_uniform,41,1.0353574001541463,0,1.2518665823368382,432.8639651776865,0.5610407148912296,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,239,19,1,15,random,,0.05,random_uniform,46,0.9560443809671457,6,1.3493424985245688,523.5911267759934,3.30686170828379,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,249,19,1,15,random,,0.05,random_uniform,148,0.8084292285499561,0,1.5072994420910157,442.00811601762734,3.1223736420174864,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,260,20,1,15,random,,0.05,random_uniform,217,0.6044081348942495,1,1.6077125747920737,400.62744373318765,4.295173276929027,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,299,23,1,15,random,,0.05,random_uniform,48,-0.0,1,2.185987945410232,193.6088990086483,5.727270269879843,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,7,0,1,15,random,,0.05,random_uniform,152,1.264349492321815,3,1.032554209297049,252.92910103355504,2.5535122755371904,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,16,1,1,15,random,,0.05,random_uniform,369,0.1490487639578261,8,2.177886214364074,457.77769010845736,0.4702079771507635,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,20,1,1,15,random,,0.05,random_uniform,3,-0.0,9,2.311121424016332,275.16926983776,4.09262531384759,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,41,3,1,15,random,,0.05,random_uniform,4,0.5623351446188083,0,1.756608808640784,462.8203939719845,5.9117206090117875,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,46,3,1,15,random,,0.05,random_uniform,44,0.7751254239840702,0,1.531153988824562,342.6954868921892,0.15499575149570433,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,72,5,1,15,random,,0.05,random_uniform,243,0.5850114854903742,8,1.7313068426386855,120.93847648909959,2.7047799311386003,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,101,8,1,15,random,,0.05,random_uniform,1047,1.3655297072495858,7,0.9316261638098886,152.34664836523982,2.7093013664620176,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,112,9,1,15,random,,0.05,random_uniform,53,0.7684671875616165,4,1.5586349016673413,479.9929787701995,1.7280492386568027,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,163,13,1,15,random,,0.05,random_uniform,151,0.7494436652757661,1,1.488660305959026,176.2690904351675,4.414354249060658,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,166,13,1,15,random,,0.05,random_uniform,76,1.0982287840542058,4,1.252671424477001,492.81797518905296,3.986647168342786,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,180,14,1,15,random,,0.05,random_uniform,9,-0.0,2,2.3096097079310103,513.8569424337791,6.226351452948496,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,181,14,1,15,random,,0.05,random_uniform,2,0.6931471805599453,3,1.6112121538688304,117.2094200248818,0.9884171798994301,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,192,15,1,15,random,,0.05,random_uniform,5,-0.0,8,2.3277319754160017,484.836426855211,4.739542518360244,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,292,23,1,15,random,,0.05,random_uniform,70,0.30463609734923813,6,1.9998591779099486,279.0671500457063,2.060423575075183,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,296,23,1,15,random,,0.05,random_uniform,107,-0.0,1,2.185987945410232,433.47189676235445,3.772405701277136,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,19,1,1,15,random,,0.05,random_uniform,426,0.9753254220848997,8,1.3234545863280318,532.1810432573344,3.5395651471461984,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,25,2,1,15,random,,0.05,random_uniform,59,0.8243222826562666,2,1.4886055708722064,479.06110685758097,1.386012514368108,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,61,4,1,15,random,,0.05,random_uniform,198,0.38144262903567916,9,1.9227600406973597,443.8143499745043,5.185910990858567,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,89,7,1,15,random,,0.05,random_uniform,52,0.8769609959156035,8,1.4396900839655709,546.5384330237597,4.125130843665766,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,118,9,1,15,random,,0.05,random_uniform,17,0.8277381569989198,0,1.4618562942707825,336.1605785701321,0.418716155316603,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,122,9,1,15,random,,0.05,random_uniform,9,0.9649629230074277,4,1.3560707552711873,159.02447353412242,0.8523758390877691,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,126,10,1,15,random,,0.05,random_uniform,285,0.8109234426674724,3,1.4398861295926373,199.29961694974457,2.686620278845943,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,169,13,1,15,random,,0.05,random_uniform,10,0.6001660731596457,0,1.7098339961345228,277.9408552749002,3.043563931738982,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,177,14,1,15,random,,0.05,random_uniform,173,0.7072416889214992,9,1.6019064244591992,491.3944810637074,0.07563468299589884,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,180,14,1,15,random,,0.05,random_uniform,9,-0.0,2,2.3096097079310103,513.8569424337791,6.226351452948496,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,212,17,1,15,random,,0.05,random_uniform,239,0.8353546496930009,4,1.4841423980608157,204.93282197249428,1.8291552855127098,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,240,19,1,15,random,,0.05,random_uniform,26,0.9684025979068378,5,1.4023380517684862,485.5557472749281,4.00309377263168,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,250,20,1,15,random,,0.05,random_uniform,178,1.1913948887090147,3,1.0967669956015758,539.3963132867785,0.7089335613432048,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,278,22,1,15,random,,0.05,random_uniform,61,0.3945326819623348,5,1.9802377464173406,259.0496696070433,5.205400833556147,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,288,23,1,15,random,,0.05,random_uniform,1,-0.0,1,2.185987945410232,220.35323721463058,3.1894663115402193,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,15,1,1,15,random,,0.05,random_uniform,51,0.4639406270393286,9,1.8477013096607757,519.4134380723592,5.784100292641981,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,17,1,1,15,random,,0.05,random_uniform,132,1.2053659931842142,9,1.1004903769146668,371.9773416923275,3.3227777376170584,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,19,1,1,15,random,,0.05,random_uniform,426,0.9753254220848997,8,1.3234545863280318,532.1810432573344,3.5395651471461984,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,30,2,1,15,random,,0.05,random_uniform,2,0.6931471805599453,2,1.6262933525338354,247.4723068152236,0.33109398170456106,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,39,3,1,15,random,,0.05,random_uniform,138,0.778571268152444,9,1.5315510853062817,197.35125607760176,5.345133981472537,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,51,4,1,15,random,,0.05,random_uniform,24,1.1023452738842328,2,1.226539569881583,439.42159618694393,2.8685338169985437,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,77,6,1,15,random,,0.05,random_uniform,103,0.560246206790157,0,1.7468416333340404,482.20293006246277,1.0688092845431048,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,136,10,1,15,random,,0.05,random_uniform,138,0.2813922348789828,2,2.0277707902000017,173.8623079109163,2.6872336829201764,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,160,12,1,15,random,,0.05,random_uniform,379,1.1782151454192733,0,1.120809894534982,403.5511747322784,1.0645512112886544,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,164,13,1,15,random,,0.05,random_uniform,62,1.019453344863651,9,1.2659801342180577,472.83800926553005,5.636812277753803,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,209,16,1,15,random,,0.05,random_uniform,35,0.38937723629048177,4,1.9497352935038788,431.28862020778746,4.438813501980837,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,219,17,1,15,random,,0.05,random_uniform,79,0.8512212851081872,0,1.4493005765096665,510.5548451629031,5.273497031688743,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,237,19,1,15,random,,0.05,random_uniform,36,1.3898628753106193,6,0.9179151593699346,469.67455714719193,4.854893099297161,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,266,21,1,15,random,,0.05,random_uniform,765,0.7641131958245704,3,1.5607339077663793,312.8849897895343,4.692398110344136,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,274,21,1,15,random,,0.05,random_uniform,41,0.5699626470748532,6,1.739856822479874,396.887292097371,2.7539391343520725,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,1,0,1,15,random,,0.05,random_uniform,101,0.627941588739906,5,1.7479275202290525,361.6773230955695,0.16298265984422844,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,26,2,1,15,random,,0.05,random_uniform,29,1.0130227035447372,6,1.337996707207389,294.1450875328441,0.13079865118838344,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,27,2,1,15,random,,0.05,random_uniform,611,0.08162587036147914,2,2.2275297802473157,34.926743227516376,2.424058602647788,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,29,2,1,15,random,,0.05,random_uniform,338,1.2090758876194794,0,1.1323626999805705,458.3527672480624,2.663154714480116,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,43,3,1,15,random,,0.05,random_uniform,1,-0.0,6,2.3163460082440825,271.3032554689295,3.857893913135462,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,45,3,1,15,random,,0.05,random_uniform,2,0.6931471805599453,0,1.619408415869196,399.2941957890928,2.7886529801411424,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,52,4,1,15,random,,0.05,random_uniform,24,1.0880102622771117,9,1.1812023456676566,464.7900413267482,5.277562652447477,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,56,4,1,15,random,,0.05,random_uniform,2,-0.0,5,2.4040642619438994,336.876853931421,4.436417616942673,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,112,9,1,15,random,,0.05,random_uniform,53,0.7684671875616165,4,1.5586349016673413,479.9929787701995,1.7280492386568027,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,139,11,1,15,random,,0.05,random_uniform,364,0.8409163134019236,2,1.4643652933933091,199.40749488651014,1.2969710379833004,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,188,15,1,15,random,,0.05,random_uniform,69,0.7873390100049964,9,1.5118297685691615,545.5729882159798,2.4915145370187335,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,192,15,1,15,random,,0.05,random_uniform,5,-0.0,8,2.3277319754160017,484.836426855211,4.739542518360244,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,257,20,1,15,random,,0.05,random_uniform,1,-0.0,5,2.4040642619438994,353.037371327772,2.349799077257663,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,266,21,1,15,random,,0.05,random_uniform,765,0.7641131958245704,3,1.5607339077663793,312.8849897895343,4.692398110344136,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,288,23,1,15,random,,0.05,random_uniform,1,-0.0,1,2.185987945410232,220.35323721463058,3.1894663115402193,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,6,0,1,15,random,,0.05,random_uniform,230,1.0431642721063052,3,1.257328427832494,382.07816949014125,1.4575165068128029,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,38,3,1,15,random,,0.05,random_uniform,257,1.3397067534967495,8,0.9396094349232524,530.7273757034001,3.065508738320726,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,74,5,1,15,random,,0.05,random_uniform,70,1.1534898214385076,0,1.1546999842430363,448.8275593995928,0.8340559361124446,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,79,6,1,15,random,,0.05,random_uniform,34,-0.0,1,2.185987945410232,219.91129097851376,4.559978394090928,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,97,7,1,15,random,,0.05,random_uniform,4,0.6931471805599453,1,1.5580197962672118,474.5577579749368,3.957671339207772,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,102,8,1,15,random,,0.05,random_uniform,8,1.0735428464085233,5,1.2939773289156493,275.3879835647775,3.1964630367488636,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,103,8,1,15,random,,0.05,random_uniform,34,0.95557352218981,1,1.2692229080072153,201.28823144984364,6.136110008091885,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,113,9,1,15,random,,0.05,random_uniform,2,-0.0,8,2.3277319754160017,287.15494180515213,4.851663897418012,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,120,9,1,15,random,,0.05,random_uniform,855,1.0262410776633744,4,1.2672530622969025,544.4364868465909,3.7184881313655316,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,137,11,1,15,random,,0.05,random_uniform,171,0.6827231249542707,9,1.62788476164325,523.1949217261263,1.643351120041765,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,138,11,1,15,random,,0.05,random_uniform,64,1.1844657730950183,6,1.1205255670011776,548.5789377522484,5.395934516329517,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,172,13,1,15,random,,0.05,random_uniform,289,1.2787090971089894,6,1.0140274784545764,512.2695804846903,1.7870059304089094,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,180,14,1,15,random,,0.05,random_uniform,9,-0.0,2,2.3096097079310103,513.8569424337791,6.226351452948496,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,206,16,1,15,random,,0.05,random_uniform,6,0.6365141682948128,7,1.6395997169315697,27.189961972719313,4.222570958325521,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,215,17,1,15,random,,0.05,random_uniform,42,1.521719365805568,4,0.7932357448939426,535.4635076978701,0.46195059571228464,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,43,3,1,15,random,,0.05,random_uniform,1,-0.0,6,2.3163460082440825,271.3032554689295,3.857893913135462,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,45,3,1,15,random,,0.05,random_uniform,2,0.6931471805599453,0,1.619408415869196,399.2941957890928,2.7886529801411424,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,83,6,1,15,random,,0.05,random_uniform,165,0.7163703465940834,1,1.5113752911057265,530.5836903660695,2.0093833430662467,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,96,7,1,15,random,,0.05,random_uniform,406,0.976478358472114,8,1.3250720199394128,404.9133581657208,2.996326169706289,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,140,11,1,15,random,,0.05,random_uniform,4,0.5623351446188083,2,1.7521899758935873,333.9270631852678,6.055941878711427,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,141,11,1,15,random,,0.05,random_uniform,30,1.5190465305721117,7,0.7674065092926465,401.09643414160416,2.869583829181718,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,147,11,1,15,random,,0.05,random_uniform,14,0.8918673953172509,7,1.3950007042270034,542.103656327626,2.540797429767278,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,151,12,1,15,random,,0.05,random_uniform,210,0.14950144571405588,5,2.251522034186354,59.71953091395691,5.256481255585119,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,192,15,1,15,random,,0.05,random_uniform,5,-0.0,8,2.3277319754160017,484.836426855211,4.739542518360244,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,193,15,1,15,random,,0.05,random_uniform,49,0.7946603084287958,9,1.5090944792576573,315.4408952658323,4.4252255726357275,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,202,16,1,15,random,,0.05,random_uniform,344,0.7151651242351365,7,1.5572907521493602,322.9654192480836,3.1555204714008904,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,228,18,1,15,random,,0.05,random_uniform,56,0.42008907680192553,1,1.7809840036757387,341.43963612458083,3.805897254550807,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,235,18,1,15,random,,0.05,random_uniform,231,0.696711248923874,2,1.5968824956831422,463.605168585859,4.030063670844018,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,265,21,1,15,random,,0.05,random_uniform,52,1.03127351150664,1,1.2200074472909117,337.2273981860745,3.468085735682727,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,279,22,1,15,random,,0.05,random_uniform,12,0.6172417697303416,1,1.6358465807671725,412.30022652116133,0.04336722844290614,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,10,9,0,1,15,random,,0.05,random_uniform,107,0.20393077072313337,3,2.077417173602598,128.22560033790126,6.03442502546451,,,,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,10,25,2,1,15,random,,0.05,random_uniform,59,0.8243222826562666,2,1.4886055708722064,479.06110685758097,1.386012514368108,,,,,,,
