schema_version,run_id,physical_client_id,device_id,virtual_client_id,num_examples,radius_m,distance_m,angle_rad,x_m,y_m,device_group_size,hardware_class,max_compute_flops,battery_level_init,mobility_class,default_channel_gain,default_pathloss_db,default_noise_power,label_entropy,dominant_label,dominant_label_fraction,kl_to_global_label_distribution,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
bayesfl_observability_v1,,10,10,0,264,398.6609854138698,398.6609854138698,2.6261177995751868,-346.85847546838255,196.51915755698514,12,synthetic,,,static,,,,0.6208219280032783,0,0.8327645051194539,1.6948761476345018,244,13,0,0,0,26,0,10,0,0
bayesfl_observability_v1,,11,11,0,2,184.56611946256038,184.56611946256038,0.8994710010681625,114.80460394883278,144.51489669103236,12,synthetic,,,static,,,,0.6931471805599453,2,0.5,1.5913406603425941,0,0,1,0,0,0,0,1,0,0
bayesfl_observability_v1,,12,12,1,1408,519.2429168057155,519.2429168057155,5.405584059923019,331.7952483569886,-399.40595866941123,13,synthetic,,,static,,,,1.0327057287701606,7,0.5485933503836317,1.248593947717984,0,0,534,81,0,6,84,858,1,0
bayesfl_observability_v1,,13,13,1,101,272.7225789381613,272.7225789381613,3.8452462972936035,-207.9464244224932,-176.4536472634724,13,synthetic,,,static,,,,0.8381359163365036,8,0.7767857142857143,1.4832506162173797,0,0,2,0,3,2,7,11,87,0
bayesfl_observability_v1,,14,14,1,33,483.78573872989597,483.78573872989597,0.4777667413128442,429.6133383155966,222.44329735858508,13,synthetic,,,static,,,,1.0471745538422783,9,0.5277777777777778,1.2699740071398617,0,0,4,0,12,0,1,0,0,19
bayesfl_observability_v1,,15,15,1,51,519.4134380723592,519.4134380723592,5.784100292641981,456.055834564169,-248.60288697062197,13,synthetic,,,static,,,,0.4639406270393286,9,0.8571428571428571,1.8477013096607757,7,0,1,0,0,0,0,0,0,48
bayesfl_observability_v1,,16,16,1,369,457.77769010845736,457.77769010845736,0.4702079771507635,408.0969446370842,207.40611692742198,13,synthetic,,,static,,,,0.1490487639578261,8,0.9706601466992665,2.177886214364074,0,1,1,0,0,0,0,0,397,10
bayesfl_observability_v1,,17,17,1,132,371.9773416923275,371.9773416923275,3.3227777376170584,-365.88838391036273,-67.02860025357546,13,synthetic,,,static,,,,1.2053659931842142,9,0.5,1.1004903769146668,0,0,0,38,0,0,18,0,17,73
bayesfl_observability_v1,,18,18,1,406,192.73869487670333,192.73869487670333,4.079410567499369,-114.01433996606042,-155.39927536793263,13,synthetic,,,static,,,,0.93387416116756,4,0.7560975609756098,1.3882321409892098,2,33,0,0,341,29,11,0,8,27
bayesfl_observability_v1,,19,19,1,426,532.1810432573344,532.1810432573344,3.5395651471461984,-490.5903754948561,-206.2468091250891,13,synthetic,,,static,,,,0.9753254220848997,8,0.6004228329809725,1.3234545863280318,0,125,0,7,0,57,0,0,284,0
bayesfl_observability_v1,,20,20,1,3,275.16926983776,275.16926983776,4.09262531384759,-159.83008850573623,-223.99212010982552,13,synthetic,,,static,,,,-0.0,9,1.0,2.311121424016332,0,0,0,0,0,0,0,0,0,3
bayesfl_observability_v1,,21,21,1,161,265.51506578129704,265.51506578129704,4.270296457531731,-113.59577383626913,-239.98802120811297,13,synthetic,,,static,,,,1.0524636786770594,5,0.4606741573033708,1.2525934745728768,24,70,0,0,0,82,1,1,0,0
bayesfl_observability_v1,,22,22,1,257,207.4522898639769,207.4522898639769,3.1611263239482317,-207.41271293086288,-4.052046947773453,13,synthetic,,,static,,,,0.4385302006761509,2,0.8982456140350877,1.8631715997773055,0,18,256,4,3,0,4,0,0,0
bayesfl_observability_v1,,23,23,1,306,329.5695305074107,329.5695305074107,2.470793842880754,-258.1601729750991,204.86434665002602,13,synthetic,,,static,,,,1.0359434414661433,3,0.5529411764705883,1.2422106794126557,6,0,0,188,0,0,0,115,23,8
bayesfl_observability_v1,,24,24,1,27,413.5419178369083,413.5419178369083,3.5761099207991176,-375.11285908265756,-174.08980659149032,13,synthetic,,,static,,,,1.3110298871791874,0,0.4666666666666667,1.0210991742953581,14,0,1,0,0,6,0,2,7,0
bayesfl_observability_v1,,25,25,2,59,479.06110685758097,479.06110685758097,1.386012514368108,88.0198280802894,470.9055679946107,12,synthetic,,,static,,,,0.8243222826562666,2,0.6923076923076923,1.4886055708722064,12,0,45,0,0,0,0,0,8,0
bayesfl_observability_v1,,26,26,2,29,294.1450875328441,294.1450875328441,0.13079865118838344,291.6325134413711,38.36417109195839,12,synthetic,,,static,,,,1.0130227035447372,6,0.46875,1.337996707207389,0,0,0,0,0,12,15,0,5,0
bayesfl_observability_v1,,27,27,2,611,34.926743227516376,34.926743227516376,2.424058602647788,-26.31483696378515,22.965337969432714,12,synthetic,,,static,,,,0.08162587036147914,2,0.9852507374631269,2.2275297802473157,0,0,668,9,0,0,0,1,0,0
bayesfl_observability_v1,,28,28,2,974,203.24444994514093,203.24444994514093,3.955662608116106,-139.53644353568464,-147.7764776915311,12,synthetic,,,static,,,,0.5737132467087467,4,0.7393715341959335,1.7750512712888695,0,0,0,0,800,282,0,0,0,0
bayesfl_observability_v1,,29,29,2,338,458.3527672480624,458.3527672480624,2.663154714480116,-406.88670356419453,211.0224388699452,12,synthetic,,,static,,,,1.2090758876194794,0,0.5013333333333333,1.1323626999805705,188,12,0,3,1,127,0,0,19,25
bayesfl_observability_v1,,30,30,2,2,247.4723068152236,247.4723068152236,0.33109398170456106,234.03141279273453,80.44774991685505,12,synthetic,,,static,,,,0.6931471805599453,2,0.5,1.6262933525338354,0,0,1,0,1,0,0,0,0,0
bayesfl_observability_v1,,31,31,2,70,78.31797689682737,78.31797689682737,0.39363799314716413,72.32820388604402,30.038915223936307,12,synthetic,,,static,,,,1.0160542936625165,8,0.6103896103896104,1.3094444340884457,0,2,0,0,0,14,0,14,47,0
bayesfl_observability_v1,,32,32,2,4,510.3839856417879,510.3839856417879,2.064211005845625,-241.73624069788823,449.50573159065436,12,synthetic,,,static,,,,0.5623351446188083,0,0.75,1.7533774711376668,3,0,0,0,0,0,1,0,0,0
bayesfl_observability_v1,,33,33,2,3,463.9432407189378,463.9432407189378,6.272953963304335,463.91895804933904,-4.7466800193240095,12,synthetic,,,static,,,,0.6365141682948128,5,0.6666666666666666,1.7421059981397873,0,0,0,0,0,2,0,0,1,0
bayesfl_observability_v1,,34,34,2,89,518.7689813630911,518.7689813630911,0.8945761526500957,324.67128153162435,404.6106955742914,12,synthetic,,,static,,,,0.9392429968990706,4,0.6836734693877551,1.3654484544000312,12,16,0,0,67,1,2,0,0,0
bayesfl_observability_v1,,35,35,2,12,482.6506453581826,482.6506453581826,4.375125053869003,-159.7121880241896,-455.4598362766975,12,synthetic,,,static,,,,0.8981370031878679,2,0.5384615384615384,1.419319868930796,0,0,7,0,0,1,0,0,0,5
bayesfl_observability_v1,,36,36,2,72,396.0500641632131,396.0500641632131,5.286805998777361,215.1920061248028,-332.4876746943683,12,synthetic,,,static,,,,0.8732300140738931,5,0.55,1.4909129377062735,32,0,3,0,0,44,0,0,1,0
bayesfl_observability_v1,,37,37,3,84,442.6325033379362,442.6325033379362,2.7426773211159468,-407.8782569312811,171.92690462492465,13,synthetic,,,static,,,,0.7306975233730556,4,0.8172043010752689,1.5908098077517105,0,0,5,2,76,0,0,7,1,2
bayesfl_observability_v1,,38,38,3,257,530.7273757034001,530.7273757034001,3.065508738320726,-529.1919893077995,40.34086976593089,13,synthetic,,,static,,,,1.3397067534967495,8,0.47017543859649125,0.9396094349232524,0,68,2,46,6,0,0,29,134,0
bayesfl_observability_v1,,39,39,3,138,197.35125607760176,197.35125607760176,5.345133981472537,116.70575166623925,-159.1454862804008,13,synthetic,,,static,,,,0.778571268152444,9,0.7320261437908496,1.5315510853062817,0,0,2,10,0,0,29,0,0,112
bayesfl_observability_v1,,40,40,3,3,326.4062597996715,326.4062597996715,6.2699677170919434,326.37774786292766,-4.3141785236437284,13,synthetic,,,static,,,,0.6365141682948128,6,0.6666666666666666,1.636379152337986,0,1,0,0,0,0,2,0,0,0
bayesfl_observability_v1,,41,41,3,4,462.8203939719845,462.8203939719845,5.9117206090117875,431.2545103599872,-167.99483435674637,13,synthetic,,,static,,,,0.5623351446188083,0,0.75,1.756608808640784,3,0,0,0,1,0,0,0,0,0
bayesfl_observability_v1,,42,42,3,53,163.3278020724751,163.3278020724751,0.3638514758956482,152.63523879387105,58.12447684206333,13,synthetic,,,static,,,,1.7308356523576378,5,0.27586206896551724,0.5888361420235744,12,9,0,5,1,16,3,0,12,0
bayesfl_observability_v1,,43,43,3,1,271.3032554689295,271.3032554689295,3.857893913135462,-204.62762462879027,-178.13756388481943,13,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,1,0,0,0
bayesfl_observability_v1,,44,44,3,92,394.5404658477517,394.5404658477517,5.255650337272892,203.9500186357755,-337.7374262497832,13,synthetic,,,static,,,,0.18749585469877714,9,0.9607843137254902,2.1238639523778082,0,0,0,1,3,0,0,0,0,98
bayesfl_observability_v1,,45,45,3,2,399.2941957890928,399.2941957890928,2.7886529801411424,-374.6819602405036,138.0191416477875,13,synthetic,,,static,,,,0.6931471805599453,0,0.5,1.619408415869196,1,0,1,0,0,0,0,0,0,0
bayesfl_observability_v1,,46,46,3,44,342.6954868921892,342.6954868921892,0.15499575149570433,338.5873173593828,52.903924803848106,13,synthetic,,,static,,,,0.7751254239840702,0,0.7708333333333334,1.531153988824562,37,1,0,0,0,1,0,7,0,2
bayesfl_observability_v1,,47,47,3,19,249.32788320523036,249.32788320523036,1.6398080213030586,-17.19288494239354,248.7343925776221,13,synthetic,,,static,,,,0.6680178186607534,3,0.7619047619047619,1.6176422038869243,0,1,0,16,4,0,0,0,0,0
bayesfl_observability_v1,,48,48,3,301,345.16871175329607,345.16871175329607,6.175871470061512,343.1830921753757,-36.9703234821876,13,synthetic,,,static,,,,1.0064987190769517,7,0.6676646706586826,1.2541394113670787,0,36,1,27,0,0,0,223,0,47
bayesfl_observability_v1,,49,49,3,150,260.99446532853915,260.99446532853915,5.832425601480739,234.92539770103787,-113.70210396971207,13,synthetic,,,static,,,,0.920597656574196,9,0.6024096385542169,1.3497719675351394,2,51,0,13,0,0,0,0,0,100
bayesfl_observability_v1,,50,50,4,13,512.4147341853131,512.4147341853131,4.810290372805616,50.08601665290906,-509.9610286541999,12,synthetic,,,static,,,,0.8953326659680909,1,0.7142857142857143,1.3255516450199865,0,10,0,1,1,0,0,0,0,2
bayesfl_observability_v1,,51,51,4,24,439.42159618694393,439.42159618694393,2.8685338169985437,-423.1412462032494,118.5024259542508,12,synthetic,,,static,,,,1.1023452738842328,2,0.4230769230769231,1.226539569881583,0,0,11,0,11,3,0,0,0,1
bayesfl_observability_v1,,52,52,4,24,464.7900413267482,464.7900413267482,5.277562652447477,248.9241115721193,-392.5131452506418,12,synthetic,,,static,,,,1.0880102622771117,9,0.38461538461538464,1.1812023456676566,0,9,0,0,0,0,7,0,0,10
bayesfl_observability_v1,,53,53,4,385,385.15233525000343,385.15233525000343,4.982057395930648,102.60914639103636,-371.23265538666436,12,synthetic,,,static,,,,0.6199400754114299,3,0.7517564402810304,1.6563453455408537,0,0,2,321,1,0,2,101,0,0
bayesfl_observability_v1,,54,54,4,3,530.5746885236875,530.5746885236875,4.131226103072369,-291.2835246741672,-443.4674828613726,12,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,3,0,0,0
bayesfl_observability_v1,,55,55,4,63,321.6262409200987,321.6262409200987,5.9827083364166365,307.21591419637815,-95.19359701617016,12,synthetic,,,static,,,,1.1559825345480084,6,0.5507246376811594,1.158099049240569,3,0,21,2,1,0,38,0,4,0
bayesfl_observability_v1,,56,56,4,2,336.876853931421,336.876853931421,4.436417616942673,-91.79276887316826,-324.1297615112335,12,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,2,0,0,0,0
bayesfl_observability_v1,,57,57,4,213,424.82959356888534,424.82959356888534,3.414469970958966,-409.1106593954339,-114.4930213634768,12,synthetic,,,static,,,,0.995433157814133,3,0.6440677966101694,1.2955429990385827,60,3,2,152,0,6,1,12,0,0
bayesfl_observability_v1,,58,58,4,463,433.65932740555445,433.65932740555445,3.31733339148548,-426.9798029983225,-75.81991873743726,12,synthetic,,,static,,,,0.8886543877137418,1,0.6284046692607004,1.3317328076251618,0,323,0,151,5,0,0,34,0,1
bayesfl_observability_v1,,59,59,4,144,187.1992605708094,187.1992605708094,5.578669761177742,142.6318724178726,-121.24236936331091,12,synthetic,,,static,,,,0.47213773126456937,2,0.8742138364779874,1.8460163725247734,5,0,139,0,0,14,1,0,0,0
bayesfl_observability_v1,,60,60,4,6,479.70175592926756,479.70175592926756,3.1488090120682655,-479.6892655499998,-3.461669788467922,12,synthetic,,,static,,,,0.6365141682948128,9,0.6666666666666666,1.6573554390074312,0,0,0,0,0,0,0,2,0,4
bayesfl_observability_v1,,61,61,4,198,443.8143499745043,443.8143499745043,5.185910990858567,202.38980997883138,-394.9804325027055,12,synthetic,,,static,,,,0.38144262903567916,9,0.9041095890410958,1.9227600406973597,0,12,9,0,0,0,0,0,0,198
bayesfl_observability_v1,,62,62,5,230,430.1302587074913,430.1302587074913,2.9627211075483966,-423.2675704141931,76.52844759590701,13,synthetic,,,static,,,,0.7398855854147172,1,0.5843137254901961,1.5046979575000918,0,149,2,1,0,0,0,0,103,0
bayesfl_observability_v1,,63,63,5,8,375.9112689849976,375.9112689849976,0.7999934120921338,261.9016797253534,269.6605130658726,13,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,8,0,0,0,0,0
bayesfl_observability_v1,,64,64,5,14,436.81436912462726,436.81436912462726,1.9310790567759586,-153.99402455795706,408.76965821130784,13,synthetic,,,static,,,,0.8033149761408755,7,0.6666666666666666,1.498435876843149,0,0,0,0,0,4,1,10,0,0
bayesfl_observability_v1,,65,65,5,234,444.05687184584593,444.05687184584593,3.341585876187733,-435.20589665252334,-88.21753200124787,13,synthetic,,,static,,,,1.3610773181129292,9,0.4517374517374517,0.9648383655468464,37,0,3,5,0,29,0,0,68,117
bayesfl_observability_v1,,66,66,5,62,521.1253930592115,521.1253930592115,1.979567985571703,-207.1382189600275,478.1897463739529,13,synthetic,,,static,,,,0.9660110351731741,5,0.7205882352941176,1.4090820076417192,0,1,0,7,0,49,3,0,7,1
bayesfl_observability_v1,,67,67,5,16,520.7471560224626,520.7471560224626,1.9104971155417736,-173.5155532125563,490.98875068459927,13,synthetic,,,static,,,,-0.0,9,1.0,2.311121424016332,0,0,0,0,0,0,0,0,0,17
bayesfl_observability_v1,,68,68,5,63,454.70173775484653,454.70173775484653,6.209823751991205,453.47870274187466,-33.327713345258005,13,synthetic,,,static,,,,1.4664510448986239,9,0.37681159420289856,0.8489783962099641,12,0,0,0,2,0,18,1,10,26
bayesfl_observability_v1,,69,69,5,1,503.3134101777154,503.3134101777154,0.597063216187032,416.2353011658439,282.97095774672783,13,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,1,0,0
bayesfl_observability_v1,,70,70,5,44,312.8278346471957,312.8278346471957,6.254261365008327,312.6969887575348,-9.04695263739987,13,synthetic,,,static,,,,0.9231677754626141,1,0.4791666666666667,1.3278616130171497,2,23,22,0,1,0,0,0,0,0
bayesfl_observability_v1,,71,71,5,2,368.0283492417785,368.0283492417785,0.6968815853170758,282.22158387167974,236.2114380011877,13,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,2,0,0,0,0
bayesfl_observability_v1,,72,72,5,243,120.93847648909959,120.93847648909959,2.7047799311386003,-109.58291623139579,51.16345928225911,13,synthetic,,,static,,,,0.5850114854903742,8,0.7592592592592593,1.7313068426386855,0,0,0,63,0,0,0,2,205,0
bayesfl_observability_v1,,73,73,5,163,433.18462453670395,433.18462453670395,0.9332705617839532,257.8354053936389,348.09455994097794,13,synthetic,,,static,,,,0.5806591790624623,3,0.8453038674033149,1.7081390410628632,2,0,0,153,19,4,0,3,0,0
bayesfl_observability_v1,,74,74,5,70,448.8275593995928,448.8275593995928,0.8340559361124446,301.5570105020369,332.4297632488244,13,synthetic,,,static,,,,1.1534898214385076,0,0.33766233766233766,1.1546999842430363,26,0,1,25,0,0,0,0,25,0
bayesfl_observability_v1,,75,75,6,1255,485.0116432459541,485.0116432459541,3.4413935150410224,-463.3778539318803,-143.2384674925895,12,synthetic,,,static,,,,1.2609117925786006,6,0.6255380200860832,1.0481333848545875,38,3,25,133,170,0,872,122,2,29
bayesfl_observability_v1,,76,76,6,933,387.9205314772656,387.9205314772656,5.339625383666714,227.67422531893538,-314.08085880395015,12,synthetic,,,static,,,,0.0076666405810588475,0,0.999034749034749,2.3077806594899846,1035,0,0,0,0,0,0,1,0,0
bayesfl_observability_v1,,77,77,6,103,482.20293006246277,482.20293006246277,1.0688092845431048,232.02080491725235,422.7126823817505,12,synthetic,,,static,,,,0.560246206790157,0,0.8333333333333334,1.7468416333340404,95,7,0,0,0,0,0,0,0,12
bayesfl_observability_v1,,78,78,6,10,81.32713332086043,81.32713332086043,4.78352099908292,5.780085977277225,-81.12147200516205,12,synthetic,,,static,,,,0.6554817739013927,5,0.6363636363636364,1.6692820093029912,0,4,0,0,0,7,0,0,0,0
bayesfl_observability_v1,,79,79,6,34,219.91129097851376,219.91129097851376,4.559978394090928,-33.387199165709035,-217.36207312156787,12,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,37,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,80,80,6,127,473.32247054734864,473.32247054734864,4.706451518668536,-2.8103175359700825,-473.3141274464483,12,synthetic,,,static,,,,0.7755044244857179,8,0.8085106382978723,1.553098974403993,0,3,4,0,1,10,1,0,114,8
bayesfl_observability_v1,,81,81,6,44,493.3182778151673,493.3182778151673,1.396117985534601,85.73446561002073,485.8112026632226,12,synthetic,,,static,,,,1.526223874005866,3,0.4583333333333333,0.7872639671545474,0,0,6,22,6,7,5,0,0,2
bayesfl_observability_v1,,82,82,6,2,522.2747400291731,522.2747400291731,2.145992916681383,-284.11733160727863,438.2330954559457,12,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,2,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,83,83,6,165,530.5836903660695,530.5836903660695,2.0093833430662467,-225.31801000931245,480.36532644219903,12,synthetic,,,static,,,,0.7163703465940834,1,0.6830601092896175,1.5113752911057265,54,125,0,0,3,1,0,0,0,0
bayesfl_observability_v1,,84,84,6,274,495.0572154735567,495.0572154735567,5.696552780601844,412.28834968338754,-274.04372517498064,12,synthetic,,,static,,,,1.133714687294696,1,0.3782894736842105,1.1323684819948365,72,115,0,0,0,0,113,4,0,0
bayesfl_observability_v1,,85,85,6,91,101.05014002889084,101.05014002889084,5.146080158971667,42.46360409215519,-91.69500055817191,12,synthetic,,,static,,,,0.7052992177089794,9,0.801980198019802,1.615535625363525,4,0,0,0,7,9,0,0,0,81
bayesfl_observability_v1,,86,86,6,7,416.53476519919326,416.53476519919326,2.7163714976901447,-379.4413128106612,171.829859896553,12,synthetic,,,static,,,,0.410116318288409,0,0.8571428571428571,1.9071323795658244,6,0,0,0,0,0,0,0,1,0
bayesfl_observability_v1,,87,87,7,39,374.83550460292463,374.83550460292463,2.295494594932251,-248.48204181092132,280.6391462508477,13,synthetic,,,static,,,,0.4377023180952629,4,0.8837209302325582,1.8840029267722176,0,2,0,0,38,0,3,0,0,0
bayesfl_observability_v1,,88,88,7,205,497.7510695876567,497.7510695876567,3.365019667719345,-485.37889141290333,-110.28807300174057,13,synthetic,,,static,,,,0.7902076087663292,8,0.6784140969162996,1.5291533326690006,3,4,64,0,0,0,0,2,154,0
bayesfl_observability_v1,,89,89,7,52,546.5384330237597,546.5384330237597,4.125130843665766,-302.82634766008624,-454.97303429425267,13,synthetic,,,static,,,,0.8769609959156035,8,0.631578947368421,1.4396900839655709,17,3,0,0,1,0,0,0,36,0
bayesfl_observability_v1,,90,90,7,127,476.2277436151597,476.2277436151597,1.5523475188887363,8.785335781113023,476.14670183043313,13,synthetic,,,static,,,,0.33259851747627467,7,0.9078014184397163,1.931410578800812,0,0,12,0,0,0,0,128,0,1
bayesfl_observability_v1,,91,91,7,21,464.40227318498495,464.40227318498495,0.9928567282267872,253.70264879651884,388.9787106423841,13,synthetic,,,static,,,,0.38721237518636065,6,0.8695652173913043,1.9290234778424857,3,0,0,0,0,0,20,0,0,0
bayesfl_observability_v1,,92,92,7,263,534.980056763498,534.980056763498,2.0325682341798506,-238.3524098064914,478.94862968184174,13,synthetic,,,static,,,,1.1235252994155807,2,0.5821917808219178,1.1782721753134522,9,0,170,2,0,0,0,62,46,3
bayesfl_observability_v1,,93,93,7,103,520.4425354053219,520.4425354053219,6.110323892359406,512.6861887036129,-89.51706301975709,13,synthetic,,,static,,,,1.1983912561963983,6,0.5526315789473685,1.1190743533532796,11,0,26,0,0,2,63,0,12,0
bayesfl_observability_v1,,94,94,7,163,413.0009631664054,413.0009631664054,0.6443426491629795,330.1921193745155,248.0785357086426,13,synthetic,,,static,,,,1.3759749478332663,9,0.4198895027624309,0.9081964456095792,0,33,0,42,27,0,2,0,1,76
bayesfl_observability_v1,,95,95,7,23,462.4736593564874,462.4736593564874,3.3191875175531025,-455.1996133817868,-81.70188232624892,13,synthetic,,,static,,,,0.8945510979978213,4,0.56,1.3821042036330575,0,9,0,0,14,0,2,0,0,0
bayesfl_observability_v1,,96,96,7,406,404.9133581657208,404.9133581657208,2.996326169706289,-400.64855389556936,58.61368340609857,13,synthetic,,,static,,,,0.976478358472114,8,0.6585365853658537,1.3250720199394128,20,77,0,0,0,0,57,0,297,0
bayesfl_observability_v1,,97,97,7,4,474.5577579749368,474.5577579749368,3.957671339207772,-325.1114560405546,-345.69872259727725,13,synthetic,,,static,,,,0.6931471805599453,1,0.5,1.5580197962672118,0,2,0,0,0,0,2,0,0,0
bayesfl_observability_v1,,98,98,7,780,549.8039070437338,549.8039070437338,0.663157723523529,433.2742019468522,338.4638860024405,13,synthetic,,,static,,,,1.14643460798294,7,0.5554272517321016,1.1350968930507688,0,0,11,146,193,0,35,481,0,0
bayesfl_observability_v1,,99,99,7,18,421.4606558707937,421.4606558707937,5.53959021131973,310.21175870591,-285.3029078148799,13,synthetic,,,static,,,,0.6128694524619496,3,0.8,1.681828938853387,0,1,0,16,0,3,0,0,0,0
bayesfl_observability_v1,,100,100,8,10,300.18614970373824,300.18614970373824,3.7006468336014144,-254.48495128875413,-159.21411382636776,12,synthetic,,,static,,,,0.6001660731596457,2,0.8181818181818182,1.7117035045711888,0,0,9,0,0,0,1,0,1,0
bayesfl_observability_v1,,101,101,8,1047,152.34664836523982,152.34664836523982,2.7093013664620176,-138.332005009729,63.825995159576955,12,synthetic,,,static,,,,1.3655297072495858,7,0.36715391229578676,0.9316261638098886,53,0,0,0,51,0,3,427,282,347
bayesfl_observability_v1,,102,102,8,8,275.3879835647775,275.3879835647775,3.1964630367488636,-274.973524149035,-15.103062899102556,12,synthetic,,,static,,,,1.0735428464085233,5,0.625,1.2939773289156493,0,0,0,1,0,5,0,0,1,1
bayesfl_observability_v1,,103,103,8,34,201.28823144984364,201.28823144984364,6.136110008091885,199.1151056366925,-29.49791225654124,12,synthetic,,,static,,,,0.95557352218981,1,0.5405405405405406,1.2692229080072153,0,20,0,0,0,0,0,14,2,1
bayesfl_observability_v1,,104,104,8,14,429.36715569146986,429.36715569146986,0.1770332118014059,422.6563638888208,75.61582143218193,12,synthetic,,,static,,,,1.3095258353040693,6,0.4,0.9903230688691502,0,2,0,0,0,0,6,0,3,4
bayesfl_observability_v1,,105,105,8,413,481.7202222938435,481.7202222938435,1.2261557081869083,162.75324783489265,453.3935959914123,12,synthetic,,,static,,,,1.5226552204244723,1,0.3951965065502183,0.7426563375743231,54,181,77,0,0,0,41,6,99,0
bayesfl_observability_v1,,106,106,8,699,492.88205255459764,492.88205255459764,3.08096390636755,-491.9764509981277,29.86451730264532,12,synthetic,,,static,,,,0.8165958843333622,8,0.720360824742268,1.4987922765808088,0,1,0,0,0,0,89,122,559,5
bayesfl_observability_v1,,107,107,8,2,122.44727650103779,122.44727650103779,3.641393496418491,-107.46928386971122,-58.68294937247983,12,synthetic,,,static,,,,-0.0,9,1.0,2.311121424016332,0,0,0,0,0,0,0,0,0,2
bayesfl_observability_v1,,108,108,8,1,423.2285017459682,423.2285017459682,3.4718177386646465,-400.3612043746906,-137.23436421605268,12,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,1,0,0,0
bayesfl_observability_v1,,109,109,8,28,452.16527865496397,452.16527865496397,3.008083198190912,-448.14138895772635,60.18915786220155,12,synthetic,,,static,,,,0.8583093118876355,6,0.6451612903225806,1.4436829998723784,0,3,8,0,0,0,20,0,0,0
