schema_version,run_id,physical_client_id,device_id,virtual_client_id,num_examples,radius_m,distance_m,angle_rad,x_m,y_m,device_group_size,hardware_class,max_compute_flops,battery_level_init,mobility_class,default_channel_gain,default_pathloss_db,default_noise_power,label_entropy,dominant_label,dominant_label_fraction,kl_to_global_label_distribution,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9
bayesfl_observability_v1,,31,31,2,5,78.31797689682737,78.31797689682737,0.39363799314716413,72.32820388604402,30.038915223936307,12,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,5,0,0,0,0,0
bayesfl_observability_v1,,32,32,2,6,510.3839856417879,510.3839856417879,2.064211005845625,-241.73624069788823,449.50573159065436,12,synthetic,,,static,,,,0.6365141682948128,3,0.6666666666666666,1.6559774556419777,2,0,0,4,0,0,0,0,0,0
bayesfl_observability_v1,,33,33,2,5,463.9432407189378,463.9432407189378,6.272953963304335,463.91895804933904,-4.7466800193240095,12,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,5,0,0,0
bayesfl_observability_v1,,34,34,2,1791,518.7689813630911,518.7689813630911,0.8945761526500957,324.67128153162435,404.6106955742914,12,synthetic,,,static,,,,-0.0,8,1.0,2.3277319754160017,0,0,0,0,0,0,0,0,1989,0
bayesfl_observability_v1,,35,35,2,5,482.6506453581826,482.6506453581826,4.375125053869003,-159.7121880241896,-455.4598362766975,12,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,5,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,36,36,2,5,396.0500641632131,396.0500641632131,5.286805998777361,215.1920061248028,-332.4876746943683,12,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,5,0,0,0,0
bayesfl_observability_v1,,37,37,3,5,442.6325033379362,442.6325033379362,2.7426773211159468,-407.8782569312811,171.92690462492465,13,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,5,0,0
bayesfl_observability_v1,,38,38,3,6,530.7273757034001,530.7273757034001,3.065508738320726,-529.1919893077995,40.34086976593089,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,6,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,39,39,3,9,197.35125607760176,197.35125607760176,5.345133981472537,116.70575166623925,-159.1454862804008,13,synthetic,,,static,,,,0.5297061990576545,5,0.7777777777777778,1.8258966592120964,0,2,0,0,0,7,0,0,0,0
bayesfl_observability_v1,,40,40,3,111,326.4062597996715,326.4062597996715,6.2699677170919434,326.37774786292766,-4.3141785236437284,13,synthetic,,,static,,,,0.08310345798765681,9,0.983739837398374,2.225983275319633,0,2,0,0,0,0,0,0,0,121
bayesfl_observability_v1,,41,41,3,9,462.8203939719845,462.8203939719845,5.9117206090117875,431.2545103599872,-167.99483435674637,13,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,10,0,0,0,0
bayesfl_observability_v1,,42,42,3,5,163.3278020724751,163.3278020724751,0.3638514758956482,152.63523879387105,58.12447684206333,13,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,5,0,0,0,0,0
bayesfl_observability_v1,,43,43,3,5,271.3032554689295,271.3032554689295,3.857893913135462,-204.62762462879027,-178.13756388481943,13,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,5,0,0
bayesfl_observability_v1,,44,44,3,6,394.5404658477517,394.5404658477517,5.255650337272892,203.9500186357755,-337.7374262497832,13,synthetic,,,static,,,,-0.0,3,1.0,2.28098669344155,0,0,0,6,0,0,0,0,0,0
bayesfl_observability_v1,,45,45,3,5,399.2941957890928,399.2941957890928,2.7886529801411424,-374.6819602405036,138.0191416477875,13,synthetic,,,static,,,,-0.0,8,1.0,2.3277319754160017,0,0,0,0,0,0,0,0,5,0
bayesfl_observability_v1,,46,46,3,6,342.6954868921892,342.6954868921892,0.15499575149570433,338.5873173593828,52.903924803848106,13,synthetic,,,static,,,,0.45056120886630463,6,0.8333333333333334,1.8679390243798561,0,0,0,0,1,0,5,0,0,0
bayesfl_observability_v1,,47,47,3,5,249.32788320523036,249.32788320523036,1.6398080213030586,-17.19288494239354,248.7343925776221,13,synthetic,,,static,,,,-0.0,3,1.0,2.28098669344155,0,0,0,5,0,0,0,0,0,0
bayesfl_observability_v1,,48,48,3,5,345.16871175329607,345.16871175329607,6.175871470061512,343.1830921753757,-36.9703234821876,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,5,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,49,49,3,7,260.99446532853915,260.99446532853915,5.832425601480739,234.92539770103787,-113.70210396971207,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,7,0,0,0,0,0,0,0
bayesfl_observability_v1,,50,50,4,5,512.4147341853131,512.4147341853131,4.810290372805616,50.08601665290906,-509.9610286541999,12,synthetic,,,static,,,,-0.0,3,1.0,2.28098669344155,0,0,0,5,0,0,0,0,0,0
bayesfl_observability_v1,,51,51,4,126,439.42159618694393,439.42159618694393,2.8685338169985437,-423.1412462032494,118.5024259542508,12,synthetic,,,static,,,,0.042414731858117456,2,0.9928571428571429,2.267324420840643,0,0,139,0,0,0,0,0,1,0
bayesfl_observability_v1,,52,52,4,17,464.7900413267482,464.7900413267482,5.277562652447477,248.9241115721193,-392.5131452506418,12,synthetic,,,static,,,,0.854414981600184,3,0.5555555555555556,1.4515880753037833,0,0,0,10,0,1,0,0,7,0
bayesfl_observability_v1,,53,53,4,5,385.15233525000343,385.15233525000343,4.982057395930648,102.60914639103636,-371.23265538666436,12,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,5,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,54,54,4,5,530.5746885236875,530.5746885236875,4.131226103072369,-291.2835246741672,-443.4674828613726,12,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,5,0,0,0,0
bayesfl_observability_v1,,55,55,4,5,321.6262409200987,321.6262409200987,5.9827083364166365,307.21591419637815,-95.19359701617016,12,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,5,0,0,0
bayesfl_observability_v1,,56,56,4,306,336.876853931421,336.876853931421,4.436417616942673,-91.79276887316826,-324.1297615112335,12,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,340,0,0
bayesfl_observability_v1,,57,57,4,5,424.82959356888534,424.82959356888534,3.414469970958966,-409.1106593954339,-114.4930213634768,12,synthetic,,,static,,,,-0.0,3,1.0,2.28098669344155,0,0,0,5,0,0,0,0,0,0
bayesfl_observability_v1,,58,58,4,5,433.65932740555445,433.65932740555445,3.31733339148548,-426.9798029983225,-75.81991873743726,12,synthetic,,,static,,,,0.6730116670092565,2,0.6,1.5871493359134423,0,2,3,0,0,0,0,0,0,0
bayesfl_observability_v1,,59,59,4,5,187.1992605708094,187.1992605708094,5.578669761177742,142.6318724178726,-121.24236936331091,12,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,5,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,60,60,4,53,479.70175592926756,479.70175592926756,3.1488090120682655,-479.6892655499998,-3.461669788467922,12,synthetic,,,static,,,,0.3325942143118925,8,0.896551724137931,1.9939599024311518,0,0,0,0,0,0,6,0,52,0
bayesfl_observability_v1,,61,61,4,22,443.8143499745043,443.8143499745043,5.185910990858567,202.38980997883138,-394.9804325027055,12,synthetic,,,static,,,,0.6749754468353846,4,0.75,1.6494434870100037,0,0,5,0,18,0,0,0,0,1
bayesfl_observability_v1,,62,62,5,330,430.1302587074913,430.1302587074913,2.9627211075483966,-423.2675704141931,76.52844759590701,13,synthetic,,,static,,,,0.0339166607759742,8,0.994535519125683,2.2935598759407134,0,0,0,2,0,0,0,0,364,0
bayesfl_observability_v1,,63,63,5,8,375.9112689849976,375.9112689849976,0.7999934120921338,261.9016797253534,269.6605130658726,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,8,0,0,0,0,0,0,0
bayesfl_observability_v1,,64,64,5,5,436.81436912462726,436.81436912462726,1.9310790567759586,-153.99402455795706,408.76965821130784,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,65,65,5,52,444.05687184584593,444.05687184584593,3.341585876187733,-435.20589665252334,-88.21753200124787,13,synthetic,,,static,,,,0.5493081947040445,3,0.8070175438596491,1.7284909126991004,1,0,0,46,0,0,0,10,0,0
bayesfl_observability_v1,,66,66,5,63,521.1253930592115,521.1253930592115,1.979567985571703,-207.1382189600275,478.1897463739529,13,synthetic,,,static,,,,0.38366200046938814,5,0.8714285714285714,2.009124200284535,0,0,0,0,0,61,9,0,0,0
bayesfl_observability_v1,,67,67,5,5,520.7471560224626,520.7471560224626,1.9104971155417736,-173.5155532125563,490.98875068459927,13,synthetic,,,static,,,,0.5004024235381879,2,0.8,1.8105545444554372,0,0,4,0,0,0,1,0,0,0
bayesfl_observability_v1,,68,68,5,5,454.70173775484653,454.70173775484653,6.209823751991205,453.47870274187466,-33.327713345258005,13,synthetic,,,static,,,,0.6730116670092565,2,0.6,1.6372027273558825,0,0,3,0,0,0,0,0,0,2
bayesfl_observability_v1,,69,69,5,66,503.3134101777154,503.3134101777154,0.597063216187032,416.2353011658439,282.97095774672783,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,73,0,0,0,0,0,0,0
bayesfl_observability_v1,,70,70,5,5,312.8278346471957,312.8278346471957,6.254261365008327,312.6969887575348,-9.04695263739987,13,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,5,0,0,0,0
bayesfl_observability_v1,,71,71,5,5,368.0283492417785,368.0283492417785,0.6968815853170758,282.22158387167974,236.2114380011877,13,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,5,0,0,0
bayesfl_observability_v1,,72,72,5,5,120.93847648909959,120.93847648909959,2.7047799311386003,-109.58291623139579,51.16345928225911,13,synthetic,,,static,,,,0.5004024235381879,8,0.8,1.82400744159788,0,0,0,0,0,0,0,0,4,1
bayesfl_observability_v1,,73,73,5,5,433.18462453670395,433.18462453670395,0.9332705617839532,257.8354053936389,348.09455994097794,13,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,5,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,74,74,5,5,448.8275593995928,448.8275593995928,0.8340559361124446,301.5570105020369,332.4297632488244,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,5,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,75,75,6,5,485.0116432459541,485.0116432459541,3.4413935150410224,-463.3778539318803,-143.2384674925895,12,synthetic,,,static,,,,0.5004024235381879,1,0.8,1.7116571344388143,0,4,0,0,0,0,1,0,0,0
bayesfl_observability_v1,,76,76,6,72,387.9205314772656,387.9205314772656,5.339625383666714,227.67422531893538,-314.08085880395015,12,synthetic,,,static,,,,0.5481810556897022,5,0.7625,1.8348495467127481,19,0,0,0,0,61,0,0,0,0
bayesfl_observability_v1,,77,77,6,34,482.20293006246277,482.20293006246277,1.0688092845431048,232.02080491725235,422.7126823817505,12,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,37,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,78,78,6,5,81.32713332086043,81.32713332086043,4.78352099908292,5.780085977277225,-81.12147200516205,12,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,5,0,0,0,0,0
bayesfl_observability_v1,,79,79,6,1584,219.91129097851376,219.91129097851376,4.559978394090928,-33.387199165709035,-217.36207312156787,12,synthetic,,,static,,,,0.0048140823541493105,2,0.9994318181818181,2.304849292937096,0,0,1759,0,0,1,0,0,0,0
bayesfl_observability_v1,,80,80,6,1168,473.32247054734864,473.32247054734864,4.706451518668536,-2.8103175359700825,-473.3141274464483,12,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,1297,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,81,81,6,12,493.3182778151673,493.3182778151673,1.396117985534601,85.73446561002073,485.8112026632226,12,synthetic,,,static,,,,0.2711893730418441,3,0.9230769230769231,2.0133931113208177,0,0,0,12,0,0,0,0,1,0
bayesfl_observability_v1,,82,82,6,5,522.2747400291731,522.2747400291731,2.145992916681383,-284.11733160727863,438.2330954559457,12,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,5,0,0
bayesfl_observability_v1,,83,83,6,5,530.5836903660695,530.5836903660695,2.0093833430662467,-225.31801000931245,480.36532644219903,12,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,84,84,6,15,495.0572154735567,495.0572154735567,5.696552780601844,412.28834968338754,-274.04372517498064,12,synthetic,,,static,,,,0.5623351446188083,4,0.75,1.7311153604261633,0,4,0,0,12,0,0,0,0,0
bayesfl_observability_v1,,85,85,6,5,101.05014002889084,101.05014002889084,5.146080158971667,42.46360409215519,-91.69500055817191,12,synthetic,,,static,,,,-0.0,8,1.0,2.3277319754160017,0,0,0,0,0,0,0,0,5,0
bayesfl_observability_v1,,86,86,6,5,416.53476519919326,416.53476519919326,2.7163714976901447,-379.4413128106612,171.829859896553,12,synthetic,,,static,,,,-0.0,5,1.0,2.4040642619438994,0,0,0,0,0,5,0,0,0,0
bayesfl_observability_v1,,87,87,7,18,374.83550460292463,374.83550460292463,2.295494594932251,-248.48204181092132,280.6391462508477,13,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,19,0,0
bayesfl_observability_v1,,88,88,7,141,497.7510695876567,497.7510695876567,3.365019667719345,-485.37889141290333,-110.28807300174057,13,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,156,0,0,0,0,0
bayesfl_observability_v1,,89,89,7,8,546.5384330237597,546.5384330237597,4.125130843665766,-302.82634766008624,-454.97303429425267,13,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,8,0,0,0
bayesfl_observability_v1,,90,90,7,5,476.2277436151597,476.2277436151597,1.5523475188887363,8.785335781113023,476.14670183043313,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,91,91,7,5,464.40227318498495,464.40227318498495,0.9928567282267872,253.70264879651884,388.9787106423841,13,synthetic,,,static,,,,-0.0,3,1.0,2.28098669344155,0,0,0,5,0,0,0,0,0,0
bayesfl_observability_v1,,92,92,7,5,534.980056763498,534.980056763498,2.0325682341798506,-238.3524098064914,478.94862968184174,13,synthetic,,,static,,,,0.9502705392332347,0,0.6,1.361081962062749,3,0,0,1,1,0,0,0,0,0
bayesfl_observability_v1,,93,93,7,48,520.4425354053219,520.4425354053219,6.110323892359406,512.6861887036129,-89.51706301975709,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,53,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,94,94,7,5,413.0009631664054,413.0009631664054,0.6443426491629795,330.1921193745155,248.0785357086426,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,95,95,7,21,462.4736593564874,462.4736593564874,3.3191875175531025,-455.1996133817868,-81.70188232624892,13,synthetic,,,static,,,,-0.0,9,1.0,2.311121424016332,0,0,0,0,0,0,0,0,0,23
bayesfl_observability_v1,,96,96,7,5,404.9133581657208,404.9133581657208,2.996326169706289,-400.64855389556936,58.61368340609857,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,5,0,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,97,97,7,1848,474.5577579749368,474.5577579749368,3.957671339207772,-325.1114560405546,-345.69872259727725,13,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,2053,0,0,0,0,0,0,0
bayesfl_observability_v1,,98,98,7,53,549.8039070437338,549.8039070437338,0.663157723523529,433.2742019468522,338.4638860024405,13,synthetic,,,static,,,,-0.0,7,1.0,2.259365973874069,0,0,0,0,0,0,0,58,0,0
bayesfl_observability_v1,,99,99,7,8,421.4606558707937,421.4606558707937,5.53959021131973,310.21175870591,-285.3029078148799,13,synthetic,,,static,,,,-0.0,1,1.0,2.185987945410232,0,8,0,0,0,0,0,0,0,0
bayesfl_observability_v1,,100,100,8,26,300.18614970373824,300.18614970373824,3.7006468336014144,-254.48495128875413,-159.21411382636776,12,synthetic,,,static,,,,0.9556998911125343,6,0.5714285714285714,1.3183496256358005,0,8,0,4,0,0,16,0,0,0
bayesfl_observability_v1,,101,101,8,5,152.34664836523982,152.34664836523982,2.7093013664620176,-138.332005009729,63.825995159576955,12,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,5,0,0,0,0,0
bayesfl_observability_v1,,102,102,8,338,275.3879835647775,275.3879835647775,3.1964630367488636,-274.973524149035,-15.103062899102556,12,synthetic,,,static,,,,0.6751149747591028,4,0.5946666666666667,1.6535324203194124,0,0,0,0,223,0,0,0,152,0
bayesfl_observability_v1,,103,103,8,5,201.28823144984364,201.28823144984364,6.136110008091885,199.1151056366925,-29.49791225654124,12,synthetic,,,static,,,,0.5004024235381879,1,0.8,1.7116571344388143,0,4,0,0,0,0,1,0,0,0
bayesfl_observability_v1,,104,104,8,797,429.36715569146986,429.36715569146986,0.1770332118014059,422.6563638888208,75.61582143218193,12,synthetic,,,static,,,,0.6856924540657876,6,0.7401129943502824,1.6496696628625496,0,0,0,0,0,194,655,0,0,36
bayesfl_observability_v1,,105,105,8,5,481.7202222938435,481.7202222938435,1.2261557081869083,162.75324783489265,453.3935959914123,12,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,106,106,8,5,492.88205255459764,492.88205255459764,3.08096390636755,-491.9764509981277,29.86451730264532,12,synthetic,,,static,,,,0.5004024235381879,7,0.8,1.7693146403643336,0,0,0,0,0,0,0,4,0,1
bayesfl_observability_v1,,107,107,8,1348,122.44727650103779,122.44727650103779,3.641393496418491,-107.46928386971122,-58.68294937247983,12,synthetic,,,static,,,,0.7061020112951293,8,0.5063460253841016,1.6131793309076632,0,3,0,0,0,0,0,0,758,736
bayesfl_observability_v1,,108,108,8,5,423.2285017459682,423.2285017459682,3.4718177386646465,-400.3612043746906,-137.23436421605268,12,synthetic,,,static,,,,-0.0,2,1.0,2.3096097079310103,0,0,5,0,0,0,0,0,0,0
bayesfl_observability_v1,,109,109,8,5,452.16527865496397,452.16527865496397,3.008083198190912,-448.14138895772635,60.18915786220155,12,synthetic,,,static,,,,0.6730116670092565,0,0.6,1.6479977672497275,3,0,0,0,2,0,0,0,0,0
bayesfl_observability_v1,,110,110,8,5,504.0063693721851,504.0063693721851,4.342182494439445,-182.3535046103153,-469.8612771064106,12,synthetic,,,static,,,,-0.0,4,1.0,2.3292713582565514,0,0,0,0,5,0,0,0,0,0
bayesfl_observability_v1,,111,111,8,15,362.4127345771058,362.4127345771058,5.84665032519695,328.426435487481,-153.228804918146,12,synthetic,,,static,,,,-0.0,6,1.0,2.3163460082440825,0,0,0,0,0,0,16,0,0,0
bayesfl_observability_v1,,112,112,9,274,479.9929787701995,479.9929787701995,1.7280492386568027,-75.16959252514964,474.070450490528,13,synthetic,,,static,,,,0.6380234190705671,0,0.6644736842105263,1.7071932081451786,202,0,0,0,0,102,0,0,0,0
bayesfl_observability_v1,,113,113,9,668,287.15494180515213,287.15494180515213,4.851663897418012,39.86431043125373,-284.374396451159,13,synthetic,,,static,,,,-0.0,0,1.0,2.3155014849272724,742,0,0,0,0,0,0,0,0,0
